,gpu_ret,cpu_ret,ram_ret,btc_ret,oil_ret,fx_ret,soxx_ret,csi,csi_chg,btc_ret_z,fx_ret_z,soxx_ret_z,oil_ret_z,csi_chg_z
2024-08-18,0.0003314146124717,-0.002254771422267,0.0002414933490385,-0.01494950115838023,0.00025099338111544967,-0.007489248657267744,0.08786469963116073,0.6,0.0,-0.2984884969724614,-0.7856291494247686,1.7839896604760637,-0.05025917948550992,0.005861380720525969
2024-08-25,0.0013690625067079,0.0003807230783203,-0.0006515598078883,0.07653958542784167,-0.008317674605191172,-0.017735963898911855,0.009298104791940709,0.6,0.0,1.160775534690934,-1.7154368830653812,0.10461584037096218,-0.23111001587197952,0.005861380720525969
2024-09-01,-0.0037445417812658,-0.0094133736070338,-0.0021184540235154,-0.10579342575638506,-0.0027879069094449704,-0.004984282304531185,-0.009687260766990669,-0.2,-0.8,-1.7474621025409982,-0.5583234195048009,-0.30119945492141226,-0.11439839693695278,-0.387302002994754
2024-09-08,-0.0005201590059351,-0.0011562714324036,-0.0023315891922053,-0.04369463735551449,-0.10338847935581263,-6.74995921201571e-05,-0.1252469175901263,-0.2,0.0,-0.7569775354241869,-0.11216457905509725,-2.7713060279025568,-2.2376802999069505,0.005861380720525969
2024-09-15,0.0008792655551979,0.0005200445162088,-0.0031827776255325,0.07027965874098285,0.007710181306210373,0.0021734496841210316,0.0887222245628827,-0.2,0.0,1.0609288076567331,0.09118370560076323,1.802319396203676,0.10717490212123179,0.005861380720525969
2024-09-22,0.00222148312076,0.008895654595767,0.0007933156278352,0.07425191618836635,0.039430121967979126,-0.00606764620313438,0.0036728050321404027,-0.2,0.0,1.1242868827426717,-0.6566300580238849,-0.015625862431413416,0.7766579312195175,0.005861380720525969
2024-09-29,-1.842393697321792e-05,0.0016139360787972,-0.0008661340856718,0.013925789201135075,-0.0342765102221847,-0.010837231402202718,0.04192424431057784,-0.2,0.0,0.1620765190064301,-1.0894318974199768,0.8020049110163409,-0.7789988056412417,0.005861380720525969
2024-10-06,-0.0011162359715805,-0.0091944516250836,-0.0039522500569251,-0.016323873357215746,0.08096133677356043,0.01594618142444837,-0.0069000315355056685,1.6,1.8,-0.3204099303446122,1.3409493313174332,-0.24162197403953825,1.6532183191046104,0.8904789940799058
2024-10-13,-0.0006649143910723,-0.0081183672585452,-0.0024043355047352,0.002293848888403005,0.012604378961224683,0.0114227018610773,0.018777091779131005,1.6,0.0,-0.02345459459615821,0.9304796167015693,0.30723073821629626,0.21047214047432522,0.005861380720525969
2024-10-20,-0.0002683651559029,-0.0011139090634764,-0.004597496164059,0.1084380923811814,-0.07867307707202098,0.014935297089867738,-0.026248295339213357,1.6,0.0,1.6695612882453201,1.2492196355131415,-0.6551942786930363,-1.7160354909594149,0.005861380720525969
2024-10-27,-0.0004713226736937,-0.0101064529943718,-0.0090453329065811,-0.0015528445361425725,0.04011007088292917,0.004565960424109505,0.0009588121777728276,1.6,0.0,-0.08480990553792044,0.3082849850252678,-0.07363790376913969,0.7910089750649907,0.005861380720525969
2024-11-03,-0.0010088848228184,-0.0034039266253489,-0.0035489380466445,0.005282359834364314,-0.0395627129517333,-0.0024660502290210218,-0.03999115226723582,0.6,-1.0,0.024212582926307628,-0.32981393098157874,-0.9489500941970809,-0.8905697273381831,-0.4855928489235739
2024-11-10,0.000701760281986,0.0025777891798245,-0.0005983745690006,0.17075532427989515,0.010478482840062142,-0.0006193767457327581,0.047714444569877834,0.6,0.0,2.663530060432349,-0.1622430318419076,0.9257713889772777,0.1656028454803531,0.005861380720525969
2024-11-17,-0.0001507335984274,0.0008760319031084,0.0009180725589482,0.10825818569231771,-0.03906371715053236,0.020737082109347327,-0.09112207902330205,0.6,0.0,1.6666917507965335,1.7756853811511364,-2.041882019878354,-0.880037891101239,0.005861380720525969
2024-11-24,0.003882949400398,0.0082412791897363,0.0011786010056281,0.09431838206051779,0.05650907925912296,-0.0008784226549956031,0.023212319781915625,0.6,0.0,1.4443498867845275,-0.18574938330385285,0.40203446248761116,1.137127459931355,0.005861380720525969
2024-12-01,0.0015641566684912,-0.0025387551055393,-6.454463677200657e-05,-0.014935415404007557,-0.03011497197856272,-0.004511394885440723,-0.0035683868104268157,-12.1,-12.7,-0.2982638271732333,-0.5154126555143388,-0.17040752290240369,-0.6911651221310329,-6.235607335759542
2024-12-08,0.0004002235174707,-0.0023341567840128,-0.0007547658861126,0.060958056324576404,-0.025268589027334976,0.0047900175807082945,0.020357759928559815,-12.1,0.0,0.9122479143251663,0.32861638607137056,0.3410177785463119,-0.5888770638728144,0.005861380720525969
2024-12-15,0.0065614065279774,0.0018955704194375,-0.0003288183950725,0.03687723898451267,0.04629622968546965,0.01971172287346956,0.01566167394814233,-12.1,0.0,0.5281554295423609,1.682642203430702,0.24063817232034831,0.921574425289792,0.005861380720525969
2024-12-22,0.0049101251975782,0.0009413219650431,-0.0007047281718667,-0.08478652600335224,-0.021027640658134672,0.006693866870636889,-0.03714042939048223,-12.1,0.0,-1.4123990434353673,0.5013755339266164,-0.8880154262584773,-0.4993673453416027,0.005861380720525969
2024-12-29,0.0032848718252147,0.0033617910362676,0.0008143114586613,0.0021740836513650663,0.016722512209232043,0.020341999340944383,0.031253949258283065,-12.1,0.0,-0.02536486727647836,1.7398347690450993,0.5739256083522579,0.297389715463023,0.005861380720525969
2025-01-05,0.0062235048634052,0.0035747122492813,0.0005740149971923,0.04518063086986146,0.031061748103494047,0.003171561036842796,0.003737823058398426,-9.0,3.0999999999999996,0.6605957191027549,0.18175435511227264,-0.014236091481608627,0.600034514953959,1.5293694926172354
2025-01-12,0.0143923698487862,0.0030141865707016,0.002856283597247,-0.03462918111153712,0.04160067327212147,-0.011220286574176619,-0.01938023855956228,-9.0,0.0,-0.6123822102212488,-1.1241911010196681,-0.5083884412459022,0.8224697212668391,0.005861380720525969
2025-01-19,0.0031435754681973,0.0058731366579346,0.0010432435881712,0.056640541204181716,0.012831054386990282,-0.0013133929293651647,0.051536209699557745,-9.0,0.0,0.8433829299161554,-0.2252194686409471,1.0074622439584473,0.21525636602764106,0.005861380720525969
2025-01-26,0.0048167891131284,0.0071239709467199,0.0021810252077579,-0.004332115378694823,-0.028754582035440457,-0.013431593443181455,0.003909730053898386,-9.0,0.0,-0.1291396734492562,-1.3248495734925894,-0.01056155132460742,-0.6624526478679883,0.005861380720525969
2025-02-02,-0.0018015039676933,-0.007777659513259,-0.0067262015941708,-0.03026171480423656,-0.022414925818869058,0.0053762871979134985,-0.055766768614390116,-5.0,4.0,-0.54272049722842,0.3818156807936912,-1.2861564748942338,-0.5286474717307096,1.9716782992969253
2025-02-09,0.0082839848071901,-0.0313472620826506,0.0020289918499013,-0.013211850355652643,-0.02773917643257029,0.0003398214370120556,-0.005793229078202344,-5.0,0.0,-0.27077271784921386,-0.07520344233663248,-0.2179638904147236,-0.6410214344233732,0.005861380720525969
2025-02-16,0.0134440595695642,0.0063149699298609,0.0017050735242793,-0.013821160600265614,0.001070872938256251,-0.0023673488088276073,0.0281876898912099,-5.0,0.0,-0.2804913034998617,-0.3208575638285062,0.5083838126660313,-0.032954750852957196,0.005861380720525969
2025-02-23,0.0062311388894191,-0.0040326591973355,-0.0003172724760378,-0.0021209400932740152,-0.004156305003188976,-0.004905208485185497,0.004070974530851146,-5.0,0.0,-0.09387111102157578,-0.5511481006809391,-0.007114924246201464,-0.14327989172222622,0.005861380720525969
2025-03-02,0.0049706103431083,-0.0031555589717701,0.0016779447564465,-0.00395227333517667,-0.016936926710722666,0.012604474664434484,-0.0715216260984981,-6.8,-1.7999999999999998,-0.12308113846435191,1.0377160789291804,-1.622919131497114,-0.41302848380681945,-0.8787562326388537
2025-03-09,0.002176969251147,0.0045714507174144,-0.005428682522524,-0.1655476445901627,-0.03929723521721584,-0.0023201445095279993,-0.022650556369355535,-6.8,0.0,-2.7005504493363075,-0.3165741499231912,-0.5782920195342236,-0.8849665378569014,0.005861380720525969
2025-03-16,-0.0068990217167367,-0.00149426247652,0.0006540630527124,0.02598497901752239,0.0031219156460391417,0.00464180637366951,-0.013482824825332251,-6.8,0.0,0.3544223233715343,0.31516740039478996,-0.38233025771558876,0.010334683369454478,0.005861380720525969
2025-03-23,-0.0071704500308572,-0.0118113690815318,0.0049633332021503,0.050461722584689284,0.02213908231412809,0.008626124392811185,-0.007411602049503863,-6.8,0.0,0.7448298881705702,0.6767125024217646,-0.2525568774816995,0.4117121790456776,0.005861380720525969
2025-03-30,-0.0048270820339037,-0.0065214907917145,0.0063641855998635,-0.04019248653542107,0.02016658757391898,-0.0026846470814518852,-0.055160136280945515,-6.8,0.0,-0.7011177283595874,-0.3496498529474457,-1.2731896095069666,0.37008058308411085,0.005861380720525969
2025-04-06,-0.0053854799725262,-0.0026173372412712,0.0012197404254027,-0.05876938604618687,-0.11578171474070587,-0.007697680074656432,-0.17980186014007415,-6.4,0.39999999999999947,-0.9974219356415994,-0.8045426391872283,-3.9374268514307897,-2.4992526923107805,0.20244307257816566
2025-04-13,-0.0024804948533599,-0.0065552315716644,0.0004878205051008,0.040994993718534545,-0.012582637541116881,0.0009370420899070808,0.08875432903723723,-6.4,0.0,0.5938342071844006,-0.021010428413997986,1.8030056345960814,-0.32112658733350524,0.005861380720525969
2025-04-20,-0.0054135252493549,0.0040574672377497,0.0078219437899619,0.01567161994666222,0.04823112153585285,-0.026384291574975904,-0.03370937550721287,-6.4,0.0,0.18992276938864258,-2.5002036855604466,-0.8146760880992506,0.9624123723334137,0.005861380720525969
2025-04-27,-0.0022264476968281,-0.0108104025483668,-0.0001854003295579,0.10996590864492006,-0.01616880619282579,0.011131242847134182,0.1040326753352323,-6.4,0.0,1.6939301764248196,0.9040320343483297,2.129582786626912,-0.39681648465721353,0.005861380720525969
2025-05-04,-0.0053462800946931,-0.0102011503601028,-0.0011539193612034,-0.02113667788253082,-0.08713376470407308,0.00351807377615998,0.0278537137302024,1.7,8.1,-0.39717485168416766,0.2131976242208631,0.5012450175778265,-1.8946072873117221,3.986640640837735
2025-05-11,-0.0055194324887767,0.0037961117775164,-0.0004316881100637,0.0958921957146579,0.041859128839377036,-0.02201607128420413,0.020366954655676395,1.7,0.0,1.4694524399274427,-2.1038225123920444,0.341214317342911,0.827924700451656,0.005861380720525969
2025-05-18,-0.0059239799437151,-0.0033832824737128,-0.0007178035476498,0.024545041858495154,0.023199366685468625,-0.0048770343531794325,0.09435345796114802,1.7,0.0,0.3314551194958704,-0.5485915227718171,1.9226879314991299,0.43409060655283205,0.005861380720525969
2025-05-25,-0.0025309945292353,0.0053377508454997,0.002735418540689,-0.00012742212172511813,-0.009678313060759614,-0.011287392756877956,-0.050866328487936485,1.7,0.0,-0.06207421391719504,-1.1302804522097176,-1.1814087653594105,-0.25982773525408065,0.005861380720525969
2025-06-01,-0.0077171445600563,-0.0078431220351211,-0.0005413270678841,-0.01896083328192333,-0.01367750963669856,-0.007944027706506596,0.01168127682035891,8.6,6.8999999999999995,-0.36246981873837275,-0.8268967231894281,0.1555565324236411,-0.34423502548732166,3.3968955652648147
2025-06-08,-0.0053133153242719,0.0021495923039961,-0.0002178170964836,-0.015284221036484524,0.03943135115555574,-0.011640658182284547,0.0587457082533307,8.6,0.0,-0.30382732695782827,-1.1623364737565978,1.1615664551956628,0.7766838745285197,0.005861380720525969
2025-06-15,-0.0038372718501978,-0.0004283439080503,0.0001793596881484,0.0017978591395149124,0.11041768993464984,-0.0035202781651495485,0.016518794710405516,8.6,0.0,-0.0313657021132722,-0.42547671314307517,0.2589592688596471,2.274925930438312,0.005861380720525969
2025-06-22,-0.0059030993269302,0.0005061199882653,0.0038647434324774,-0.040765636882373,0.03676688493794522,0.01842468483817683,0.020795718663106477,8.6,0.0,-0.710259558464691,1.5658537604532639,0.3503792181580089,0.7204474857749327,0.005861380720525969
2025-06-29,,,,0.06640139409169876,-0.12781574167700072,-0.016226781491284648,0.05928839654993823,8.6,0.0,0.9990699311596075,-1.5784906089674018,1.173166506332729,-2.753243608985837,0.005861380720525969
2025-07-06,,,,0.0068311002838257195,0.00764378676565336,0.0032030950339700937,0.01858206212432556,10.7,2.0999999999999996,0.04891521486428551,0.18461581400032676,0.30306194743320763,0.10577357484254388,1.0379152629731356
2025-07-13,,,,0.09819257344413401,0.02986157216459162,0.011385851398933333,0.011562746379995659,10.7,0.0,1.5061437941109868,0.9271357309897426,0.1530229248663971,0.5747035273712581,0.005861380720525969
2025-07-20,-0.0010773030291428,-0.0004021016567392,0.0007141601608025,-0.00640066202351619,-0.015468681909721838,0.013703857152729704,0.0022722236264565154,10.7,0.0,-0.16213328863592708,1.1374762767818085,-0.04556351914728482,-0.3820396182438839,0.005861380720525969
2025-07-27,-0.0061411295405854,-0.0011554420168274,0.00248343726871,0.01253035672004188,-0.012198761938125635,-0.01417023136328055,-0.021259528451097687,10.7,0.0,0.13981917111658054,-1.3918750772049533,-0.5485585701752681,-0.31302448511875347,0.005861380720525969
2025-08-03,-0.0022407593890201,0.0059487708281192,0.0031725197452511,-0.039549219102919864,0.017812298063997645,0.014119966161698194,-0.01796268085784991,11.2,0.5,-0.6908575206996845,1.175234852623168,-0.4780879134246847,0.3203908031036534,0.2515884955425759
2025-08-10,-0.0044295719276501,-0.0028889125120633,-0.0014233393969688,0.041992256622801705,-0.045215421632557984,-0.004711037863940781,0.023453845422888087,11.2,0.0,0.6097406933087075,-0.533528664498562,0.4071971125829005,-1.0098761463066748,0.005861380720525969
2025-08-17,0.0007526303883068,0.0002187393438674,0.002232351695973,-0.015535598739504053,-0.011174956110395762,0.0020917366362267487,0.02219202569203471,11.2,0.0,-0.3078368373165622,0.08376889782288463,0.3802255093713356,-0.29141597600879815,0.005861380720525969
2025-08-24,-0.0020857821606559,-0.0002500905964885,0.0002951044194368,-0.038321067163028744,0.028149857773028586,0.008423421680650911,0.0030960191161222284,11.2,0.0,-0.6712683213954406,0.6583188469964081,-0.02795475576258681,0.5385759775742954,0.005861380720525969
2025-08-31,-0.0038367970136984,-0.0039610148709063,-0.0001767809124768,-0.04278198555453372,0.00574163332396882,-0.01091953513051891,-0.015250786274811468,11.2,0.0,-0.7424206085130308,-1.0969003047379469,-0.4201207229799472,0.065626606677387,0.005861380720525969
2025-09-07,-0.0017175809401186,-0.0004947206300789,0.0015747181974416,0.024318448552580918,-0.03922075347303977,0.005510625735163366,0.0070272222569425224,10.0,-1.1999999999999993,0.3278409238199225,0.39400583226323205,0.056075354613444,-0.8833523094348593,-0.5838836948523934
2025-09-14,-0.00110595469092,0.0058108996112957,0.0012199288825931,0.042126691120706994,0.022493179990172862,-0.0018407363225509954,0.03417949028824552,10.0,0.0,0.6118849428004,-0.27307167822277534,0.636459526557781,0.4191857864928959,0.005861380720525969
2025-09-21,-0.000590324582589,-0.0030774549139781,0.0035439891293299,0.002130810108628367,-0.004638260172065145,-0.001981090247214823,0.041300197015986306,10.0,0.0,-0.026055086479604868,-0.28580767815267083,0.7886657979850443,-0.15345206731956862,0.005861380720525969
2025-09-28,-0.0010218429999708,-0.0049420859476075,0.0157797648599734,-0.019105440090378067,0.05044556092535135,0.015860604685555835,0.011109511276949036,10.0,0.0,-0.36477631803993443,1.3331839243781793,0.14333495037842586,1.0091504670242046,0.005861380720525969
2025-10-05,-0.0026937063237255,0.008551205899152,0.0365150507268129,0.09487257158179929,-0.08322041035374905,-0.0023378803033873297,0.04056760507797996,9.6,-0.40000000000000036,1.4531892890051268,-0.3181835318474239,0.7730065254401973,-1.812011788400603,-0.19072031113711416
2025-10-12,-0.001363887671541,0.0001919844131746,0.0066732034878138,-0.0537505324833667,-0.028290418219628855,0.01123408944106341,-0.028881477453734483,9.6,0.0,-0.9173705026490211,0.9133645429775681,-0.7114789772439308,-0.6526559776686046,0.005861380720525969
2025-10-19,0.0052167453415838,0.0010841086180463,0.0574105724270351,-0.0639332276523561,-0.02322308237601778,-0.00408147886503496,0.05778523235403554,9.6,0.0,-1.0797859486868944,-0.4764012034380016,1.141036125690877,-0.545704474000505,0.005861380720525969
2025-10-26,-0.0009011122464342,0.0023883462404974,0.1048999976084113,0.06409487020526683,0.07312856223297715,0.014111805089414453,0.026335789004453325,9.6,0.0,0.9622805448925302,1.17449430036371,0.4687991281953241,1.487899295289601,0.005861380720525969
2025-11-02,-0.0020940157829115,0.0046852097730056,0.1500001914677821,-0.04015371545083468,-0.013281665851315516,-0.008266148450270627,0.035494490508721555,12.3,2.700000000000001,-0.7004993240086796,-0.8561266131253374,0.6645678714366593,-0.33588032207492274,1.3327878007595961
2025-11-09,0.005944401116157,0.0123013432484525,0.0409880919562347,-0.03708611713346599,-0.022378534785884696,0.01663037611639595,-0.04050931676539449,12.3,0.0,-0.6515706915874939,1.4030345460312408,-0.9600259451296094,-0.5278794003382006,0.005861380720525969
2025-11-16,0.0044040546796509,0.0037750877789406,0.0964372458127221,-0.11101276104636781,0.01187325804006445,0.014270190233512281,-0.02010708977249198,12.3,0.0,-1.8307112477894358,1.1888664897339607,-0.5239250048529129,0.19504105710141614,0.005861380720525969
2025-11-23,-0.0003148857700413,0.0039720607318211,0.0305078412265612,-0.06726420066177141,-0.028832213882473035,0.0030864068354299334,-0.06327321323330537,12.3,0.0,-1.1329154451596832,0.17402729008133633,-1.446607956861506,-0.6640911504320396,0.005861380720525969
2025-11-30,0.0003457568154412,0.0011251954247449,0.0108862067026223,0.03911882089461116,0.010178195036000481,-0.00807594765496411,0.09136517017456924,12.3,0.0,0.5639089819876716,-0.8388674070041554,1.8588127911040284,0.15926495251869383,0.005861380720525969
2025-12-07,0.0003569740756914,0.0001418450383115,0.0107721286815297,0.004294200940353932,0.008664870813896997,0.007485245400408402,0.04177856160749904,9.8,-2.5,0.008451307069228593,0.5731868275817942,0.7988909194007777,0.1273246379063539,-1.2227741933897236
2025-12-14,0.0002847352655457,0.0041203701230112,0.0160233005469738,-0.024236135897176325,-0.04213005665597791,-0.0010396941080736966,-0.03258738533300676,9.8,0.0,-0.44661165083900994,-0.20038348220786517,-0.7906933645405568,-0.9447562423188277,0.005861380720525969
2025-12-21,0.0024898716504068,0.0043193656463227,0.0576487562239618,0.005603631550908261,-0.010691732910515839,0.002383539016879155,0.0025654819199480983,9.8,0.0,0.02933691280910201,0.1102476379680841,-0.03929507513967188,-0.28121703727067826,0.005861380720525969
2025-12-28,0.0033494612811788,0.0049502780467165,0.0982351064205371,-0.030043434063117047,0.0028073367969101426,-0.019063302071730348,0.020566860982872193,9.8,0.0,-0.5392388881512504,-1.8358822422988645,0.3454873477962863,0.003695162726877359,0.005861380720525969
2026-01-04,0.0031989968482495,0.0050531657211287,0.0374756400476502,0.038276268220013066,0.0018123509517051772,-0.0019929732623937824,0.024689430313445726,10.8,1.0,0.550470146180036,-0.28688596706299996,0.4336079417904824,-0.017305070049743288,0.49731561036462585
2026-01-11,0.0060046933341073,0.0046242471402616,0.0247097310679842,0.003949530313597904,0.04174996129886477,0.00445098496288221,0.04698367974145512,10.8,0.0,0.0029537612179871896,0.29785187836552984,0.9101511711987407,0.8256206035909247,0.005861380720525969
2026-01-18,0.0274218601954075,0.0051828653296926,0.0479518635233666,0.04142620823144938,0.012395186812899084,0.01285425333999779,0.04079523264076723,10.8,0.0,0.6007121404123692,1.0603815028001777,0.7778721018402126,0.20605691805578522,0.005861380720525969
2026-01-25,0.0491841258833126,0.0042438604490206,0.0237934023529718,-0.09704599151839233,0.02692263328633704,-0.0038061204169981266,0.006519393365129744,10.8,0.0,-1.607939273872097,-0.45141461910633396,0.0452204289577169,0.5126741016693349,0.005861380720525969
2026-02-01,0.0628049805376508,0.0028615032196792,0.0033650892365146,-0.11450942282200316,0.07046929110090172,-0.02385988787935922,0.004601850352363712,12.1,1.299999999999999,-1.8864835038089351,-2.2711341717053197,0.004232633302900069,1.4317725543325701,0.6447518792578553
2026-02-08,0.0127284614552869,0.0039492297614951,0.0015537539860174,-0.08228342735941396,-0.03806138077636945,0.028917973323809854,0.00636161872378338,12.1,0.0,-1.3724742616378995,2.518036050599358,0.04184797018314763,-0.8588825176058913,0.005861380720525969
2026-02-15,0.0021888508499061,0.001227827909095,-0.004382674449906,-0.036998814239652233,-0.004418314183480376,-0.02045698008597263,0.01749261323722262,12.1,0.0,-0.6501781979299857,-1.9623474133598147,0.27977479921089476,-0.14880987368352488,0.005861380720525969
2026-02-22,-0.003938242479267,0.0002555453665396,-0.0001949347247976,-0.013207879898260444,0.057502787759827534,0.004742691823390821,0.01335986067198025,12.1,0.0,-0.2707093884852659,0.3243219508190521,0.19143653690942605,1.158100732995962,0.005861380720525969
2026-03-01,0.0028014537616226,0.0011766899796477,-0.0067035364145765,-0.03283727901923328,0.009983460530394339,-0.010715157361707028,-0.020064700685273884,7.0,-5.1,-0.5838011152608454,-1.078354651273002,-0.5230189311777345,0.15515487400141934,-2.5005551904643832
2026-03-08,-0.0090287069479208,-0.0008957137595119,-0.0021045710321134,0.03323476265300229,0.24594991017718737,0.032415488714026885,-0.08522466462044864,7.0,0.0,0.47005741047700483,2.835407694258801,-1.9158238220561061,5.135477351890133,0.005861380720525969
2026-03-15,-0.0072649938239163,0.0004167269992079,-0.0024763339847882,0.11079990040759924,0.1068266644778939,-0.0060541075627575935,0.023854638075358814,7.0,0.0,1.7072324644614842,-0.6554015343235136,0.4157641211089442,2.199133525086947,0.005861380720525969
