date,group,from_date,index_ffill,index_valid,log_return,ret_lvl,ret_w,n_matched,n_used,n_trim,n_adj,n_adj_used,n_adj_trim,step_n,interval_days,bridge,valid_step,ret_ok
2024-03-03,high,,100.0,100.0,,,,0,0,0,0,0,0,0,,False,True,False
2024-03-10,high,2024-03-03,100.26619184823709,100.26619184823709,0.0026583818521247996,0.0026583818521247996,0.0026583818521247996,365,364,1,365,364,1,1,7.0,False,True,True
2024-03-17,high,2024-03-10,100.91196027548473,100.91196027548473,0.006419888425982719,0.006419888425982719,0.006419888425982719,372,370,2,372,370,2,1,7.0,False,True,True
2024-03-24,high,2024-03-17,100.90316925516082,100.90316925516082,-8.711953707250854e-05,-8.711953707250854e-05,-8.711953707250854e-05,366,364,2,366,364,2,1,7.0,False,True,True
2024-03-31,high,2024-03-24,100.87139518302963,100.87139518302963,-0.000314946261757953,-0.000314946261757953,-0.000314946261757953,369,368,1,369,368,1,1,7.0,False,True,True
2024-04-07,high,2024-03-31,101.1267804269318,101.1267804269318,0.002528590955872775,0.002528590955872775,0.002528590955872775,376,371,5,376,371,5,1,7.0,False,True,True
2024-04-14,high,2024-04-07,101.2919771800941,101.2919771800941,0.0016322280779829342,0.0016322280779829342,0.0016322280779829342,373,373,0,373,373,0,1,7.0,False,True,True
2024-04-21,high,2024-04-14,101.66980721641097,101.66980721641097,0.003723168614194106,0.003723168614194106,0.003723168614194106,374,373,1,374,373,1,1,7.0,False,True,True
2024-04-28,high,2024-04-21,101.4926709439946,101.4926709439946,-0.0017437896889886029,-0.0017437896889886029,-0.0017437896889886029,381,381,0,381,381,0,1,7.0,False,True,True
2024-05-05,high,2024-04-28,101.31747807697825,101.31747807697825,-0.0017276542760626438,-0.0017276542760626438,-0.0017276542760626438,384,381,3,384,381,3,1,7.0,False,True,True
2024-05-12,high,2024-05-05,101.28470067223311,101.28470067223311,-0.0003235641910017787,-0.0003235641910017787,-0.0003235641910017787,387,387,0,387,387,0,1,7.0,False,True,True
2024-05-19,high,2024-05-12,101.23998090681373,101.23998090681373,-0.0004416228757652492,-0.0004416228757652492,-0.0004416228757652492,383,383,0,383,383,0,1,7.0,False,True,True
2024-05-26,high,2024-05-19,101.18868668935906,101.18868668935906,-0.0005067880865060409,-0.0005067880865060409,-0.0005067880865060409,390,388,2,390,388,2,1,7.0,False,True,True
2024-06-02,high,2024-05-26,101.1634209839556,101.1634209839556,-0.0002497202112225812,-0.0002497202112225812,-0.0002497202112225812,385,383,2,385,383,2,1,7.0,False,True,True
2024-06-09,high,2024-06-02,100.68987354691686,100.68987354691686,-0.004692004724496818,-0.004692004724496818,-0.004692004724496818,387,385,2,387,385,2,1,7.0,False,True,True
2024-06-16,high,2024-06-09,100.58684236193419,100.58684236193419,-0.001023776580579704,-0.001023776580579704,-0.001023776580579704,385,384,1,385,384,1,1,7.0,False,True,True
2024-06-23,high,2024-06-16,101.22688914023915,101.22688914023915,0.006342967046578674,0.006342967046578674,0.006342967046578674,384,383,1,384,383,1,1,7.0,False,True,True
