row_id,date,gpu_log_return,Id,Name,vram_gb,gpu_chip_clean,chip_perf_group,h2_perf_group
6,2025-04-13,0.0,6830257,라데온 RX 580 D5 8GB (중고),8.0,RX 580,low,mid
6,2025-04-20,-0.21547376411085573,6830257,라데온 RX 580 D5 8GB (중고),8.0,RX 580,low,mid
6,2025-04-27,0.0,6830257,라데온 RX 580 D5 8GB (중고),8.0,RX 580,low,mid
6,2025-05-04,-0.05129329438755015,6830257,라데온 RX 580 D5 8GB (중고),8.0,RX 580,low,mid
6,2025-05-11,0.2667670584984059,6830257,라데온 RX 580 D5 8GB (중고),8.0,RX 580,low,mid
6,2025-05-18,0.0,6830257,라데온 RX 580 D5 8GB (중고),8.0,RX 580,low,mid
6,2025-05-25,0.0,6830257,라데온 RX 580 D5 8GB (중고),8.0,RX 580,low,mid
6,2025-12-07,0.0,6830257,라데온 RX 580 D5 8GB (중고),8.0,RX 580,low,mid
6,2026-01-04,0.0,6830257,라데온 RX 580 D5 8GB (중고),8.0,RX 580,low,mid
6,2026-01-11,0.0,6830257,라데온 RX 580 D5 8GB (중고),8.0,RX 580,low,mid
6,2026-01-18,0.0,6830257,라데온 RX 580 D5 8GB (중고),8.0,RX 580,low,mid
6,2026-01-25,0.0,6830257,라데온 RX 580 D5 8GB (중고),8.0,RX 580,low,mid
6,2026-02-01,0.0,6830257,라데온 RX 580 D5 8GB (중고),8.0,RX 580,low,mid
6,2026-02-08,0.4054651081081637,6830257,라데온 RX 580 D5 8GB (중고),8.0,RX 580,low,mid
6,2026-02-15,0.0,6830257,라데온 RX 580 D5 8GB (중고),8.0,RX 580,low,mid
6,2026-02-22,0.0,6830257,라데온 RX 580 D5 8GB (중고),8.0,RX 580,low,mid
6,2026-03-01,0.0,6830257,라데온 RX 580 D5 8GB (중고),8.0,RX 580,low,mid
6,2026-03-08,0.0,6830257,라데온 RX 580 D5 8GB (중고),8.0,RX 580,low,mid
6,2026-03-15,0.0,6830257,라데온 RX 580 D5 8GB (중고),8.0,RX 580,low,mid
6,2026-03-22,0.0,6830257,라데온 RX 580 D5 8GB (중고),8.0,RX 580,low,mid
6,2026-03-29,0.07911920445259923,6830257,라데온 RX 580 D5 8GB (중고),8.0,RX 580,low,mid
7,2024-03-10,0.0,7024378,GIGABYTE 지포스 RTX 2060 UDV OC D6 6GB 제이씨현,6.0,RTX 2060,mid,low
7,2024-03-17,0.0,7024378,GIGABYTE 지포스 RTX 2060 UDV OC D6 6GB 제이씨현,6.0,RTX 2060,mid,low
7,2024-03-24,0.0,7024378,GIGABYTE 지포스 RTX 2060 UDV OC D6 6GB 제이씨현,6.0,RTX 2060,mid,low
7,2024-03-31,0.0,7024378,GIGABYTE 지포스 RTX 2060 UDV OC D6 6GB 제이씨현,6.0,RTX 2060,mid,low
7,2024-04-07,0.0,7024378,GIGABYTE 지포스 RTX 2060 UDV OC D6 6GB 제이씨현,6.0,RTX 2060,mid,low
7,2024-04-14,0.0,7024378,GIGABYTE 지포스 RTX 2060 UDV OC D6 6GB 제이씨현,6.0,RTX 2060,mid,low
7,2024-04-21,0.0,7024378,GIGABYTE 지포스 RTX 2060 UDV OC D6 6GB 제이씨현,6.0,RTX 2060,mid,low
7,2024-04-28,0.0,7024378,GIGABYTE 지포스 RTX 2060 UDV OC D6 6GB 제이씨현,6.0,RTX 2060,mid,low
7,2024-05-05,0.0,7024378,GIGABYTE 지포스 RTX 2060 UDV OC D6 6GB 제이씨현,6.0,RTX 2060,mid,low
7,2024-05-12,0.0,7024378,GIGABYTE 지포스 RTX 2060 UDV OC D6 6GB 제이씨현,6.0,RTX 2060,mid,low
7,2024-05-19,0.0,7024378,GIGABYTE 지포스 RTX 2060 UDV OC D6 6GB 제이씨현,6.0,RTX 2060,mid,low
