n,mean,std,skew,kurtosis,jarque_bera_stat,jarque_bera_p,omni_stat,omni_p
96,1.807003620809174e-20,0.006359405887092209,0.6664613884922743,11.750207026078016,313.3712245145171,8.959900834348778e-69,34.008543792227854,4.122290056260686e-08
