date,resid,fitted,std_resid,abs_std_resid
2024-10-20,0.0017592253301804894,-0.0020275904860833894,0.2766335977628379,0.2766335977628379
2024-10-27,-0.001111408225700401,0.0006400855520067011,-0.17476604661392106,0.17476604661392106
2024-11-03,-0.002553215517572469,0.001544330694754069,-0.4014864852005708,0.4014864852005708
2024-11-10,0.0012002581013362433,-0.0004984978193502433,0.1887374579711018,0.1887374579711018
2024-11-17,-0.004492679941797327,0.004341946343369927,-0.7064622107099963,0.7064622107099963
2024-11-24,-0.00010728353892486579,0.003990232939322866,-0.016870056862170246,0.016870056862170246
2024-12-01,-0.004667619665795802,0.006231776334287002,-0.7339710263296366,0.7339710263296366
2024-12-08,-0.0025550770330044397,0.0029553005504751395,-0.40177920365022174,0.40177920365022174
2024-12-15,0.007651420709874438,-0.0010900141818970372,1.2031659632552552,1.2031659632552552
2024-12-22,-0.0018602883316219537,0.006770413529200154,-0.29252549131952904,0.29252549131952904
2024-12-29,0.0007793747137917121,0.0025054971114229878,0.12255464230921663,0.12255464230921663
2025-01-05,0.0013942501360728618,0.004829254727332338,0.2192421997946057,0.2192421997946057
2025-01-12,0.005950135313049946,0.008442234535736254,0.9356432689926324,0.9356432689926324
2025-01-19,-0.006973433042752539,0.010117008510949838,-1.0965541697702659,1.0965541697702659
2025-01-26,-0.000593076153144031,0.005409865266272431,-0.09325967923321382,0.09325967923321382
2025-02-02,-0.005769244158298083,0.003967740190604783,-0.9071986063993828,0.9071986063993828
2025-02-09,0.009621480398392526,-0.001337495591202424,1.512952714328457,1.512952714328457
2025-02-16,0.007535717513974636,0.005908342055589563,1.1849719372795509,1.1849719372795509
2025-02-23,-0.004377749555878484,0.010608888445297584,-0.6883897070894743,0.6883897070894743
2025-03-02,0.0019643110294688,0.0030062993136395,0.3088827894215393,0.3088827894215393
2025-03-09,0.002274792116569492,-9.782286542249236e-05,0.35770513110142493,0.35770513110142493
2025-03-16,-0.006883934314339538,-1.5087402397161599e-05,-1.0824807280051072,1.0824807280051072
2025-03-23,-0.0037071858131273493,-0.0034632642177298504,-0.5829453063613829,0.5829453063613829
2025-03-30,0.003914215981465518,-0.008741298015369218,0.6155002607099299,0.6155002607099299
2025-04-06,-0.0017811852028644663,-0.0036042947696617333,-0.2800867305041446,0.2800867305041446
2025-04-13,0.0006445196209204761,-0.003125014474280376,0.10134903045403475,0.10134903045403475
2025-04-20,-0.0018422615825690143,-0.003571263666785886,-0.28969083201754475,0.28969083201754475
2025-04-27,0.002557726388953712,-0.004784174085781812,0.40219580796771776,0.40219580796771776
2025-05-04,-0.005553097783213773,0.00020681768852067297,-0.8732101523013317,0.8732101523013317
2025-05-11,-0.007392020330887127,0.0018725878421104267,-1.162375929784704,1.162375929784704
2025-05-18,-0.003523105215711416,-0.002400874728003684,-0.5539991122224673,0.5539991122224673
2025-05-25,-0.0011863641817685317,-0.0013446303474667683,-0.1865526753334796,0.1865526753334796
2025-06-01,-0.007323583003541041,-0.00039356155651525896,-1.1516143384409288,1.1516143384409288
2025-06-08,0.0019501972046247927,-0.007263512528896693,0.3066634272524011,0.3066634272524011
2025-06-15,-0.00232497094155462,-0.0015123009086431803,-0.36559562053959344,0.36559562053959344
2025-06-22,-0.0031737941562593177,-0.0027293051706708824,-0.49907085860036393,0.49907085860036393
2025-07-27,-0.007276180043889717,0.0011350505033043167,-1.1441603465912278,1.1441603465912278
2025-08-03,0.0009535409402653657,-0.003194300329285466,0.1499418274591945,0.1499418274591945
2025-08-10,-0.0013800214627934008,-0.0030495504648566994,-0.217004778008344,0.217004778008344
2025-08-17,0.003697837190087564,-0.002945206801780764,0.5814752597554946,0.5814752597554946
2025-08-24,-0.0020350527166919656,-5.072944396393442e-05,-0.3200067353496882,0.3200067353496882
2025-08-31,-0.0035464911831610295,-0.00029030583053737025,-0.5576764946485647,0.5576764946485647
2025-09-07,0.0027395911948401488,-0.004457172134958749,0.4307935746640645,0.4307935746640645
2025-09-14,-0.0006653447768506582,-0.00044060991406934177,-0.10462373194343823,0.10462373194343823
2025-09-21,-0.0008212749170629587,0.00023095033447395868,-0.1291433400610447,0.1291433400610447
2025-09-28,-0.0008185739230604347,-0.0002032690769103653,-0.12871861579426902,0.12871861579426902
2025-10-05,-0.002743306061155573,4.959973743007273e-05,-0.43137772770939287,0.43137772770939287
2025-10-12,0.0008815613333470389,-0.002245449004888039,0.13862322188561016,0.13862322188561016
2025-10-19,0.004991708958417077,0.00022503638316672347,0.7849332228579451,0.7849332228579451
2025-10-26,-0.001347545239829704,0.00044643299339550396,-0.21189797659634194,0.21189797659634194
2025-11-02,-0.001747778005228381,-0.00034623777768311875,-0.27483353575148817,0.27483353575148817
2025-11-09,0.004867969649836698,0.0010764314663203017,0.7654755391092894,0.7654755391092894
2025-11-16,0.005037767289161734,-0.000633712609510834,0.7921757753168379,0.7921757753168379
2025-11-23,-0.002298623400611089,0.0019837376305697893,-0.3614525384008973,0.3614525384008973
2025-11-30,0.0009485095762550709,-0.0006027527608138709,0.1491506585827894,0.1491506585827894
2025-12-07,0.004727981182630083,-0.004371007106938683,0.7434627175199722,0.7434627175199722
2025-12-14,-0.0022641459482721014,0.0025488812138178014,-0.3560310488858206,0.3560310488858206
2025-12-21,0.0021687488220953435,0.00032112282831145623,0.3410300994464418,0.3410300994464418
2025-12-28,0.001615396893642596,0.001734064387536204,0.2540169510050292,0.2540169510050292
2026-01-04,-0.0004223503870621464,0.0036213472353116465,-0.0664134975123066,0.0664134975123066
2026-01-11,0.006643931249862554,-0.0006392379157552537,1.0447408716823454,1.0447408716823454
2026-01-18,0.02346575079870623,0.0039561093967012675,3.6899281497875536,3.6899281497875536
2026-01-25,0.026569516118124595,0.022614609765188004,4.177987156324332,4.177987156324332
2026-02-01,0.02196265910058972,0.040842321437061076,3.453570898056325,3.453570898056325
2026-02-08,-0.029086091397210467,0.04181455285249737,-4.573712059525401,4.573712059525401
2026-02-15,-0.004729360565865676,0.006918211415771775,-0.7436796219384167,0.7436796219384167
2026-02-22,-0.0010737532389568753,-0.0028644892403101247,-0.16884489809595107,0.16884489809595107
2026-03-01,0.00487259157505229,-0.0020711378134296906,0.7662023248024269,0.7662023248024269
2026-03-08,-0.010926695859546242,0.0018979889116254418,-1.7181944435602603,1.7181944435602603
2026-03-15,1.8180706765875444e-05,-0.007283174530682175,0.0028588687510537935,0.0028588687510537935
2026-03-22,-0.001682556541572999,-0.0029330364523523006,-0.26457763059095063,0.26457763059095063
2026-03-29,-0.00014189969402949188,-0.007669086463334708,-0.022313357025615873,0.022313357025615873
