term,coef,se_HAC,t_HAC,p_value_HAC
Intercept,0.001377492220759435,0.0014967186235222648,0.9203414717442003,0.3573943434806426
ec_l1,-0.0021952780863588152,0.022407411404764706,-0.09797107067405438,0.9219552650885223
d_log_btc_l0,-0.04319915898825232,0.02703229646716518,-1.5980573104739455,0.11003022310134579
d_log_usdkrw,-0.07284704623077494,0.12043485965844372,-0.6048667838977102,0.5452675149784925
d_log_nvda,0.004683438365087263,0.01161501231523969,0.4032228497030754,0.6867842916561782
