,gpu_ret,btc_krw_ret,fx_ret,nvda_ret,nasdaq_ret,sox_ret,gpu_ret_l1,btc_krw_ret_l0,btc_krw_ret_l1,btc_krw_ret_l2,btc_krw_ret_l3,btc_krw_ret_l4,btc_krw_ret_l5,btc_krw_ret_l6,btc_krw_ret_l7,btc_krw_ret_l8
2024-05-12,0.0006126049351804,-0.001375468331811902,-0.012364033486304216,0.04529571509327024,0.030262254453235826,0.02961867330213863,-0.0006387161801975,-0.001375468331811902,-0.05130844271496926,0.01189797564162376,-0.0611719552353982,0.017279613120329884,-0.028034704955079093,0.07555088769235851,-0.056946805081260266,0.040156960620354454
2024-05-19,-0.0010798173335266,0.04611355010639784,0.0005460849178717808,0.02503695993106625,0.01641530010532044,0.03308329351583339,0.0006126049351804,0.04611355010639784,-0.001375468331811902,-0.05130844271496926,0.01189797564162376,-0.0611719552353982,0.017279613120329884,-0.028034704955079093,0.07555088769235851,-0.056946805081260266
2024-05-26,-0.0014252757375653,0.06864958041354896,0.0021159260128156276,0.06601817788072584,0.012709471271680428,0.03443853827710086,-0.0010798173335266,0.06864958041354896,0.04611355010639784,-0.001375468331811902,-0.05130844271496926,0.01189797564162376,-0.0611719552353982,0.017279613120329884,-0.028034704955079093,0.07555088769235851
2024-06-02,-0.0015981074351824,-0.010917812308282038,0.003688115570379402,0.12559297469207387,0.0021168469317043304,0.015581580210648482,-0.0014252757375653,-0.010917812308282038,0.06864958041354896,0.04611355010639784,-0.001375468331811902,-0.05130844271496926,0.01189797564162376,-0.0611719552353982,0.017279613120329884,-0.028034704955079093
2024-06-09,-0.0020377322181679,0.0266188741577551,0.003654069350282896,0.05988520691002819,0.010772888112718704,0.006181190887090793,-0.0015981074351824,0.0266188741577551,-0.010917812308282038,0.06864958041354896,0.04611355010639784,-0.001375468331811902,-0.05130844271496926,0.01189797564162376,-0.0611719552353982,0.017279613120329884
2024-06-16,-0.0003430156027606,-0.03624910725102737,0.0020331297318341157,0.05469323265547921,0.026864477860298663,0.046345993188388945,-0.0020377322181679,-0.03624910725102737,0.0266188741577551,-0.010917812308282038,0.06864958041354896,0.04611355010639784,-0.001375468331811902,-0.05130844271496926,0.01189797564162376,-0.0611719552353982
2024-06-23,0.0014922901342778,-0.03301168989894521,0.00556668712566033,0.04001011990021386,0.016059935746600473,0.028905881319957416,-0.0003430156027606,-0.03301168989894521,-0.03624910725102737,0.0266188741577551,-0.010917812308282038,0.06864958041354896,0.04611355010639784,-0.001375468331811902,-0.05130844271496926,0.01189797564162376
2024-06-30,0.0002550683627858,-0.055569655624331915,0.004737698471579677,-0.057763694019566714,-0.003415383110411341,-0.038423140737766204,0.0014922901342778,-0.055569655624331915,-0.03301168989894521,-0.03624910725102737,0.0266188741577551,-0.010917812308282038,0.06864958041354896,0.04611355010639784,-0.001375468331811902,-0.05130844271496926
2024-07-07,-0.0024695757373349,-0.04106698130951614,-0.004699543074108803,0.013369827020325076,0.021749971056229,0.026354582657457826,0.0002550683627858,-0.04106698130951614,-0.055569655624331915,-0.03301168989894521,-0.03624910725102737,0.0266188741577551,-0.010917812308282038,0.06864958041354896,0.04611355010639784,-0.001375468331811902
2024-07-14,0.0006238310994871,-0.014270347999925548,-0.00248836126654961,0.03872353549026197,0.017550381015372096,0.03512327989500008,-0.0024695757373349,-0.014270347999925548,-0.04106698130951614,-0.055569655624331915,-0.03301168989894521,-0.03624910725102737,0.0266188741577551,-0.010917812308282038,0.06864958041354896,0.04611355010639784
2024-07-21,0.0003341364029832,0.12651589818618447,0.001208610221062223,-0.06269489148238616,-0.017484960195156773,-0.04363962664502097,0.0006238310994871,0.12651589818618447,-0.014270347999925548,-0.04106698130951614,-0.055569655624331915,-0.03301168989894521,-0.03624910725102737,0.0266188741577551,-0.010917812308282038,0.06864958041354896
2024-07-28,0.002546982257458,0.017633574564083432,0.002928072720112418,-0.04382159682059594,-0.030195151173140644,-0.05955048633981619,0.0003341364029832,0.017633574564083432,0.12651589818618447,-0.014270347999925548,-0.04106698130951614,-0.055569655624331915,-0.03301168989894521,-0.03624910725102737,0.0266188741577551,-0.010917812308282038
2024-08-04,0.0021483515563459,-0.06877663740061735,-0.005908295109896322,-0.06502502175238334,-0.020613545278953538,-0.055936406760729085,0.002546982257458,-0.06877663740061735,0.017633574564083432,0.12651589818618447,-0.014270347999925548,-0.04106698130951614,-0.055569655624331915,-0.03301168989894521,-0.03624910725102737,0.0266188741577551
2024-08-11,0.0003600475255901,-0.08369012135061382,-0.005807357843899297,-0.06633504124506384,-0.046568109628964294,-0.07186415502536114,0.0021483515563459,-0.08369012135061382,-0.06877663740061735,0.017633574564083432,0.12651589818618447,-0.014270347999925548,-0.04106698130951614,-0.055569655624331915,-0.03301168989894521,-0.03624910725102737
2024-08-18,0.0003314146124717,0.006822322947773074,-0.0042698572661006295,0.1395540048334274,0.05000432192050219,0.0837427509975317,0.0003600475255901,0.006822322947773074,-0.08369012135061382,-0.06877663740061735,0.017633574564083432,0.12651589818618447,-0.014270347999925548,-0.04106698130951614,-0.055569655624331915,-0.03301168989894521
2024-08-25,0.0013690625067079,0.025173260755213533,-0.019889113606064157,0.07935849923526206,0.031178374856610347,0.04292883870957809,0.0003314146124717,0.025173260755213533,0.006822322947773074,-0.08369012135061382,-0.06877663740061735,0.017633574564083432,0.12651589818618447,-0.014270347999925548,-0.04106698130951614,-0.055569655624331915
2024-09-01,-0.0037445417812658,-0.035645311759228804,-0.005121441120382819,-0.03471300039077008,-0.009504514285264776,-0.021220984823294486,0.0013690625067079,-0.035645311759228804,0.025173260755213533,0.006822322947773074,-0.08369012135061382,-0.06877663740061735,0.017633574564083432,0.12651589818618447,-0.014270347999925548,-0.04106698130951614
2024-09-08,-0.0005201590059351,-0.05372722862003343,0.00478977117995516,-0.15152816509580358,-0.03718110636143024,-0.08177642568628762,-0.0037445417812658,-0.05372722862003343,-0.035645311759228804,0.025173260755213533,0.006822322947773074,-0.08369012135061382,-0.06877663740061735,0.017633574564083432,0.12651589818618447,-0.014270347999925548
2024-09-15,0.0008792655551979,0.039964580011851325,0.002828736717854774,0.07069755633853347,0.017508420411306957,0.024808325982050405,-0.0005201590059351,0.039964580011851325,-0.05372722862003343,-0.035645311759228804,0.025173260755213533,0.006822322947773074,-0.08369012135061382,-0.06877663740061735,0.017633574564083432,0.12651589818618447
2024-09-22,0.00222148312076,0.04889924326305106,-0.011389213910265816,0.018368027552598143,0.02515709933313026,0.027049470435658307,0.0008792655551979,0.04889924326305106,0.039964580011851325,-0.05372722862003343,-0.035645311759228804,0.025173260755213533,0.006822322947773074,-0.08369012135061382,-0.06877663740061735,0.017633574564083432
2024-09-29,-1.842393697321792e-05,0.039711579530024466,0.0025410075728213855,0.04447823886352342,0.018857105281634645,0.040675248279848475,0.00222148312076,0.039711579530024466,0.04889924326305106,0.039964580011851325,-0.05372722862003343,-0.035645311759228804,0.025173260755213533,0.006822322947773074,-0.08369012135061382,-0.06877663740061735
2024-10-06,-0.0011162359715805,-0.03579422645434249,-0.004600635627859617,-0.0016935178450294686,-0.004002491668213537,-0.005671446900249677,-1.842393697321792e-05,-0.03579422645434249,0.039711579530024466,0.04889924326305106,0.039964580011851325,-0.05372722862003343,-0.035645311759228804,0.025173260755213533,0.006822322947773074,-0.08369012135061382
2024-10-13,-0.0006649143910723,0.011633530812829918,0.01718461181296238,0.09132811631967108,0.010396602721504777,0.0302170091306877,-0.0011162359715805,0.011633530812829918,-0.03579422645434249,0.039711579530024466,0.04889924326305106,0.039964580011851325,-0.05372722862003343,-0.035645311759228804,0.025173260755213533,0.006822322947773074
2024-10-20,-0.0002683651559029,0.10345530316437035,0.01192267694034399,0.026022135442259398,0.011224911669140525,-0.010349391526229823,-0.0006649143910723,0.10345530316437035,0.011633530812829918,-0.03579422645434249,0.039711579530024466,0.04889924326305106,0.039964580011851325,-0.05372722862003343,-0.035645311759228804,0.025173260755213533
2024-10-27,-0.0004713226736937,0.005053515315026402,0.010651988578643135,0.041111526288730715,0.003049457896791452,-0.00900511833999218,-0.0002683651559029,0.005053515315026402,0.10345530316437035,0.011633530812829918,-0.03579422645434249,0.039711579530024466,0.04889924326305106,0.039964580011851325,-0.05372722862003343,-0.035645311759228804
2024-11-03,-0.0010088848228184,0.04324707214970758,0.004134060627691838,-0.028165693787588708,-0.0012303062794050135,-0.010526242140253217,-0.0004713226736937,0.04324707214970758,0.005053515315026402,0.10345530316437035,0.011633530812829918,-0.03579422645434249,0.039711579530024466,0.04889924326305106,0.039964580011851325,-0.05372722862003343
2024-11-10,0.000701760281986,0.06469879694772729,-0.0003432757184542723,0.040645800695961576,0.020572541594303217,0.008807777221619517,-0.0010088848228184,0.06469879694772729,0.04324707214970758,0.005053515315026402,0.10345530316437035,0.011633530812829918,-0.03579422645434249,0.039711579530024466,0.04889924326305106,0.039964580011851325
2024-11-17,-0.0001507335984274,0.1897681283424255,0.01471544326327301,0.014966053470847562,0.015386237598917774,-0.029803273180126766,0.000701760281986,0.1897681283424255,0.06469879694772729,0.04324707214970758,0.005053515315026402,0.10345530316437035,0.011633530812829918,-0.03579422645434249,0.039711579530024466,0.04889924326305106
2024-11-24,0.003882949400398,0.06774349830680038,-0.004436551743100203,-0.009581383801879895,-0.009153232943463152,-0.019827343791398278,-0.0001507335984274,0.06774349830680038,0.1897681283424255,0.06469879694772729,0.04324707214970758,0.005053515315026402,0.10345530316437035,0.011633530812829918,-0.03579422645434249,0.039711579530024466
2024-12-01,0.0015641566684912,-0.007131224532759717,0.00041028103825180295,-0.05468223745295919,0.009596677485500749,0.00029108792501375547,0.003882949400398,-0.007131224532759717,0.06774349830680038,0.1897681283424255,0.06469879694772729,0.04324707214970758,0.005053515315026402,0.10345530316437035,0.011633530812829918,-0.03579422645434249
2024-12-08,0.0004002235174707,0.04626727906981287,0.0067518681739908715,0.04057913845607075,0.026236526314411535,0.027344013271175527,0.0015641566684912,0.04626727906981287,-0.007131224532759717,0.06774349830680038,0.1897681283424255,0.06469879694772729,0.04324707214970758,0.005053515315026402,0.10345530316437035,0.011633530812829918
2024-12-15,0.0065614065279774,0.030756031373428527,0.016722189747956584,-0.03822052622006833,0.011242014353227248,-0.009138202097144443,0.0004002235174707,0.030756031373428527,0.04626727906981287,-0.007131224532759717,0.06774349830680038,0.1897681283424255,0.06469879694772729,0.04324707214970758,0.005053515315026402,0.10345530316437035
2024-12-22,0.0049101251975782,0.003815769959185644,0.006882769103171427,-0.041903279254742465,-0.006878879023163975,0.006993979358195901,0.0065614065279774,0.003815769959185644,0.030756031373428527,0.04626727906981287,-0.007131224532759717,0.06774349830680038,0.1897681283424255,0.06469879694772729,0.04324707214970758,0.005053515315026402
2024-12-29,0.0032848718252147,-0.026728262387823776,0.010364974510692626,0.05827325146475726,0.008229076004981906,0.019300702018968607,0.0049101251975782,-0.026728262387823776,0.003815769959185644,0.030756031373428527,0.04626727906981287,-0.007131224532759717,0.06774349830680038,0.1897681283424255,0.06469879694772729,0.04324707214970758
2025-01-05,0.0062235048634052,0.005027422534407577,0.012402964161635666,-0.004392298465386801,-0.023383815596019986,-0.019647716022399564,0.0032848718252147,0.005027422534407577,-0.026728262387823776,0.003815769959185644,0.030756031373428527,0.04626727906981287,-0.007131224532759717,0.06774349830680038,0.1897681283424255,0.06469879694772729
2025-01-12,0.0143923698487862,-0.00685802974784977,-0.009103293250919187,0.019442163248149846,0.0037348076542382813,0.02585292189926136,0.0062235048634052,-0.00685802974784977,0.005027422534407577,-0.026728262387823776,0.003815769959185644,0.030756031373428527,0.04626727906981287,-0.007131224532759717,0.06774349830680038,0.1897681283424255
2025-01-19,0.0031435754681973,0.04140241150239987,-0.0011156350561654094,-0.04952212313849724,-0.009074237420524156,-0.00817426219257733,0.0143923698487862,0.04140241150239987,-0.00685802974784977,0.005027422534407577,-0.026728262387823776,0.003815769959185644,0.030756031373428527,0.04626727906981287,-0.007131224532759717,0.06774349830680038
2025-01-26,0.0048167891131284,0.020320576823756653,-0.013148480422987774,0.07119297424165616,0.031691484397846637,0.05138982171152584,0.0031435754681973,0.020320576823756653,0.04140241150239987,-0.00685802974784977,0.005027422534407577,-0.026728262387823776,0.003815769959185644,0.030756031373428527,0.04626727906981287,-0.007131224532759717
2025-02-02,-0.0018015039676933,-0.011270472861252046,-0.0018343645045177936,-0.15956023472560066,-0.01721031382600735,-0.08967382260747492,0.0048167891131284,-0.011270472861252046,0.020320576823756653,0.04140241150239987,-0.00685802974784977,0.005027422534407577,-0.026728262387823776,0.003815769959185644,0.030756031373428527,0.04626727906981287
2025-02-09,0.0082839848071901,-0.04097464803802353,0.010862304986970273,0.004121936557324624,0.00037416878061158343,0.014865561766740143,-0.0018015039676933,-0.04097464803802353,-0.011270472861252046,0.020320576823756653,0.04140241150239987,-0.00685802974784977,0.005027422534407577,-0.026728262387823776,0.003815769959185644,0.030756031373428527
2025-02-16,0.0134440595695642,-0.009160732862667942,-0.0009050218242947494,0.08290479784961668,0.009400387378958541,0.01884737489665511,0.0082839848071901,-0.009160732862667942,-0.04097464803802353,-0.011270472861252046,0.020320576823756653,0.04140241150239987,-0.00685802974784977,0.005027422534407577,-0.026728262387823776,0.003815769959185644
2025-02-23,0.0062311388894191,-0.010904361514636918,-0.008283794250691479,0.02912644943241638,0.0050043088253826085,0.02637729129403965,0.0134440595695642,-0.010904361514636918,-0.009160732862667942,-0.04097464803802353,-0.011270472861252046,0.020320576823756653,0.04140241150239987,-0.00685802974784977,0.005027422534407577,-0.026728262387823776
2025-03-02,0.0049706103431083,-0.08984295126816022,-0.0012535229756380772,-0.08829603110572481,-0.04841998465069075,-0.07614077470804759,0.0062311388894191,-0.08984295126816022,-0.010904361514636918,-0.009160732862667942,-0.04097464803802353,-0.011270472861252046,0.020320576823756653,0.04140241150239987,-0.00685802974784977,0.005027422534407577
2025-03-09,0.002176969251147,-0.008816912803101928,0.01155678303997032,-0.10388991516937374,-0.035682319753369995,-0.056363349676168184,0.0049706103431083,-0.008816912803101928,-0.08984295126816022,-0.010904361514636918,-0.009160732862667942,-0.04097464803802353,-0.011270472861252046,0.020320576823756653,0.04140241150239987,-0.00685802974784977
2025-03-16,-0.0068990217167367,-0.04892388113333723,-0.0005197196980688545,-0.004113897589307136,-0.04293934793948928,-0.030313196635814776,0.002176969251147,-0.04892388113333723,-0.008816912803101928,-0.08984295126816022,-0.010904361514636918,-0.009160732862667942,-0.04097464803802353,-0.011270472861252046,0.020320576823756653,0.04140241150239987
2025-03-23,-0.0071704500308572,0.029895879502294775,-0.0009234198264440607,0.03558434840426017,0.01057375856399645,0.032513419356799744,-0.0068990217167367,0.029895879502294775,-0.04892388113333723,-0.008816912803101928,-0.08984295126816022,-0.010904361514636918,-0.009160732862667942,-0.04097464803802353,-0.011270472861252046,0.020320576823756653
2025-03-30,-0.0048270820339037,0.01644401308221788,0.009764543532495118,-0.02095660714773384,0.010483415463875545,-0.02169615629445154,-0.0071704500308572,0.01644401308221788,0.029895879502294775,-0.04892388113333723,-0.008816912803101928,-0.08984295126816022,-0.010904361514636918,-0.009160732862667942,-0.04097464803802353,-0.011270472861252046
2025-04-06,-0.0053854799725262,-0.035975109791728244,0.0009903847804366706,-0.09519738918775023,-0.05829872820052984,-0.10450094247547703,-0.0048270820339037,-0.035975109791728244,0.01644401308221788,0.029895879502294775,-0.04892388113333723,-0.008816912803101928,-0.08984295126816022,-0.010904361514636918,-0.009160732862667942,-0.04097464803802353
2025-04-13,-0.0024804948533599,-0.027489438120749554,-0.002423449802941846,0.002702091528521855,-0.04074355830827869,-0.049235342810428406,-0.0053854799725262,-0.027489438120749554,-0.035975109791728244,0.01644401308221788,0.029895879502294775,-0.04892388113333723,-0.008816912803101928,-0.08984295126816022,-0.010904361514636918,-0.009160732862667942
2025-04-20,-0.0054135252493549,0.019785421217896726,-0.029233177078082484,0.019085063906824296,0.021556372125729695,0.015446475537929771,-0.0024804948533599,0.019785421217896726,-0.027489438120749554,-0.035975109791728244,0.01644401308221788,0.029895879502294775,-0.04892388113333723,-0.008816912803101928,-0.08984295126816022,-0.010904361514636918
2025-04-27,-0.0022264476968281,0.10504094137701969,0.004858902590379799,-0.038700534318111934,0.007011743560783046,0.018378755485564113,-0.0054135252493549,0.10504094137701969,0.019785421217896726,-0.027489438120749554,-0.035975109791728244,0.01644401308221788,0.029895879502294775,-0.04892388113333723,-0.008816912803101928,-0.08984295126816022
2025-05-04,-0.0053462800946931,0.013767922909860175,0.0040587110487440015,0.06995799187228346,0.05339077537277248,0.06302079880609135,-0.0022264476968281,0.013767922909860175,0.10504094137701969,0.019785421217896726,-0.027489438120749554,-0.035975109791728244,0.01644401308221788,0.029895879502294775,-0.04892388113333723,-0.008816912803101928
2025-05-11,-0.0055194324887767,0.03365882838182088,-0.030375764606938915,0.04547429923710489,0.013244214195870185,0.029810019540226662,-0.0053462800946931,0.03365882838182088,0.013767922909860175,0.10504094137701969,0.019785421217896726,-0.027489438120749554,-0.035975109791728244,0.01644401308221788,0.029895879502294775,-0.04892388113333723
2025-05-18,-0.0059239799437151,0.04368889108850382,0.011804784508085753,0.12904973614643467,0.06574617208002387,0.11099492961838209,-0.0055194324887767,0.04368889108850382,0.03365882838182088,0.013767922909860175,0.10504094137701969,0.019785421217896726,-0.027489438120749554,-0.035975109791728244,0.01644401308221788,0.029895879502294775
2025-05-25,-0.0025309945292353,0.020361882501159556,-0.01388106552609436,0.011741107061668643,-0.00310239264338108,-0.018905844554927498,-0.0059239799437151,0.020361882501159556,0.04368889108850382,0.03365882838182088,0.013767922909860175,0.10504094137701969,0.019785421217896726,-0.027489438120749554,-0.035975109791728244,0.01644401308221788
2025-06-01,-0.0077171445600563,-0.01530109385194578,-0.01202140988255529,0.02214402696539164,0.008889458210907364,0.003128056509220656,-0.0025309945292353,-0.01530109385194578,0.020361882501159556,0.04368889108850382,0.03365882838182088,0.013767922909860175,0.10504094137701969,0.019785421217896726,-0.027489438120749554,-0.035975109791728244
2025-06-08,-0.0053133153242719,-0.026130942158161474,-5.8329534925682935e-05,0.031022702676780867,0.012374912943799998,0.02998870872723458,-0.0077171445600563,-0.026130942158161474,-0.01530109385194578,0.020361882501159556,0.04368889108850382,0.03365882838182088,0.013767922909860175,0.10504094137701969,0.019785421217896726,-0.027489438120749554
2025-06-15,-0.0038372718501978,0.023804477381620615,-0.008631500027163064,0.020048931386435598,0.010886484354665882,0.04307109119964636,-0.0053133153242719,0.023804477381620615,-0.026130942158161474,-0.01530109385194578,0.020361882501159556,0.04368889108850382,0.03365882838182088,0.013767922909860175,0.10504094137701969,0.019785421217896726
2025-06-22,-0.0059030993269302,-0.026315378846632598,0.008300382369511361,0.00878131939714688,-0.00225935960325252,0.008440056185426315,-0.0038372718501978,-0.026315378846632598,0.023804477381620615,-0.026130942158161474,-0.01530109385194578,0.020361882501159556,0.04368889108850382,0.03365882838182088,0.013767922909860175,0.10504094137701969
2025-06-29,,0.01996985409421015,-0.007921099540173948,0.04869939604516915,0.02208592450379321,0.03998918430048448,-0.0059030993269302,0.01996985409421015,-0.026315378846632598,0.023804477381620615,-0.026130942158161474,-0.01530109385194578,0.020361882501159556,0.04368889108850382,0.03365882838182088,0.013767922909860175
2025-07-06,,0.009755336598281872,-0.002272509775446352,0.03373972875270326,0.01985017419412216,0.022802863289967945,,0.009755336598281872,0.01996985409421015,-0.026315378846632598,0.023804477381620615,-0.026130942158161474,-0.01530109385194578,0.020361882501159556,0.04368889108850382,0.03365882838182088
2025-07-13,,0.0655528402704384,0.010747828131316695,0.03169596158494148,0.006854623221112632,0.012913036526336796,,0.0655528402704384,0.009755336598281872,0.01996985409421015,-0.026315378846632598,0.023804477381620615,-0.026130942158161474,-0.01530109385194578,0.020361882501159556,0.04368889108850382
2025-07-20,-0.0010773030291428,0.047209414415394946,0.010213507192548654,0.04979114216140612,0.011344123253376637,0.00985927114266083,,0.047209414415394946,0.0655528402704384,0.009755336598281872,0.01996985409421015,-0.026315378846632598,0.023804477381620615,-0.026130942158161474,-0.01530109385194578,0.020361882501159556
2025-07-27,-0.0061411295405854,-0.0054272587653976245,-0.0036586153878488403,0.005795574952753846,0.011719230329067187,-0.007947125451261527,-0.0010773030291428,-0.0054272587653976245,0.047209414415394946,0.0655528402704384,0.009755336598281872,0.01996985409421015,-0.026315378846632598,0.023804477381620615,-0.026130942158161474,-0.01530109385194578
2025-08-03,-0.0022407593890201,-0.017219894975294636,0.006665099541910635,0.03073049530741301,0.001161162811598615,0.003178889215462277,-0.0061411295405854,-0.017219894975294636,-0.0054272587653976245,0.047209414415394946,0.0655528402704384,0.009755336598281872,0.01996985409421015,-0.026315378846632598,0.023804477381620615,-0.026130942158161474
2025-08-10,-0.0044295719276501,0.0033958111333447505,-0.0020526921508841056,0.02023547639536094,0.006197869334345185,-0.012348419517534737,-0.0022407593890201,0.0033958111333447505,-0.017219894975294636,-0.0054272587653976245,0.047209414415394946,0.0655528402704384,0.009755336598281872,0.01996985409421015,-0.026315378846632598,0.023804477381620615
2025-08-17,0.0007526303883068,0.022744695735323006,-0.0003448179398874984,0.009003501555530313,0.021351310197241347,0.03472536862707898,-0.0044295719276501,0.022744695735323006,0.0033958111333447505,-0.017219894975294636,-0.0054272587653976245,0.047209414415394946,0.0655528402704384,0.009755336598281872,0.01996985409421015,-0.026315378846632598
2025-08-24,-0.0020857821606559,-0.036364343164351,0.005096447326584652,-0.02601039339307043,-0.01305706559040587,-0.021013340692920934,0.0007526303883068,-0.036364343164351,0.022744695735323006,0.0033958111333447505,-0.017219894975294636,-0.0054272587653976245,0.047209414415394946,0.0655528402704384,0.009755336598281872,0.01996985409421015
2025-08-31,-0.0038367970136984,-0.038492375794501044,-0.0028319956939633073,0.012894682549515757,0.009638487899330528,0.01655503431548233,-0.0020857821606559,-0.038492375794501044,-0.036364343164351,0.022744695735323006,0.0033958111333447505,-0.017219894975294636,-0.0054272587653976245,0.047209414415394946,0.0655528402704384,0.009755336598281872
2025-09-07,-0.0017175809401186,0.005072860036705151,0.002160484722675271,-0.05422674542931727,-0.0001406835495654235,-0.021910677516146393,-0.0038367970136984,0.005072860036705151,-0.038492375794501044,-0.036364343164351,0.022744695735323006,0.0033958111333447505,-0.017219894975294636,-0.0054272587653976245,0.047209414415394946,0.0655528402704384
2025-09-14,-0.00110595469092,0.03239089067781009,-0.0032901920026109366,0.024553506655138335,0.01856313130438103,0.044910750150592094,-0.0017175809401186,0.03239089067781009,0.005072860036705151,-0.038492375794501044,-0.036364343164351,0.022744695735323006,0.0033958111333447505,-0.017219894975294636,-0.0054272587653976245,0.047209414415394946
2025-09-21,-0.000590324582589,0.014146543364940811,-0.001940971385719692,0.00526399912296327,0.02072023521675881,0.037308795227435354,-0.00110595469092,0.014146543364940811,0.03239089067781009,0.005072860036705151,-0.038492375794501044,-0.036364343164351,0.022744695735323006,0.0033958111333447505,-0.017219894975294636,-0.0054272587653976245
2025-09-28,-0.0010218429999708,-0.03221200441078764,0.009807178022752439,0.02155401148739955,0.006074479305224756,0.026317992329278894,-0.000590324582589,-0.03221200441078764,0.014146543364940811,0.03239089067781009,0.005072860036705151,-0.038492375794501044,-0.036364343164351,0.022744695735323006,0.0033958111333447505,-0.017219894975294636
2025-10-05,-0.0026937063237255,0.07164416049512567,0.004094150804003327,0.04082714550192801,0.007978117220664771,0.02706290281674839,-0.0010218429999708,0.07164416049512567,-0.03221200441078764,0.014146543364940811,0.03239089067781009,0.005072860036705151,-0.038492375794501044,-0.036364343164351,0.022744695735323006,0.0033958111333447505
2025-10-12,-0.001363887671541,0.0055570409023602,0.007931030103360825,0.00339480431402972,0.0031783469203077175,0.033887661115606704,-0.0026937063237255,0.0055570409023602,0.07164416049512567,-0.03221200441078764,0.014146543364940811,0.03239089067781009,0.005072860036705151,-0.038492375794501044,-0.036364343164351,0.022744695735323006
2025-10-19,0.0052167453415838,-0.07552633037033374,0.006450561433511304,-0.024012641763416553,-0.007602768957596595,0.003875679325103576,-0.001363887671541,-0.07552633037033374,0.0055570409023602,0.07164416049512567,-0.03221200441078764,0.014146543364940811,0.03239089067781009,0.005072860036705151,-0.038492375794501044,-0.036364343164351
2025-10-26,-0.0009011122464342,0.01344253328656464,0.002258184250172768,-0.0006980495096158279,0.014920125428059094,0.01728453542875208,0.0052167453415838,0.01344253328656464,-0.07552633037033374,0.0055570409023602,0.07164416049512567,-0.03221200441078764,0.014146543364940811,0.03239089067781009,0.005072860036705151,-0.038492375794501044
2025-11-02,-0.0020940157829115,-0.0018117161674560123,0.0007717510017570817,0.09622372147958203,0.033388639910437945,0.05435098308722175,-0.0009011122464342,-0.0018117161674560123,0.01344253328656464,-0.07552633037033374,0.0055570409023602,0.07164416049512567,-0.03221200441078764,0.014146543364940811,0.03239089067781009,0.005072860036705151
2025-11-09,0.005944401116157,-0.05631154557690721,0.005806631823745079,-0.028497721490325034,-0.016953032603847618,-0.020503233634457274,-0.0020940157829115,-0.05631154557690721,-0.0018117161674560123,0.01344253328656464,-0.07552633037033374,0.0055570409023602,0.07164416049512567,-0.03221200441078764,0.014146543364940811,0.03239089067781009
