,gpu_ret,btc_krw_ret,time_regime,btc_vol_12w,btc_vol_regime
2025-12-14,0.0002847352655457,0.007172505503245219,late,0.048089387623513516,high_btc_vol
2025-12-21,0.0024898716504068,-0.03975618688825122,late,0.04837599954844664,high_btc_vol
2025-12-28,0.0033494612811788,-0.009011908100944765,late,0.03993738388291586,low_btc_vol
2026-01-04,0.0031989968482495,0.0073580432320490274,late,0.04005710035177244,low_btc_vol
2026-01-11,0.0060046933341073,0.03551686621325345,late,0.039570690657312786,low_btc_vol
2026-01-18,0.0274218601954075,0.04589626924962431,late,0.04257170978781162,low_btc_vol
2026-01-25,0.0491841258833126,-0.06681829549283691,late,0.04537400481711228,low_btc_vol
2026-02-01,0.0628049805376508,-0.07044837434100515,late,0.04667575112465788,high_btc_vol
2026-02-08,0.0127284614552869,-0.15380037680607117,late,0.061128054065490434,high_btc_vol
2026-02-15,0.0021888508499061,-0.04987563438043807,late,0.05637333308534308,high_btc_vol
2026-02-22,-0.003938242479267,-0.014467143332790755,late,0.055074764126803656,high_btc_vol
2026-03-01,0.0028014537616226,-0.027214234473454724,late,0.05416962907280896,high_btc_vol
2026-03-08,-0.0090287069479208,0.06685388300495276,late,0.06010270117961729,high_btc_vol
2026-03-15,-0.0072649938239163,0.03132333874492943,late,0.06177830807593247,high_btc_vol
2026-03-22,-0.0046155929939253,0.01434404647518761,late,0.062419410260994374,high_btc_vol
2026-03-29,-0.0078109861573642,-0.03161867359624182,late,0.06215746846881694,high_btc_vol
