,gpu_ret,btc_krw_ret,fx_ret,nvda_ret,resid,resid_sq,btc_abs,btc_sq
2025-06-22,-0.0059030993269302,-0.026315378846632598,0.008300382369511361,0.00878131939714688,-0.0031737941562593177,1.0072969346305795e-05,0.026315378846632598,0.0006924991638417984
2025-07-27,-0.0061411295405854,-0.0054272587653976245,-0.0036586153878488403,0.005795574952753846,-0.007276180043889717,5.294279603109896e-05,0.0054272587653976245,2.9455137706585347e-05
2025-08-03,-0.0022407593890201,-0.017219894975294636,0.006665099541910635,0.03073049530741301,0.0009535409402653657,9.092403247621577e-07,0.017219894975294636,0.0002965247829601775
2025-08-10,-0.0044295719276501,0.0033958111333447505,-0.0020526921508841056,0.02023547639536094,-0.0013800214627934008,1.9044592377704376e-06,0.0033958111333447505,1.153153325334816e-05
2025-08-17,0.0007526303883068,0.022744695735323006,-0.0003448179398874984,0.009003501555530313,0.003697837190087564,1.3673999884394692e-05,0.022744695735323006,0.0005173211840924205
2025-08-24,-0.0020857821606559,-0.036364343164351,0.005096447326584652,-0.02601039339307043,-0.0020350527166919656,4.14143955971535e-06,0.036364343164351,0.0013223654537746813
2025-08-31,-0.0038367970136984,-0.038492375794501044,-0.0028319956939633073,0.012894682549515757,-0.0035464911831610295,1.2577599712238918e-05,0.038492375794501044,0.0014816629943050898
2025-09-07,-0.0017175809401186,0.005072860036705151,0.002160484722675271,-0.05422674542931727,0.0027395911948401488,7.505359914845674e-06,0.005072860036705151,2.573390895200019e-05
2025-09-14,-0.00110595469092,0.03239089067781009,-0.0032901920026109366,0.024553506655138335,-0.0006653447768506582,4.426836720824522e-07,0.03239089067781009,0.0010491697989018446
2025-09-21,-0.000590324582589,0.014146543364940811,-0.001940971385719692,0.00526399912296327,-0.0008212749170629587,6.744924893967696e-07,0.014146543364940811,0.0002001246891761509
2025-09-28,-0.0010218429999708,-0.03221200441078764,0.009807178022752439,0.02155401148739955,-0.0008185739230604347,6.700632675145505e-07,0.03221200441078764,0.0010376132281606026
2025-10-05,-0.0026937063237255,0.07164416049512567,0.004094150804003327,0.04082714550192801,-0.002743306061155573,7.525728145172904e-06,0.07164416049512567,0.0051328857330513265
2025-10-12,-0.001363887671541,0.0055570409023602,0.007931030103360825,0.00339480431402972,0.0008815613333470389,7.77150384452609e-07,0.0055570409023602,3.088070359050426e-05
2025-10-19,0.0052167453415838,-0.07552633037033374,0.006450561433511304,-0.024012641763416553,0.004991708958417077,2.4917158325541295e-05,0.07552633037033374,0.005704226579208796
2025-10-26,-0.0009011122464342,0.01344253328656464,0.002258184250172768,-0.0006980495096158279,-0.001347545239829704,1.8158781733876944e-06,0.01344253328656464,0.00018070170116039834
2025-11-02,-0.0020940157829115,-0.0018117161674560123,0.0007717510017570817,0.09622372147958203,-0.001747778005228381,3.054727955560099e-06,0.0018117161674560123,3.2823154714215016e-06
2025-11-09,0.005944401116157,-0.05631154557690721,0.005806631823745079,-0.028497721490325034,0.004867969649836698,2.3697128511731225e-05,0.05631154557690721,0.0031709901652600975
2025-11-16,0.0044040546796509,-0.0345212217962505,0.016992715545093517,-0.013977599784019468,0.005037767289161734,2.5379099259747965e-05,0.0345212217962505,0.0011917147543059206
2025-11-23,-0.0003148857700413,-0.1071778177182594,-0.0003540580193082121,-0.05219371677888063,-0.002298623400611089,5.283669537836887e-06,0.1071778177182594,0.01148708461084844
2025-11-30,0.0003457568154412,0.017151178475110385,0.004842121069355443,-0.0186557484841936,0.0009485095762550709,8.996704162475743e-07,0.017151178475110385,0.0002941629230850898
2025-12-07,0.0003569740756914,0.006434801178176741,0.00014758279452209422,0.010844109728640916,0.004727981182630083,2.235380606330416e-05,0.006434801178176741,4.1406666202664774e-05
2025-12-14,0.0002847352655457,0.007172505503245219,0.0010333956223185226,0.003678665611627885,-0.0022641459482721014,5.126356875076973e-06,0.007172505503245219,5.144483519408295e-05
2025-12-21,0.0024898716504068,-0.03975618688825122,0.0016783383894543036,-0.033662836899218895,0.0021687488220953435,4.70347145333994e-06,0.03975618688825122,0.0015805543958935582
2025-12-28,0.0033494612811788,-0.009011908100944765,-0.0021876193193568483,0.06600879353140776,0.001615396893642596,2.6095071239901483e-06,0.009011908100944765,8.12144876198739e-05
2026-01-04,0.0031989968482495,0.0073580432320490274,-0.020277702095087058,-0.0011525414680413348,-0.0004223503870621464,1.7837984945154487e-07,0.0073580432320490274,5.4140800204702495e-05
2026-01-11,0.0060046933341073,0.03551686621325345,0.0041924468296690165,-0.0048528044879070364,0.006643931249862554,4.41418224529002e-05,0.03551686621325345,0.0012614477856101446
2026-01-18,0.0274218601954075,0.04589626924962431,0.013421705319845323,-0.0077211092316860075,0.02346575079870623,0.0005506414605469821,0.04589626924962431,0.00210646753103401
2026-01-25,0.0491841258833126,-0.06681829549283691,0.0032799002192831495,-0.010776660233146274,0.026569516118124595,0.0007059391867512827,0.06681829549283691,0.004464684612568069
2026-02-01,0.0628049805376508,-0.07044837434100515,-0.023775853247442136,0.03521732555064094,0.02196265910058972,0.0004823583947687164,0.07044837434100515,0.004962973447290393
2026-02-08,0.0127284614552869,-0.15380037680607117,0.014171440609096031,-0.057512852979625606,-0.029086091397210467,0.0008460007127668807,0.15380037680607117,0.023654555905689476
2026-02-15,0.0021888508499061,-0.04987563438043807,-0.00239867503746094,0.04501251490968805,-0.004729360565865676,2.2366851361965303e-05,0.04987563438043807,0.002487578904851136
2026-02-22,-0.003938242479267,-0.014467143332790755,-0.007412875616260806,1.545434299554671e-05,-0.0010737532389568753,1.1529460181703805e-06,0.014467143332790755,0.000209298236211512
2026-03-01,0.0028014537616226,-0.027214234473454724,-0.0031687838167311355,0.003353649986849838,0.00487259157505229,2.374214865727056e-05,0.027214234473454724,0.0007406145579761715
2026-03-08,-0.0090287069479208,0.06685388300495276,0.017769639523741887,-0.03764370190126609,-0.010926695859546242,0.00011939268240702498,0.06685388300495276,0.004469441672839912
2026-03-15,-0.0072649938239163,0.03132333874492943,0.007270709078734505,0.011131105269943653,1.8180706765875444e-05,3.3053809850674915e-10,0.03132333874492943,0.0009811515501295972
2026-03-22,-0.0046155929939253,0.01434404647518761,0.013954570936718369,-0.022222427920111976,-0.001682556541572999,2.8309965155900913e-06,0.01434404647518761,0.00020575166928234211
2026-03-29,-0.0078109861573642,-0.03161867359624182,0.0034198655361867836,-0.03236736854397737,-0.00014189969402949188,2.0135523165663414e-08,0.03161867359624182,0.0009997405199856796
