,gpu_index,log_btc_krw,log_usdkrw,log_nvda,log_gpu_index
2024-10-27,100.68942773673332,18.348076076994698,7.226322819052337,4.953684109820701,4.612040806494284
2024-11-03,100.58789492733877,18.391323149144405,7.230456879680029,4.925518416033112,4.611031921671466
2024-11-10,100.65850829077635,18.456021946092132,7.230113603961574,4.9661642383763835,4.611733681953451
2024-11-17,100.64333681506363,18.645790074434558,7.244829047224847,4.981130249113151,4.611582948355024
2024-11-24,101.0348894970668,18.71353357274136,7.240392495481747,4.971548821599766,4.615465897755422
2024-12-01,101.19304755296722,18.7064023482086,7.240802776519999,4.916866620747873,4.617030054423913
2024-12-08,101.23355549597746,18.75266962727841,7.24755464469399,4.957445786413374,4.617430277941384
2024-12-15,101.89997393812888,18.78342565865184,7.264276834441946,4.919225195047582,4.623991684469361
2024-12-22,102.40154595077055,18.787241428611026,7.271159603545118,4.877321959120135,4.62890180966694
2024-12-29,102.73847498530296,18.760513166223202,7.28152457805581,4.9355952340287,4.632186681492155
2025-01-05,103.37986215192493,18.76554058875761,7.293927542217446,4.931202934925713,4.638410186355561
2025-01-12,104.87850198332316,18.75868255900976,7.284824248966527,4.950645072643003,4.652802556204347
2025-01-19,105.20871422091236,18.80008497051216,7.2837086139103615,4.901122998204445,4.655946131672544
2025-01-26,105.71670486991516,18.820405547335916,7.270560133487374,4.972315922520975,4.660762920785673
2025-02-02,105.52642725104408,18.809135074474664,7.268725768982856,4.812755714551421,4.658961416817979
2025-02-09,106.40423743433207,18.76816042643664,7.279588073969826,4.816877591645757,4.667245401625169
2025-02-16,107.844401474895,18.758999693573973,7.2786830521455315,4.899782426972352,4.680689461194733
2025-02-23,108.51849291654716,18.748095332059336,7.27039925789484,4.928908953033652,4.686920600084153
2025-03-02,109.05923886521047,18.658252380791176,7.269145734919202,4.840612892042846,4.691891210427261
2025-03-09,109.29691608891083,18.649435467988074,7.280702517959172,4.736722991832797,4.694068179678409
2025-03-16,108.54546939528728,18.600511586854736,7.280182798261103,4.732609040258483,4.687169157961672
2025-03-23,107.76993332510057,18.63040746635703,7.279259378434659,4.768193416152833,4.679998707930815
2025-03-30,107.25097255693171,18.64685147943925,7.289023921967154,4.747236768169418,4.675171625896911
2025-04-06,106.67492712503288,18.61087636964752,7.290014306747591,4.652039435443668,4.669786145924385
2025-04-13,106.4106484238015,18.58338693152677,7.287590856944649,4.654741525231657,4.6673056510710245
2025-04-20,105.83614813071722,18.603172352744668,7.258357679866567,4.673826560464994,4.6618921258216695
2025-04-27,105.60077160646205,18.708213294121688,7.263216582456947,4.635125997938379,4.659665678124841
2025-05-04,105.03770679549288,18.721981217031548,7.267275293505691,4.705084033621625,4.6543193980301485
2025-05-11,104.45955526596676,18.75564004541337,7.236899528898752,4.750558305818123,4.648799965541372
2025-05-18,103.84256826929236,18.799328936501873,7.248704313406837,4.879608077607655,4.642875985597656
2025-05-25,103.58007562095534,18.819690819003032,7.234823247880743,4.891349184745138,4.640344991068421
2025-06-01,102.7838096055742,18.804389725151086,7.222801837998188,4.913493188995266,4.632627846508365
2025-06-08,102.23913510998796,18.778258782992925,7.222743508463262,4.944515891672047,4.627314531184092
2025-06-15,101.84756751097912,18.802063260374545,7.214112008436099,4.96456484455785,4.623477259333895
2025-06-22,101.24812223696956,18.775747881527913,7.22241239080561,4.97334614245563,4.617574160006965
2025-07-13,100.6933335587024,18.871025912490843,7.222966609621307,5.087481228838444,4.612079596527199
2025-07-20,100.58491473589396,18.918235326906238,7.233180116813855,5.13727237099985,4.611002293498056
2025-07-27,99.96910257117688,18.91280806814084,7.229521501426007,5.143067945952604,4.60486116395747
2025-08-03,99.74534665119111,18.895588173165546,7.236186600967917,5.173798441260017,4.60262040456845
2025-08-10,99.30449457756964,18.89898398429889,7.234133908817033,5.194033900948947,4.5981908326408
2025-08-17,99.37926229058122,18.921728680034214,7.233789090877146,5.203037419210908,4.598943463029107
2025-08-24,99.1721948220427,18.885364336869863,7.23888553820373,5.1770270425876035,4.5968576808684505
2025-08-31,98.79242026593762,18.84687196107536,7.236053542509767,5.189921691559728,4.593020883854752
2025-09-07,98.62288192744944,18.851944821112067,7.238214027232442,5.135694962938036,4.591303302914634
2025-09-14,98.51386978090852,18.884335711789877,7.234923835229831,5.160248469593174,4.590197348223714
2025-09-21,98.45573178368367,18.898482255154818,7.232982863844112,5.165512451545433,4.589607023641125
2025-09-28,98.35517686777165,18.86627025074403,7.242790041866864,5.187066480203537,4.588585180641154
2025-10-05,98.09059342090973,18.937914411239156,7.246884192670867,5.227893609438048,4.585891474317428
2025-10-12,97.9569000619354,18.943471452141516,7.254815222774228,5.231288430019495,4.584527586645887
2025-10-19,98.4692515055673,18.867945121771182,7.2612657842077395,5.207275788256078,4.589744331987471
2025-10-26,98.38055962381031,18.881387655057747,7.263523968457912,5.2065777387464625,4.588843219741037
2025-11-02,98.17476472331045,18.87957593889029,7.264295719459669,5.3028014602260445,4.586749203958125
2025-11-09,98.76009289343337,18.823264393313384,7.270102351283414,5.2743037387357194,4.592693605074282
2025-11-16,99.19599691071204,18.788743171517133,7.287095066828508,5.260326155000987,4.597097659753933
2025-11-23,99.1647664201164,18.681565353798874,7.2867410088092,5.208132405809465,4.596782773983891
2025-11-30,99.19905924210462,18.698716532273984,7.291583129878555,5.189476673688626,4.597128530799333
2025-12-07,99.23447705583158,18.70515133345216,7.291730712673077,5.200320783417267,4.597485504875024
2025-12-14,99.26273663406567,18.712323838955406,7.292764108295396,5.2039994490288946,4.59777024014057
2025-12-21,99.51019605120344,18.672567652067155,7.29444244668485,5.170336612129676,4.600260111790977
2025-12-28,99.8440604207166,18.66355574396621,7.292254827365493,5.236345405661083,4.603609573072156
2026-01-04,100.16397268165552,18.67091378719826,7.271977125270406,5.235192864193042,4.606808569920405
2026-01-11,100.76723601376796,18.706430653411513,7.276169572100075,5.230340059705135,4.6128132632545125
2026-01-18,103.56869614985187,18.752326922661137,7.2895912774199205,5.222618950473449,4.64023512344992
2026-01-25,108.78998160363882,18.6855086271683,7.292871177639204,5.211842290240303,4.689419249333232
2026-02-01,115.84165666673218,18.615060252827295,7.2690953243917615,5.247059615790944,4.752224229870883
2026-02-08,117.3255666395488,18.461259876021224,7.283266765000858,5.189546762811318,4.764952691326171
2026-02-15,117.5826560683665,18.411384241640786,7.280868089963397,5.234559277721006,4.767141542176077
2026-02-22,117.1204977006011,18.396917098307995,7.273455214347136,5.234574732064002,4.7632032996968094
2026-03-01,117.44906537813851,18.36970286383454,7.270286430530405,5.2379283820508515,4.766004753458432
2026-03-08,116.39342489092516,18.436556746839493,7.288056070054147,5.2002846801495854,4.756976046510512
2026-03-15,115.55089158333476,18.467880085584422,7.295326779132881,5.211415785419529,4.749711052686595
2026-03-22,115.01878463690136,18.48222413205961,7.3092813500695994,5.189193357499417,4.74509545969267
2026-03-29,114.12387411908088,18.450605458463368,7.312701215605786,5.15682598895544,4.737284473535306
