variable,VIF
btc_krw_ret_l2,1.4328211121874488
btc_krw_ret_l4,1.4320779859676576
btc_krw_ret_l0,1.4114802628873704
btc_krw_ret_l1,1.3894569218657
btc_krw_ret_l3,1.387789754328165
btc_krw_ret_l5,1.2805666519819094
btc_krw_ret_l7,1.2770549481995987
btc_krw_ret_l6,1.259148918954476
gpu_ret_l1,1.2414196698555982
nvda_ret,1.240813536223176
btc_krw_ret_l8,1.222460176249733
fx_ret,1.0869908320935826
