,gpu_index,log_btc_krw,log_usdkrw,log_nvda,log_gpu_index,ec_term,d_log_gpu,d_log_btc,d_log_usdkrw,d_log_nvda,ec_l1,d_log_btc_l0,d_log_btc_l1,d_log_btc_l2,d_log_btc_l3,d_log_btc_l4,d_log_btc_l5,d_log_btc_l6,d_log_btc_l7,d_log_btc_l8
2025-04-27,105.60077160646205,18.708213294121688,7.263216582456947,4.635125997938379,4.659665678124841,0.028771030549458843,-0.0022264476968283375,0.10504094137701969,0.004858902590379799,-0.038700562526614135,0.02940703781587395,0.10504094137701969,0.019785421217896726,-0.027489438120749554,-0.035975109791728244,0.01644401308221788,0.029895879502294775,-0.04892388113333723,-0.008816912803101928,-0.08984295126816022
2025-05-04,105.03770679549288,18.721981217031548,7.267275293505691,4.705084033621625,4.6543193980301485,0.023633212612012677,-0.005346280094692624,0.013767922909860175,0.0040587110487440015,0.06995803568324543,0.028771030549458843,0.013767922909860175,0.10504094137701969,0.019785421217896726,-0.027489438120749554,-0.035975109791728244,0.01644401308221788,0.029895879502294775,-0.04892388113333723,-0.008816912803101928
2025-05-11,104.45955526596676,18.75564004541337,7.236899528898752,4.750558305818123,4.648799965541372,0.018623413422376167,-0.005519432488776843,0.03365882838182088,-0.030375764606938915,0.0454742721964978,0.023633212612012677,0.03365882838182088,0.013767922909860175,0.10504094137701969,0.019785421217896726,-0.027489438120749554,-0.035975109791728244,0.01644401308221788,0.029895879502294775,-0.04892388113333723
2025-05-18,103.84256826929236,18.799328936501873,7.248704313406837,4.879608077607655,4.642875985597656,0.013360933440829115,-0.005923979943715629,0.04368889108850382,0.011804784508085753,0.12904977178953203,0.018623413422376167,0.04368889108850382,0.03365882838182088,0.013767922909860175,0.10504094137701969,0.019785421217896726,-0.027489438120749554,-0.035975109791728244,0.01644401308221788,0.029895879502294775
2025-05-25,103.58007562095534,18.819690819003032,7.234823247880743,4.891349184745138,4.640344991068421,0.011138241186350761,-0.002530994529235109,0.020361882501159556,-0.01388106552609436,0.011741107137483553,0.013360933440829115,0.020361882501159556,0.04368889108850382,0.03365882838182088,0.013767922909860175,0.10504094137701969,0.019785421217896726,-0.027489438120749554,-0.035975109791728244,0.01644401308221788
2025-06-01,102.7838096055742,18.804389725151086,7.222801837998188,4.913493188995266,4.632627846508365,0.003189420501037432,-0.0077171445600559,-0.01530109385194578,-0.01202140988255529,0.02214400425012819,0.011138241186350761,-0.01530109385194578,0.020361882501159556,0.04368889108850382,0.03365882838182088,0.013767922909860175,0.10504094137701969,0.019785421217896726,-0.027489438120749554,-0.035975109791728244
2025-06-08,102.23913510998796,18.778258782992925,7.222743508463262,4.944515891672047,4.627314531184092,-0.002519547283584167,-0.005313315324272594,-0.026130942158161474,-5.8329534925682935e-05,0.031022702676780867,0.003189420501037432,-0.026130942158161474,-0.01530109385194578,0.020361882501159556,0.04368889108850382,0.03365882838182088,0.013767922909860175,0.10504094137701969,0.019785421217896726,-0.027489438120749554
2025-06-15,101.84756751097912,18.802063260374545,7.214112008436099,4.96456484455785,4.623477259333895,-0.0059963920207311006,-0.0038372718501973324,0.023804477381620615,-0.008631500027163064,0.02004895288580233,-0.002519547283584167,0.023804477381620615,-0.026130942158161474,-0.01530109385194578,0.020361882501159556,0.04368889108850382,0.03365882838182088,0.013767922909860175,0.10504094137701969,0.019785421217896726
2025-06-22,101.24812223696956,18.775747881527913,7.22241239080561,4.97334614245563,4.617574160006965,-0.012297936391189701,-0.005903099326929784,-0.026315378846632598,0.008300382369511361,0.00878129789778015,-0.0059963920207311006,-0.026315378846632598,0.023804477381620615,-0.026130942158161474,-0.01530109385194578,0.020361882501159556,0.04368889108850382,0.03365882838182088,0.013767922909860175,0.10504094137701969
2025-07-13,100.6933335587024,18.871025912490843,7.222966609621307,5.087481228838444,4.612079596527199,-0.01634988111119462,-0.005494563479766512,0.09527803096293042,0.0005542188156963945,0.11413508638281389,-0.012297936391189701,0.09527803096293042,-0.026315378846632598,0.023804477381620615,-0.026130942158161474,-0.01530109385194578,0.020361882501159556,0.04368889108850382,0.03365882838182088,0.013767922909860175
2025-07-20,100.58491473589396,18.918235326906238,7.233180116813855,5.13727237099985,4.611002293498056,-0.016712379413741374,-0.0010773030291426622,0.047209414415394946,0.010213507192548654,0.04979114216140612,-0.01634988111119462,0.047209414415394946,0.09527803096293042,-0.026315378846632598,0.023804477381620615,-0.026130942158161474,-0.01530109385194578,0.020361882501159556,0.04368889108850382,0.03365882838182088
2025-07-27,99.96910257117688,18.91280806814084,7.229521501426007,5.143067945952604,4.60486116395747,-0.022935683882061575,-0.006141129540585766,-0.0054272587653976245,-0.0036586153878488403,0.005795574952753846,-0.016712379413741374,-0.0054272587653976245,0.047209414415394946,0.09527803096293042,-0.026315378846632598,0.023804477381620615,-0.026130942158161474,-0.01530109385194578,0.020361882501159556,0.04368889108850382
