Id,Name,ram_model,memory_gen,memory_speed,cl_value,capacity,capacity_gb,2025-06-01,2025-06-02,2025-06-03,2025-06-04,2025-06-05,2025-06-06,2025-06-07,2025-06-08,2025-06-09,2025-06-10,2025-06-11,2025-06-12,2025-06-13,2025-06-14,2025-06-15,2025-06-16,2025-06-17,2025-06-18,2025-06-19,2025-06-20,2025-06-21,2025-06-22,2025-06-23,2025-06-24,2025-06-25,2025-06-26,2025-06-27,2025-06-28,2025-06-29,2025-06-30
21593129,ADATA DDR4-3200 CL16 GAMMIX D35 블랙 패키지,ADATA GAMMIX D35 블랙 패키지,DDR4,3200,CL16,16GB(8GX2),16,71960,71960,71960,71960,71960,71960,71960,71960,71960,71960,71960,71960,71960,71960,71960,71960,71960,71960,71960,71960,71960,71960,71960,71960,0,0,0,0,0,0
20754074,ADATA DDR4-3200 CL16 SPECTRIX D35G RGB 화이트 패키지,ADATA SPECTRIX D35G RGB 화이트 패키지,DDR4,3200,CL16,32GB(16GX2),32,119670,119660,119530,119520,119520,119510,119510,119500,0,0,0,0,0,0,0,0,119460,126000,126000,122230,125980,125980,125970,125980,0,0,0,0,0,0
20754074,ADATA DDR4-3200 CL16 SPECTRIX D35G RGB 화이트 패키지,ADATA SPECTRIX D35G RGB 화이트 패키지,DDR4,3200,CL16,16GB(8GX2),16,74020,74620,74940,74940,75180,75180,75180,75180,0,0,0,0,0,0,0,0,77500,77500,77500,75190,75180,75180,75180,75180,0,0,0,0,0,0
20754092,ADATA DDR4-3200 CL16 SPECTRIX D35G RGB 화이트 패키지,ADATA SPECTRIX D35G RGB 화이트 패키지,DDR4,3200,CL16,32GB(16GX2),32,0,0,0,0,0,0,0,0,119500,119490,119490,119480,119480,119470,119470,119460,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20754092,ADATA DDR4-3200 CL16 SPECTRIX D35G RGB 화이트 패키지,ADATA SPECTRIX D35G RGB 화이트 패키지,DDR4,3200,CL16,16GB(8GX2),16,0,0,0,0,0,0,0,0,75180,75180,75180,75180,75180,75180,75180,75180,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13287515,ADATA DDR4-3200 CL16 SPECTRIX D50 RGB 패키지,ADATA SPECTRIX D50 RGB 패키지,DDR4,3200,CL16,32GB(16GX2),32,147000,147000,147000,147000,147000,147000,147000,147000,147000,147000,147000,147000,147000,147000,147000,147000,147000,147000,147000,147000,147000,147000,147000,147000,0,0,0,0,0,0
12091751,ADATA DDR4-3200 CL22 코잇,ADATA 코잇,DDR4,3200,CL22,32GB,32,90980,90980,90980,90980,90980,90980,90980,90980,90335,90335,90335,90335,90335,90335,90335,91000,91000,91000,91000,91000,91000,91000,91000,91000,0,0,0,0,0,0
12091751,ADATA DDR4-3200 CL22 코잇,ADATA 코잇,DDR4,3200,CL22,16GB,16,43000,43000,43000,43000,43000,43000,43000,43000,43000,43000,43000,43000,43000,43000,43000,43000,43000,43000,43000,43000,43000,43000,43000,43000,0,0,0,0,0,0
12091751,ADATA DDR4-3200 CL22 코잇,ADATA 코잇,DDR4,3200,CL22,8GB,8,76300,76300,76300,76300,76300,76300,76300,76300,76300,76300,76300,76300,76300,76300,76300,76300,76300,76300,76300,76300,76300,76300,76300,76300,0,0,0,0,0,0
21592844,ADATA DDR4-3600 CL18 GAMMIX D35 블랙 패키지,ADATA GAMMIX D35 블랙 패키지,DDR4,3600,CL18,16GB(8GX2),16,74620,74620,74620,74620,74620,74620,74620,74620,74620,74620,74620,74620,74620,74620,74620,74620,74620,74620,74620,74620,74620,74620,74620,74620,0,0,0,0,0,0
