Id,Name,ram_model,memory_gen,memory_speed,cl_value,capacity,capacity_gb,2026-03-01,2026-03-02,2026-03-03,2026-03-04,2026-03-05,2026-03-06,2026-03-07,2026-03-08,2026-03-09,2026-03-10,2026-03-11,2026-03-12,2026-03-13,2026-03-14,2026-03-15,2026-03-16,2026-03-17,2026-03-18,2026-03-19,2026-03-20,2026-03-21,2026-03-22,2026-03-23,2026-03-24,2026-03-25,2026-03-26,2026-03-27,2026-03-28,2026-03-29,2026-03-30,2026-03-31
17020214,ADATA DDR4-3200 CL22 중고,ADATA 중고,DDR4,3200,CL22,16GB,16,0,0,0,197000,197000,197000,197000,197000,197000,197000,197000,197000,197000,197000,197000,197000,197000,197000,197000,197000,197000,197000,197000,197000,197000,197000,197000,197000,197000,197000,197000
94450319,ADATA DDR4-3200 CL22 파인인포,ADATA 파인인포,DDR4,3200,CL22,32GB,32,426640,426400,426040,425780,425540,425200,425080,424920,424900,424880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94450319,ADATA DDR4-3200 CL22 파인인포,ADATA 파인인포,DDR4,3200,CL22,16GB,16,204330,204330,204330,204330,204330,204330,204330,204330,204330,204330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94450319,ADATA DDR4-3200 CL22 파인인포,ADATA 파인인포,DDR4,3200,CL22,8GB,8,102090,102090,102090,102090,102090,102090,102090,102090,102090,102090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100387547,ADATA DDR4-3200 CL22 파인인포,ADATA 파인인포,DDR4,3200,CL22,32GB,32,0,0,0,0,0,0,0,0,0,0,424860,424840,424800,424000,424000,423990,424000,423990,423990,423990,419270,419250,398130,417360,417350,417320,417240,417200,417170,417000,416640
100387547,ADATA DDR4-3200 CL22 파인인포,ADATA 파인인포,DDR4,3200,CL22,16GB,16,0,0,0,0,0,0,0,0,0,0,204330,204330,204330,204330,204330,204330,204340,204330,204330,204330,194700,194700,154010,204330,204330,204330,204330,204330,204330,204310,204310
100387547,ADATA DDR4-3200 CL22 파인인포,ADATA 파인인포,DDR4,3200,CL22,8GB,8,0,0,0,0,0,0,0,0,0,0,102090,102090,102090,102090,102090,102090,102120,102110,102110,102110,95490,95490,102110,102110,102110,102110,102110,102110,102110,102090,102090
15598841,ADATA DDR5-5200 CL38 LANCER 블랙 패키지,ADATA LANCER 블랙 패키지,DDR5,5200,CL38,32GB(16GX2),32,781190,788170,788140,788070,788010,787950,787910,787880,787810,787770,787710,787670,787550,787430,787350,787320,787250,787220,787130,787110,787050,787030,786960,772280,772280,780490,780490,780490,780490,780490,795620
104374652,ADATA DDR5-5600 CL46 ARMAX 서린,ADATA ARMAX 서린,DDR5,5600,CL46,16GB,16,340200,340200,340200,340200,340200,340200,340200,340190,340200,340200,340200,340200,340200,340000,340000,340000,340000,340000,340000,340000,339990,339990,331700,340000,340000,340000,340000,340000,340000,340000,340000
103415363,ADATA DDR5-5600 CL46 ARMAX 파인인포,ADATA ARMAX 파인인포,DDR5,5600,CL46,16GB,16,332280,332280,332280,332280,332280,332280,332280,332280,332280,332280,332280,332280,332280,332280,332280,332280,332290,332280,332280,332280,332280,332280,325270,332280,320780,320770,320770,320770,320770,320750,320770
76071389,ADATA DDR5-5600 CL46 ECC/REG,ADATA ECC/REG,DDR5,5600,CL46,32GB,32,1519470,1519470,1519470,1519470,1519470,1519470,1519450,1519430,1519390,1519390,1519390,1517990,1517990,1517990,1517990,1517990,1517990,1517970,1516970,1516950,1516910,1516890,1516870,1516850,1516830,1511020,1511000,1510980,1510960,1510940,1510920
105818030,ADATA DDR5-5600 CL46 ECC/REG 파인인포,ADATA ECC/REG 파인인포,DDR5,5600,CL46,16GB,16,739920,739920,739920,739920,739920,739920,739920,739920,739920,739920,739920,739920,739920,739920,739920,739920,739930,739920,739930,739920,739920,739920,739920,739920,0,0,0,0,0,0,0
105818030,ADATA DDR5-5600 CL46 ECC/REG 파인인포,ADATA ECC/REG 파인인포,DDR5,5600,CL46,32GB,32,1608740,1608740,1608740,1608740,1608740,1608740,1608740,1608740,1608740,1608740,1449360,1449350,1449350,1449350,1449350,1449350,1449360,1449350,1449350,1449350,1449350,1449350,1449350,1449350,0,0,0,0,0,0,0
