Id,Name,ram_model,memory_gen,memory_speed,cl_value,capacity,capacity_gb,2025-04-01,2025-04-02,2025-04-03,2025-04-04,2025-04-05,2025-04-06,2025-04-07,2025-04-08,2025-04-09,2025-04-10,2025-04-11,2025-04-12,2025-04-13,2025-04-14,2025-04-15,2025-04-16,2025-04-17,2025-04-18,2025-04-19,2025-04-20,2025-04-21,2025-04-22,2025-04-23,2025-04-24,2025-04-25,2025-04-26,2025-04-27,2025-04-28,2025-04-29,2025-04-30
21593018,ADATA DDR4-3200 CL16 GAMMIX D35 블랙 패키지,ADATA GAMMIX D35 블랙 패키지,DDR4,3200,CL16,32GB(16GX2),32,130900,130900,130900,130900,130900,130900,130900,130900,130900,130900,130900,130900,0,0,0,0,0,0,0,130900,130900,130900,130900,130900,130900,130900,130900,130900,130900,130900
21593018,ADATA DDR4-3200 CL16 GAMMIX D35 블랙 패키지,ADATA GAMMIX D35 블랙 패키지,DDR4,3200,CL16,16GB(8GX2),16,71960,71960,71960,71960,71960,71960,71960,71960,71960,71960,71960,71960,0,0,0,0,0,0,0,71960,71960,71960,71960,71960,71960,71960,71960,71960,71960,71960
21593129,ADATA DDR4-3200 CL16 GAMMIX D35 블랙 패키지,ADATA GAMMIX D35 블랙 패키지,DDR4,3200,CL16,32GB(16GX2),32,0,0,0,0,0,0,0,0,0,0,0,0,130900,130900,130900,130900,130900,130900,130900,0,0,0,0,0,0,0,0,0,0,0
21593129,ADATA DDR4-3200 CL16 GAMMIX D35 블랙 패키지,ADATA GAMMIX D35 블랙 패키지,DDR4,3200,CL16,16GB(8GX2),16,0,0,0,0,0,0,0,0,0,0,0,0,71960,71960,71960,71960,71960,71960,71960,0,0,0,0,0,0,0,0,0,0,0
20754092,ADATA DDR4-3200 CL16 SPECTRIX D35G RGB 화이트 패키지,ADATA SPECTRIX D35G RGB 화이트 패키지,DDR4,3200,CL16,32GB(16GX2),32,115320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120940,120940,120930,120930,119620,119610,119610,119600,119340
20754092,ADATA DDR4-3200 CL16 SPECTRIX D35G RGB 화이트 패키지,ADATA SPECTRIX D35G RGB 화이트 패키지,DDR4,3200,CL16,16GB(8GX2),16,66770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74960,75150,75150,75150,75100,75100,75100,74620,74620
20754074,ADATA DDR4-3200 CL16 SPECTRIX D35G RGB 화이트 패키지,ADATA SPECTRIX D35G RGB 화이트 패키지,DDR4,3200,CL16,32GB(16GX2),32,0,115320,115320,111510,111500,111500,111500,111500,111500,111500,111500,111500,111500,111500,113000,113000,113000,114170,114170,114170,114180,0,0,0,0,0,0,0,0,0
20754074,ADATA DDR4-3200 CL16 SPECTRIX D35G RGB 화이트 패키지,ADATA SPECTRIX D35G RGB 화이트 패키지,DDR4,3200,CL16,16GB(8GX2),16,0,66770,66770,63900,63890,63890,63890,63890,63890,63890,63890,63890,63890,63890,66100,66100,66100,66100,66100,66090,66100,0,0,0,0,0,0,0,0,0
13287515,ADATA DDR4-3200 CL16 SPECTRIX D50 RGB 패키지,ADATA SPECTRIX D50 RGB 패키지,DDR4,3200,CL16,32GB(16GX2),32,147000,147000,147000,147000,147000,147000,147000,147000,147000,147000,147000,147000,147000,147000,147000,147000,147000,147000,147000,147000,147000,147000,147000,147000,147000,147000,147000,147000,147000,147000
12091751,ADATA DDR4-3200 CL22 코잇,ADATA 코잇,DDR4,3200,CL22,32GB,32,90980,90980,90980,90436,90436,90600,90600,90600,90600,90600,90600,90600,90600,90980,90980,90980,90980,90980,90980,90980,90980,90980,90980,90980,90980,90980,90980,90980,90980,90980
12091751,ADATA DDR4-3200 CL22 코잇,ADATA 코잇,DDR4,3200,CL22,16GB,16,76300,76300,43000,43000,43000,43000,43000,43000,43000,43000,43000,43000,43000,43000,43000,43000,43000,43000,43000,43000,43000,43000,43000,43000,43000,43000,43000,43000,43000,43000
12091751,ADATA DDR4-3200 CL22 코잇,ADATA 코잇,DDR4,3200,CL22,8GB,8,23900,23900,23900,23830,23830,23830,23830,23830,23830,23830,23830,23830,23830,23830,23830,23830,23830,23830,23830,23830,23830,23830,23830,23830,23830,23830,23830,23830,23830,23830
21592844,ADATA DDR4-3600 CL18 GAMMIX D35 블랙 패키지,ADATA GAMMIX D35 블랙 패키지,DDR4,3600,CL18,16GB(8GX2),16,74620,74620,74620,74620,74620,74620,74620,74620,74620,74620,74620,74620,74620,74620,74620,74620,74620,74620,74620,74620,74620,74620,74620,74620,74620,74620,74620,74620,74620,74620
20754176,ADATA DDR4-3600 CL18 SPECTRIX D35G RGB 화이트 패키지 코잇,ADATA SPECTRIX D35G RGB 화이트 패키지 코잇,DDR4,3600,CL18,32GB(16GX2),32,104380,104380,104380,104380,104380,104380,104380,104380,104380,104380,104380,104380,104380,104380,104350,104350,104380,104380,104380,104380,104380,104380,104380,104380,104380,104380,104380,104380,104340,104340
20754176,ADATA DDR4-3600 CL18 SPECTRIX D35G RGB 화이트 패키지 코잇,ADATA SPECTRIX D35G RGB 화이트 패키지 코잇,DDR4,3600,CL18,16GB(8GX2),16,64390,64390,64390,64390,64390,64390,64390,64390,64390,64390,64390,64390,64390,64390,64390,64390,64390,64390,64390,64390,64390,64390,64390,64390,64390,64390,64390,64390,64390,64390
15598844,ADATA DDR5-5200 CL38 LANCER RGB 블랙 패키지,ADATA LANCER RGB 블랙 패키지,DDR5,5200,CL38,32GB(16GX2),32,200000,200000,200000,200000,200000,200000,200000,200000,200000,200000,200000,200000,200000,200000,200000,200000,200000,200000,200000,200000,200000,200000,200000,200000,200000,200000,200000,200000,200000,200000
15598841,ADATA DDR5-5200 CL38 LANCER 블랙 패키지,ADATA LANCER 블랙 패키지,DDR5,5200,CL38,32GB(16GX2),32,791570,791560,791560,764480,764480,764480,764480,764480,764480,764480,764480,764480,764480,784480,791560,810960,807750,807740,810960,817460,820590,812860,812850,802760,802750,802750,802750,802750,802750,802720
76071389,ADATA DDR5-5600 CL46 ECC/REG,ADATA ECC/REG,DDR5,5600,CL46,32GB,32,237940,237940,237940,234000,234000,234000,234000,234000,234000,237940,237940,237940,237940,240000,237940,240000,240000,240000,240000,240000,240000,240000,240000,240000,240000,240000,240000,240000,240000,240000
81036575,ADATA DDR5-5600 CL46 LANCER BLADE 블랙 서린,ADATA LANCER BLADE 블랙 서린,DDR5,5600,CL46,16GB,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63000,63000,63000,63000,62990,62990,62990,62990,62990,62990,62990,62990,62990,62990
81036575,ADATA DDR5-5600 CL46 LANCER BLADE 블랙 서린,ADATA LANCER BLADE 블랙 서린,DDR5,5600,CL46,32GB,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118000,118000,118000,118000,118000,118000,118000,118000,118000,118000,118000,118000,118000,118000
81036614,ADATA DDR5-5600 CL46 LANCER BLADE 블랙 서린,ADATA LANCER BLADE 블랙 서린,DDR5,5600,CL46,16GB,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63000,0,0,0,0,0,0,0,0,0,0
81036614,ADATA DDR5-5600 CL46 LANCER BLADE 블랙 서린,ADATA LANCER BLADE 블랙 서린,DDR5,5600,CL46,32GB,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118000,0,0,0,0,0,0,0,0,0,0
81036653,ADATA DDR5-5600 CL46 LANCER BLADE 화이트 서린,ADATA LANCER BLADE 화이트 서린,DDR5,5600,CL46,16GB,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63000,63000,63000,63000,62990,62990,62990,62990,62990,62990,62990,62990,62990,62990
81036653,ADATA DDR5-5600 CL46 LANCER BLADE 화이트 서린,ADATA LANCER BLADE 화이트 서린,DDR5,5600,CL46,32GB,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118000,118000,118000,118000,118000,118000,118000,118000,118000,118000,118000,118000,118000,118000
81036776,ADATA DDR5-5600 CL46 LANCER BLADE 화이트 서린,ADATA LANCER BLADE 화이트 서린,DDR5,5600,CL46,16GB,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63000,63000,63000,63000,62990,62990,62990,0,0,0,62990,62990,0,0
81036776,ADATA DDR5-5600 CL46 LANCER BLADE 화이트 서린,ADATA LANCER BLADE 화이트 서린,DDR5,5600,CL46,32GB,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118000,118000,118000,118000,118000,118000,118000,0,0,0,118000,118000,0,0
51553754,ADATA DDR5-5600 CL46 PMIC락 코잇,ADATA PMIC락 코잇,DDR5,5600,CL46,16GB,16,66900,66900,66900,66900,66900,66900,66900,66900,66900,66900,66900,66900,66900,66900,66900,66900,66900,66900,66900,66900,66900,66900,66900,66900,66900,66900,66900,66900,66900,66900
27940799,ADATA DDR5-5600 CL46 코잇,ADATA 코잇,DDR5,5600,CL46,32GB,32,161000,161000,161000,161000,161000,161000,161000,161000,161000,161000,112810,111730,111730,0,0,0,0,0,0,0,106900,106900,106900,106900,106900,106900,106900,106900,106900,106900
27940799,ADATA DDR5-5600 CL46 코잇,ADATA 코잇,DDR5,5600,CL46,16GB,16,80500,80500,80500,80500,80500,80500,80500,80500,80500,59630,72000,72000,72000,0,0,0,0,0,0,0,57160,56940,56940,55870,55870,55870,55870,55870,55870,55870
27940781,ADATA DDR5-5600 CL46 코잇,ADATA 코잇,DDR5,5600,CL46,32GB,32,0,0,0,0,0,0,0,0,0,0,0,0,0,111730,111730,111730,111730,111730,106900,106900,0,0,0,0,0,0,0,0,0,0
27940781,ADATA DDR5-5600 CL46 코잇,ADATA 코잇,DDR5,5600,CL46,16GB,16,0,0,0,0,0,0,0,0,0,0,0,0,0,72000,72000,80500,80500,58020,57160,57160,0,0,0,0,0,0,0,0,0,0
46100672,ADATA DDR5-5600 CL46 패키지 코잇,ADATA 패키지 코잇,DDR5,5600,CL46,64GB(32GX2),64,234000,234000,234000,234000,234000,234000,234000,234000,234000,234900,234900,234900,234900,234900,234900,222500,222500,222500,222500,222500,222500,222500,222500,222500,0,0,0,0,0,0
46100672,ADATA DDR5-5600 CL46 패키지 코잇,ADATA 패키지 코잇,DDR5,5600,CL46,32GB(16GX2),32,123000,123000,123000,123000,123000,123000,123000,136230,135000,135000,135000,135000,135000,142500,151840,140970,140970,139890,139890,139890,139890,139890,139890,139890,0,0,0,0,0,0
28395059,ADATA DDR5-5600 CL46 패키지 코잇,ADATA 패키지 코잇,DDR5,5600,CL46,32GB(16GX2),32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132280,132280,132280,132280,132280,131630
68918912,ADATA DDR5-5600 CL46-45-45 서린,ADATA -45-45 서린,DDR5,5600,CL46,32GB,32,108990,108990,108990,107910,108890,108890,108890,112690,113990,113990,113990,113990,113990,113990,113990,113990,113990,113990,113990,113990,113990,113990,113990,113990,113990,113990,113990,113990,113990,113990
68918912,ADATA DDR5-5600 CL46-45-45 서린,ADATA -45-45 서린,DDR5,5600,CL46,16GB,16,55500,57000,56990,56990,56990,57410,57410,58330,58990,58990,58990,58990,58990,58990,58990,58990,58990,58990,58990,58990,58980,58980,58980,58980,58980,58980,58980,58980,58980,58980
29822102,ADATA DDR5-5600 CL46-45-45 코잇,ADATA -45-45 코잇,DDR5,5600,CL46,32GB,32,109000,109000,109000,109000,114000,114000,114000,114000,114000,114000,114000,114000,114000,114000,114000,114000,107900,107900,104000,104000,104000,103990,103990,103990,103990,103990,103990,103990,105500,0
29822102,ADATA DDR5-5600 CL46-45-45 코잇,ADATA -45-45 코잇,DDR5,5600,CL46,16GB,16,58820,59000,59900,59900,59310,59310,59310,59310,59310,59310,58250,56310,56310,56310,56310,56310,56310,56310,55470,55470,55260,55260,55260,55260,55260,55260,55260,55260,55260,0
29822126,ADATA DDR5-5600 CL46-45-45 코잇,ADATA -45-45 코잇,DDR5,5600,CL46,32GB,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105500
29822126,ADATA DDR5-5600 CL46-45-45 코잇,ADATA -45-45 코잇,DDR5,5600,CL46,16GB,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55260
79397219,ADATA DDR5-5600 CL46-45-45 파인인포,ADATA -45-45 파인인포,DDR5,5600,CL46,32GB,32,0,0,0,0,0,0,0,0,0,108700,108690,108690,108690,108690,110990,110990,112300,112280,112280,112280,112280,112280,112280,112280,112280,112280,112280,112280,112280,112250
79397219,ADATA DDR5-5600 CL46-45-45 파인인포,ADATA -45-45 파인인포,DDR5,5600,CL46,16GB,16,0,0,0,0,0,0,0,0,0,55280,55270,55270,55270,55270,56450,56450,57110,57110,57110,57110,57100,57100,57100,57100,57100,57100,57100,57100,57100,57100
68907953,ADATA DDR5-6000 CL30 CASTER RGB 패키지 서린,ADATA CASTER RGB 패키지 서린,DDR5,6000,CL30,32GB(16GX2),32,163930,163930,163930,163930,163930,163930,163930,163930,163930,163930,151650,151650,151650,160070,163920,163920,163920,163920,163920,163920,163920,163920,168490,168460,168340,168220,168100,167980,167860,167740
19229168,ADATA DDR5-6000 CL30 CASTER RGB 패키지 코잇,ADATA CASTER RGB 패키지 코잇,DDR5,6000,CL30,32GB(16GX2),32,179000,179000,179000,179000,179000,179000,179000,179000,179000,179000,179000,179000,179000,179000,179000,179000,179000,179000,179000,179000,179000,179000,179000,179000,179000,179000,179000,179000,179000,179000
68902697,ADATA DDR5-6000 CL30 CASTER 패키지 서린,ADATA CASTER 패키지 서린,DDR5,6000,CL30,32GB(16GX2),32,154230,154230,161500,161500,161500,161500,161500,161500,161500,161500,161500,161500,161500,161500,161500,184500,184500,184500,184500,184500,184500,184500,184500,184500,184500,184500,184500,184500,184500,184500
68788067,ADATA DDR5-6000 CL30 LANCER BLADE RGB 블랙 패키지 서린,ADATA LANCER BLADE RGB 블랙 패키지 서린,DDR5,6000,CL30,64GB(32GX2),64,347500,347500,347500,345000,314000,314000,314000,314000,314000,314000,340990,340990,340990,340990,340990,340990,340990,340990,340990,340990,340990,340990,340990,340990,340990,340990,340990,340990,340990,340990
68788067,ADATA DDR5-6000 CL30 LANCER BLADE RGB 블랙 패키지 서린,ADATA LANCER BLADE RGB 블랙 패키지 서린,DDR5,6000,CL30,32GB(16GX2),32,160000,164000,164000,161910,164000,164000,164000,164000,164000,168020,168020,168020,168020,168030,168020,169990,169990,172000,172000,172000,172000,172000,172000,168020,168020,168020,168020,168020,168020,168020
68788067,ADATA DDR5-6000 CL30 LANCER BLADE RGB 블랙 패키지 서린,ADATA LANCER BLADE RGB 블랙 패키지 서린,DDR5,6000,CL30,48GB(24GX2),48,0,0,0,229000,224000,224000,232270,232270,232270,232270,232270,232270,232270,232270,232270,232260,232260,232260,232260,232260,232260,232260,232260,232260,232260,232260,232260,232260,232260,232260
46365512,ADATA DDR5-6000 CL30 LANCER BLADE RGB 블랙 패키지 코잇,ADATA LANCER BLADE RGB 블랙 패키지 코잇,DDR5,6000,CL30,64GB(32GX2),64,334000,334000,334000,353990,353960,353870,353990,353990,353990,353990,340000,0,0,0,0,0,0,0,334630,334630,334630,334630,334630,334630,334630,334630,334630,334630,350220,350220
46365512,ADATA DDR5-6000 CL30 LANCER BLADE RGB 블랙 패키지 코잇,ADATA LANCER BLADE RGB 블랙 패키지 코잇,DDR5,6000,CL30,32GB(16GX2),32,165900,165900,165900,165900,165900,165900,165900,165900,165900,165900,165900,0,0,0,0,0,0,0,160150,160150,160150,160150,160150,160150,171910,173990,173990,173990,174000,174000
27785552,ADATA DDR5-6000 CL30 LANCER BLADE RGB 블랙 패키지 코잇,ADATA LANCER BLADE RGB 블랙 패키지 코잇,DDR5,6000,CL30,32GB(16GX2),32,0,0,0,0,0,0,0,0,0,0,0,165900,165900,165900,165900,165900,165900,165900,0,0,0,0,0,0,0,0,0,0,0,0
68788100,ADATA DDR5-6000 CL30 LANCER BLADE RGB 화이트 패키지 서린,ADATA LANCER BLADE RGB 화이트 패키지 서린,DDR5,6000,CL30,64GB(32GX2),64,344300,344300,344300,344520,345000,345000,345000,345000,345000,345000,344990,344990,344990,344990,344990,344990,344990,344990,344990,344990,344990,344990,344990,344990,344990,344990,344990,344990,344990,344960
68788100,ADATA DDR5-6000 CL30 LANCER BLADE RGB 화이트 패키지 서린,ADATA LANCER BLADE RGB 화이트 패키지 서린,DDR5,6000,CL30,32GB(16GX2),32,166500,166500,166500,164000,164000,164000,164000,164000,164000,164000,168030,168020,168010,168010,168010,168010,168010,168010,168010,168010,168010,168020,168990,168010,168010,168010,168010,168010,168010,168010
68788100,ADATA DDR5-6000 CL30 LANCER BLADE RGB 화이트 패키지 서린,ADATA LANCER BLADE RGB 화이트 패키지 서린,DDR5,6000,CL30,48GB(24GX2),48,0,0,0,0,224000,224000,232270,232270,232270,232270,232270,232270,232270,232270,232270,232260,232260,232260,232260,232260,232260,232260,232260,232260,232260,232260,232260,232260,232260,232260
27785618,ADATA DDR5-6000 CL30 LANCER BLADE RGB 화이트 패키지 코잇,ADATA LANCER BLADE RGB 화이트 패키지 코잇,DDR5,6000,CL30,64GB(32GX2),64,334000,334000,334630,346740,336490,0,0,0,0,0,0,0,0,0,0,336500,336500,336500,336500,336500,336500,0,0,0,0,0,0,0,0,0
27785618,ADATA DDR5-6000 CL30 LANCER BLADE RGB 화이트 패키지 코잇,ADATA LANCER BLADE RGB 화이트 패키지 코잇,DDR5,6000,CL30,32GB(16GX2),32,164000,164000,165900,161900,166000,0,0,0,0,0,0,0,0,0,0,166000,165900,165900,165900,165900,165900,0,0,0,0,0,0,0,0,0
46390997,ADATA DDR5-6000 CL30 LANCER BLADE RGB 화이트 패키지 코잇,ADATA LANCER BLADE RGB 화이트 패키지 코잇,DDR5,6000,CL30,64GB(32GX2),64,0,0,0,0,0,336490,336490,336490,336490,336500,336500,336500,336500,336500,336500,0,0,0,0,0,0,336500,336500,336490,336490,336490,336490,336490,353990,353960
46390997,ADATA DDR5-6000 CL30 LANCER BLADE RGB 화이트 패키지 코잇,ADATA LANCER BLADE RGB 화이트 패키지 코잇,DDR5,6000,CL30,32GB(16GX2),32,0,0,0,0,0,166000,166000,166000,166000,166000,166000,166000,166000,166000,166000,0,0,0,0,0,0,165900,165900,165900,165900,165900,165900,165900,165900,165900
57504575,ADATA DDR5-6000 CL30 LANCER BLADE 블랙 코잇,ADATA LANCER BLADE 블랙 코잇,DDR5,6000,CL30,16GB,16,77830,77830,77830,77830,77830,77830,77830,77830,77830,77830,77830,77830,77830,77830,77830,77830,77830,77830,77830,77830,77830,77830,77830,77830,77830,77830,77830,77830,77830,77830
68787806,ADATA DDR5-6000 CL30 LANCER BLADE 블랙 패키지 서린,ADATA LANCER BLADE 블랙 패키지 서린,DDR5,6000,CL30,64GB(32GX2),64,329000,329000,329000,329000,326390,326390,299000,299000,0,0,335000,0,0,0,0,0,0,0,0,0,0,0,0,0,334990,334990,334990,334990,334990,334990
68787806,ADATA DDR5-6000 CL30 LANCER BLADE 블랙 패키지 서린,ADATA LANCER BLADE 블랙 패키지 서린,DDR5,6000,CL30,32GB(16GX2),32,152500,155500,155500,153000,150000,150000,150000,150000,0,0,157160,0,0,0,0,0,0,0,0,0,0,0,0,0,157160,157160,157160,157160,157160,157160
68787917,ADATA DDR5-6000 CL30 LANCER BLADE 블랙 패키지 서린,ADATA LANCER BLADE 블랙 패키지 서린,DDR5,6000,CL30,64GB(32GX2),64,0,0,0,0,0,0,0,0,299000,299000,0,335000,335000,335000,335000,334990,334990,334990,334990,334990,334990,334990,334990,334990,0,0,0,0,0,0
68787917,ADATA DDR5-6000 CL30 LANCER BLADE 블랙 패키지 서린,ADATA LANCER BLADE 블랙 패키지 서린,DDR5,6000,CL30,32GB(16GX2),32,0,0,0,0,0,0,0,0,150000,157170,0,157160,157160,157160,157160,157160,157160,157160,157160,157160,157160,157160,157160,157160,0,0,0,0,0,0
60247529,ADATA DDR5-6000 CL30 LANCER BLADE 화이트 코잇,ADATA LANCER BLADE 화이트 코잇,DDR5,6000,CL30,16GB,16,77820,77820,77820,77820,77820,77820,77820,77820,77820,77820,77820,77820,77820,77820,77820,77820,77820,77820,77820,77820,77820,77820,77820,77820,77820,77820,77820,77820,77820,77820
68787956,ADATA DDR5-6000 CL30 LANCER BLADE 화이트 패키지 서린,ADATA LANCER BLADE 화이트 패키지 서린,DDR5,6000,CL30,64GB(32GX2),64,316500,329000,329000,329000,329000,329000,329000,335000,335000,335000,334990,334990,334990,334990,334990,334990,334990,334990,334990,334990,334990,334990,334990,334990,334990,334990,334990,334990,334990,334960
68787956,ADATA DDR5-6000 CL30 LANCER BLADE 화이트 패키지 서린,ADATA LANCER BLADE 화이트 패키지 서린,DDR5,6000,CL30,32GB(16GX2),32,150500,153000,153000,153000,153000,153000,153000,158000,158000,159000,158990,158990,158990,158990,158990,158990,158990,158990,158990,158990,158990,158990,158990,158990,158990,158990,158990,158990,158990,158990
68914628,ADATA DDR5-6000 CL30 LANCER RGB 블랙 패키지 서린,ADATA LANCER RGB 블랙 패키지 서린,DDR5,6000,CL30,64GB(32GX2),64,324000,324000,324000,324000,324000,324000,324000,324000,324000,350000,349990,349990,349990,349990,0,0,0,0,0,0,0,0,0,0,349990,349990,349990,349990,349990,349960
68914628,ADATA DDR5-6000 CL30 LANCER RGB 블랙 패키지 서린,ADATA LANCER RGB 블랙 패키지 서린,DDR5,6000,CL30,32GB(16GX2),32,166000,166000,166000,165500,166000,166000,166000,166000,166000,175000,174990,174990,174990,174990,0,0,0,0,0,0,0,0,0,0,174990,174990,174990,174990,174990,174990
68914589,ADATA DDR5-6000 CL30 LANCER RGB 블랙 패키지 서린,ADATA LANCER RGB 블랙 패키지 서린,DDR5,6000,CL30,64GB(32GX2),64,324000,0,0,0,0,0,0,0,0,0,0,0,0,0,349990,349990,349990,349990,349990,349990,349990,349990,349990,349990,0,0,0,0,0,0
68914589,ADATA DDR5-6000 CL30 LANCER RGB 블랙 패키지 서린,ADATA LANCER RGB 블랙 패키지 서린,DDR5,6000,CL30,32GB(16GX2),32,166000,0,0,0,0,0,0,0,0,0,0,0,0,0,174990,174990,174990,174990,174990,174990,174990,174990,174990,174990,0,0,0,0,0,0
19235489,ADATA DDR5-6000 CL30 LANCER RGB 블랙 패키지 코잇,ADATA LANCER RGB 블랙 패키지 코잇,DDR5,6000,CL30,64GB(32GX2),64,322900,322900,322900,322900,322900,322900,322900,322900,322900,322900,322900,322900,322900,322900,322900,322900,322900,322900,322900,322900,322900,322900,0,0,0,0,0,0,0,0
19235489,ADATA DDR5-6000 CL30 LANCER RGB 블랙 패키지 코잇,ADATA LANCER RGB 블랙 패키지 코잇,DDR5,6000,CL30,32GB(16GX2),32,161880,161880,161880,165510,167900,167890,167890,167890,167890,167900,167900,168500,168500,168500,168500,168500,168500,168500,168500,168500,168500,168500,0,0,0,0,0,0,0,0
19235519,ADATA DDR5-6000 CL30 LANCER RGB 블랙 패키지 코잇,ADATA LANCER RGB 블랙 패키지 코잇,DDR5,6000,CL30,64GB(32GX2),64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322900,322900,322900,322900,322900,322900,322900,322900
19235519,ADATA DDR5-6000 CL30 LANCER RGB 블랙 패키지 코잇,ADATA LANCER RGB 블랙 패키지 코잇,DDR5,6000,CL30,32GB(16GX2),32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168500,168500,168500,168500,168500,168500,173310,173310
68915270,ADATA DDR5-6000 CL30 LANCER RGB 화이트 패키지 서린,ADATA LANCER RGB 화이트 패키지 서린,DDR5,6000,CL30,64GB(32GX2),64,324000,324000,324000,324000,324000,324000,324000,0,0,0,0,0,0,349990,349990,349990,349990,349990,349990,349990,349990,349990,349990,349990,349990,349990,349990,349990,349990,349960
68915270,ADATA DDR5-6000 CL30 LANCER RGB 화이트 패키지 서린,ADATA LANCER RGB 화이트 패키지 서린,DDR5,6000,CL30,32GB(16GX2),32,166000,166000,166000,165500,162000,162000,162000,0,0,0,0,0,0,167000,167000,167000,167000,167000,167000,167000,167000,167000,167000,167000,167000,167000,166500,166500,167000,166680
68915192,ADATA DDR5-6000 CL30 LANCER RGB 화이트 패키지 서린,ADATA LANCER RGB 화이트 패키지 서린,DDR5,6000,CL30,64GB(32GX2),64,0,0,0,0,0,0,0,324000,324000,350000,349990,349990,349990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68915192,ADATA DDR5-6000 CL30 LANCER RGB 화이트 패키지 서린,ADATA LANCER RGB 화이트 패키지 서린,DDR5,6000,CL30,32GB(16GX2),32,0,0,0,0,0,0,0,162000,162000,162000,167000,167000,167000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19235582,ADATA DDR5-6000 CL30 LANCER RGB 화이트 패키지 코잇,ADATA LANCER RGB 화이트 패키지 코잇,DDR5,6000,CL30,64GB(32GX2),64,349500,0,0,0,358770,358770,358770,358770,358770,358770,358770,358770,358770,358770,358770,358770,358770,358770,359000,359000,359000,359000,359000,359000,359000,359000,359000,359000,359000,359000
19235582,ADATA DDR5-6000 CL30 LANCER RGB 화이트 패키지 코잇,ADATA LANCER RGB 화이트 패키지 코잇,DDR5,6000,CL30,32GB(16GX2),32,161880,0,0,0,163900,163900,163900,168490,168490,168500,176420,176420,176420,170100,170100,170100,170100,170100,173250,170100,170100,173250,173250,173250,173250,173250,173250,173250,176420,176420
19235594,ADATA DDR5-6000 CL30 LANCER RGB 화이트 패키지 코잇,ADATA LANCER RGB 화이트 패키지 코잇,DDR5,6000,CL30,64GB(32GX2),64,0,349500,349500,340480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19235594,ADATA DDR5-6000 CL30 LANCER RGB 화이트 패키지 코잇,ADATA LANCER RGB 화이트 패키지 코잇,DDR5,6000,CL30,32GB(16GX2),32,0,161880,161880,163900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
