Id,Name,ram_model,memory_gen,memory_speed,cl_value,capacity,capacity_gb,2024-03-01,2024-03-02,2024-03-03,2024-03-04,2024-03-05,2024-03-06,2024-03-07,2024-03-08,2024-03-09,2024-03-10,2024-03-11,2024-03-12,2024-03-13,2024-03-14,2024-03-15,2024-03-16,2024-03-17,2024-03-18,2024-03-19,2024-03-20,2024-03-21,2024-03-22,2024-03-23,2024-03-24,2024-03-25,2024-03-26,2024-03-27,2024-03-28,2024-03-29,2024-03-30,2024-03-31
11830747,ADATA DDR4-3200 CL22,ADATA,DDR4,3200,CL22,32GB,32,91000,91000,91000,91000,91000,91000,90820,90810,90810,90810,90810,0,0,0,0,89270,90810,90810,90810,90810,90810,90810,90810,90810,91000,91000,91000,91000,91000,90980,90880
11830747,ADATA DDR4-3200 CL22,ADATA,DDR4,3200,CL22,16GB,16,41790,41760,41640,41550,41530,41430,41330,41230,41220,41220,41220,0,0,0,0,43320,43320,43320,43320,43320,43320,43320,43320,43320,43320,43320,43320,41700,41700,41700,41700
11830747,ADATA DDR4-3200 CL22,ADATA,DDR4,3200,CL22,8GB,8,21150,21150,21150,21150,21150,21150,21150,21240,21240,21240,21240,0,0,0,0,21380,21390,21380,21880,21880,21880,21880,21880,21880,22550,22550,22550,22550,22550,22540,22530
11868160,ADATA DDR4-3200 CL22,ADATA,DDR4,3200,CL22,32GB,32,0,0,0,0,0,0,0,0,0,0,0,90810,90810,90810,89280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11868160,ADATA DDR4-3200 CL22,ADATA,DDR4,3200,CL22,16GB,16,0,0,0,0,0,0,0,0,0,0,0,41220,41220,43320,43320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11868160,ADATA DDR4-3200 CL22,ADATA,DDR4,3200,CL22,8GB,8,0,0,0,0,0,0,0,0,0,0,0,21240,21240,21240,21240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27940781,ADATA DDR5-5600 CL46,ADATA,DDR5,5600,CL46,32GB,32,125000,125000,125000,125000,125000,125000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27940781,ADATA DDR5-5600 CL46,ADATA,DDR5,5600,CL46,16GB,16,68000,68000,68000,68000,68000,64890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27940799,ADATA DDR5-5600 CL46,ADATA,DDR5,5600,CL46,32GB,32,125000,125000,125000,125000,125000,125000,125000,125000,125000,125000,125000,125000,125000,125000,125000,125000,125000,125000,125000,125000,129000,129000,129000,129000,129000,145600,145510,145510,145510,145510,145510
27940799,ADATA DDR5-5600 CL46,ADATA,DDR5,5600,CL46,16GB,16,68000,68000,68000,68000,68000,64890,65040,65040,65040,65040,65040,68000,68000,68000,68000,68000,68000,68000,68000,66950,66950,66950,66950,66950,66950,66950,66950,66340,67950,67950,67950
