Id,Name,ram_model,memory_gen,memory_speed,cl_value,capacity,capacity_gb,2024-09-01,2024-09-02,2024-09-03,2024-09-04,2024-09-05,2024-09-06,2024-09-07,2024-09-08,2024-09-09,2024-09-10,2024-09-11,2024-09-12,2024-09-13,2024-09-14,2024-09-15,2024-09-16,2024-09-17,2024-09-18,2024-09-19,2024-09-20,2024-09-21,2024-09-22,2024-09-23,2024-09-24,2024-09-25,2024-09-26,2024-09-27,2024-09-28,2024-09-29,2024-09-30
21593018,ADATA DDR4-3200 CL16 GAMMIX D35 블랙 패키지,ADATA GAMMIX D35 블랙 패키지,DDR4,3200,CL16,32GB(16GX2),32,105970,105970,105970,105970,105970,105970,105970,105970,105970,105970,105970,105970,0,0,0,0,0,0,0,0,0,0,0,105970,105970,105970,105970,105970,105970,105970
21593018,ADATA DDR4-3200 CL16 GAMMIX D35 블랙 패키지,ADATA GAMMIX D35 블랙 패키지,DDR4,3200,CL16,16GB(8GX2),16,71960,71960,71960,71960,71960,71960,71960,71960,71960,71960,71960,71960,0,0,0,0,0,0,0,0,0,0,0,71960,71960,71960,71960,71960,71960,71960
21593303,ADATA DDR4-3200 CL16 GAMMIX D35 화이트 패키지,ADATA GAMMIX D35 화이트 패키지,DDR4,3200,CL16,32GB(16GX2),32,105970,105970,105970,105970,105970,105970,105970,105970,0,0,105970,105970,105970,105970,105970,105970,105970,0,105970,105970,105970,105970,105970,105970,105970,105970,105970,105970,105970,105970
20754032,ADATA DDR4-3200 CL16 SPECTRIX D35G RGB 블랙 패키지,ADATA SPECTRIX D35G RGB 블랙 패키지,DDR4,3200,CL16,32GB(16GX2),32,110330,110330,110330,110330,110330,110330,110330,110330,110330,110330,110330,110330,110330,110330,0,0,110330,110330,110330,0,0,0,0,0,0,0,0,0,0,0
20754032,ADATA DDR4-3200 CL16 SPECTRIX D35G RGB 블랙 패키지,ADATA SPECTRIX D35G RGB 블랙 패키지,DDR4,3200,CL16,16GB(8GX2),16,60490,60490,60490,60490,60490,60490,60490,60490,60490,60490,60490,60490,60490,60490,0,0,60490,60490,60490,0,0,0,0,0,0,0,0,0,0,0
20754014,ADATA DDR4-3200 CL16 SPECTRIX D35G RGB 블랙 패키지,ADATA SPECTRIX D35G RGB 블랙 패키지,DDR4,3200,CL16,32GB(16GX2),32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110330,110330,0,0,0,110330,110330,110330,110330,110330,110330,110330,110330,110330,110330,110330
20754014,ADATA DDR4-3200 CL16 SPECTRIX D35G RGB 블랙 패키지,ADATA SPECTRIX D35G RGB 블랙 패키지,DDR4,3200,CL16,16GB(8GX2),16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60490,60490,0,0,0,60490,60490,60490,60490,60490,60490,60490,60490,60490,60490,60490
20754092,ADATA DDR4-3200 CL16 SPECTRIX D35G RGB 화이트 패키지,ADATA SPECTRIX D35G RGB 화이트 패키지,DDR4,3200,CL16,32GB(16GX2),32,102870,102870,102870,102870,102870,102870,102870,102870,102870,102870,102870,0,0,0,0,0,0,0,0,0,0,0,102870,102870,102870,102870,102870,102870,102840,0
20754092,ADATA DDR4-3200 CL16 SPECTRIX D35G RGB 화이트 패키지,ADATA SPECTRIX D35G RGB 화이트 패키지,DDR4,3200,CL16,16GB(8GX2),16,60880,60880,60880,60880,60880,60880,60880,60880,60880,60880,60880,0,0,0,0,0,0,0,0,0,0,0,60880,60880,60880,60880,60880,60880,60880,0
20754074,ADATA DDR4-3200 CL16 SPECTRIX D35G RGB 화이트 패키지,ADATA SPECTRIX D35G RGB 화이트 패키지,DDR4,3200,CL16,32GB(16GX2),32,0,0,0,0,0,0,0,0,0,0,0,102870,102870,102870,102870,102870,102870,102870,102870,102870,102870,102870,0,0,0,0,0,0,0,102840
