Id,Name,ram_model,memory_gen,memory_speed,cl_value,capacity,capacity_gb,2025-10-01,2025-10-02,2025-10-03,2025-10-04,2025-10-05,2025-10-06,2025-10-07,2025-10-08,2025-10-09,2025-10-10,2025-10-11,2025-10-12,2025-10-13,2025-10-14,2025-10-15,2025-10-16,2025-10-17,2025-10-18,2025-10-19,2025-10-20,2025-10-21,2025-10-22,2025-10-23,2025-10-24,2025-10-25,2025-10-26,2025-10-27,2025-10-28,2025-10-29,2025-10-30,2025-10-31
11868160,ADATA DDR4-3200 CL22 코잇,ADATA 코잇,DDR4,3200,CL22,16GB,16,43000,43000,43000,43000,43000,43000,43000,43000,43000,43000,43000,43000,43000,43000,43000,43000,43000,43000,43000,43000,43000,43000,43000,43000,43000,43000,43000,43000,43000,43000,43000
11868160,ADATA DDR4-3200 CL22 코잇,ADATA 코잇,DDR4,3200,CL22,8GB,8,76300,76300,76300,76300,76300,76300,76300,76300,76300,76300,76300,76300,76300,76300,76300,76300,76300,76300,76300,76300,76300,76300,76300,76300,76300,76300,76300,76300,76300,76300,76300
94450319,ADATA DDR4-3200 CL22 파인인포,ADATA 파인인포,DDR4,3200,CL22,16GB,16,55022,55020,55010,54980,54890,54860,54740,54620,54620,54620,54620,54620,54620,58000,75000,71230,71210,71090,70970,55450,79840,79840,85960,85960,89000,87000,105000,104980,104980,104980,104980
94450319,ADATA DDR4-3200 CL22 파인인포,ADATA 파인인포,DDR4,3200,CL22,8GB,8,30295,30290,30280,30250,30160,30130,30080,30080,30080,30080,30080,30080,30080,31870,38000,37480,37460,37340,37220,37100,43840,43840,49000,49000,49000,49000,49000,49000,49000,49000,49000
94450340,ADATA DDR4-3200 CL22 파인인포,ADATA 파인인포,DDR4,3200,CL22,16GB,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89000,87000,105000,104980,104980,104980,104980
94450340,ADATA DDR4-3200 CL22 파인인포,ADATA 파인인포,DDR4,3200,CL22,8GB,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49000,49000,49000,49000,49000,49000,49000
21592844,ADATA DDR4-3600 CL18 GAMMIX D35 블랙 패키지,ADATA GAMMIX D35 블랙 패키지,DDR4,3600,CL18,16GB(8GX2),16,74620,74620,74620,74620,74620,74620,74620,74620,74620,74620,74620,74620,74620,74620,74620,74620,74620,74620,74620,74620,74620,74620,74620,74620,74620,74620,74620,0,0,0,0
20754203,ADATA DDR4-3600 CL18 SPECTRIX D35G RGB 화이트 패키지 코잇,ADATA SPECTRIX D35G RGB 화이트 패키지 코잇,DDR4,3600,CL18,16GB(8GX2),16,84240,84460,84460,84460,84460,84460,84460,84460,84460,84460,84460,84460,84460,84420,84350,84320,84200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20754203,ADATA DDR4-3600 CL18 SPECTRIX D35G RGB 화이트 패키지 코잇,ADATA SPECTRIX D35G RGB 화이트 패키지 코잇,DDR4,3600,CL18,32GB(16GX2),32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20754176,ADATA DDR4-3600 CL18 SPECTRIX D35G RGB 화이트 패키지 코잇,ADATA SPECTRIX D35G RGB 화이트 패키지 코잇,DDR4,3600,CL18,32GB(16GX2),32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159540,159540,159540,159540,163900,166140,196320,197300,197300,197300,197300,197300,197300,197300
20754176,ADATA DDR4-3600 CL18 SPECTRIX D35G RGB 화이트 패키지 코잇,ADATA SPECTRIX D35G RGB 화이트 패키지 코잇,DDR4,3600,CL18,16GB(8GX2),16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84080,83990,85150,85150,85150,85150,86500,86500,86500,86500,86500,86500,86500,109480
93804950,ADATA DDR5-4800 CL40 서린,ADATA 서린,DDR5,4800,CL40,16GB,16,59500,0,0,0,0,0,0,0,0,0,59500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15598844,ADATA DDR5-5200 CL38 LANCER RGB 블랙 패키지,ADATA LANCER RGB 블랙 패키지,DDR5,5200,CL38,32GB(16GX2),32,200000,200000,200000,200000,200000,200000,200000,200000,200000,200000,200000,200000,200000,200000,200000,200000,200000,200000,250000,250000,250000,250000,0,0,0,0,0,0,0,0,0
15598841,ADATA DDR5-5200 CL38 LANCER 블랙 패키지,ADATA LANCER 블랙 패키지,DDR5,5200,CL38,32GB(16GX2),32,785770,795480,774680,774680,774680,774680,778863,778863,778863,778863,781380,781380,781380,781380,781380,781380,781380,781380,781380,781380,781384,724032,780346,791570,806180,791560,791560,791560,791560,740122,740122
