Id,Name,ram_model,memory_gen,memory_speed,cl_value,capacity,capacity_gb,2024-10-01,2024-10-02,2024-10-03,2024-10-04,2024-10-05,2024-10-06,2024-10-07,2024-10-08,2024-10-09,2024-10-10,2024-10-11,2024-10-12,2024-10-13,2024-10-14,2024-10-15,2024-10-16,2024-10-17,2024-10-18,2024-10-19,2024-10-20,2024-10-21,2024-10-22,2024-10-23,2024-10-24,2024-10-25,2024-10-26,2024-10-27,2024-10-28,2024-10-29,2024-10-30,2024-10-31
21593018,ADATA DDR4-3200 CL16 GAMMIX D35 블랙 패키지,ADATA GAMMIX D35 블랙 패키지,DDR4,3200,CL16,32GB(16GX2),32,105970,105970,105970,105970,105970,105970,0,0,0,105970,105970,105970,105970,105970,105970,105970,0,0,0,105970,105970,105970,105970,105970,105970,105970,105970,105970,105970,105970,105970
21593018,ADATA DDR4-3200 CL16 GAMMIX D35 블랙 패키지,ADATA GAMMIX D35 블랙 패키지,DDR4,3200,CL16,16GB(8GX2),16,71960,71960,71960,71960,71960,71960,0,0,0,71960,71960,71960,71960,71960,71960,71960,0,0,0,71960,71960,71960,71960,71960,71960,71960,71960,71960,71960,71960,71960
21593129,ADATA DDR4-3200 CL16 GAMMIX D35 블랙 패키지,ADATA GAMMIX D35 블랙 패키지,DDR4,3200,CL16,32GB(16GX2),32,0,0,0,0,0,0,105970,105970,105970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21593129,ADATA DDR4-3200 CL16 GAMMIX D35 블랙 패키지,ADATA GAMMIX D35 블랙 패키지,DDR4,3200,CL16,16GB(8GX2),16,0,0,0,0,0,0,71960,71960,71960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21593303,ADATA DDR4-3200 CL16 GAMMIX D35 화이트 패키지,ADATA GAMMIX D35 화이트 패키지,DDR4,3200,CL16,32GB(16GX2),32,0,0,0,0,0,0,0,0,105970,105970,105970,105970,105970,105970,105970,105970,105970,105970,105970,105970,105970,105970,105970,0,0,0,0,0,0,105970,0
20754014,ADATA DDR4-3200 CL16 SPECTRIX D35G RGB 블랙 패키지,ADATA SPECTRIX D35G RGB 블랙 패키지,DDR4,3200,CL16,32GB(16GX2),32,110330,110330,110330,0,0,110330,110330,110330,110330,110330,110330,110330,110330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20754014,ADATA DDR4-3200 CL16 SPECTRIX D35G RGB 블랙 패키지,ADATA SPECTRIX D35G RGB 블랙 패키지,DDR4,3200,CL16,16GB(8GX2),16,60490,60490,60490,0,0,60490,60490,60490,60490,60490,60490,60490,60490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20754032,ADATA DDR4-3200 CL16 SPECTRIX D35G RGB 블랙 패키지,ADATA SPECTRIX D35G RGB 블랙 패키지,DDR4,3200,CL16,32GB(16GX2),32,0,0,0,110330,110330,0,0,0,0,0,0,0,0,110330,110330,110330,110330,110330,110330,110330,110330,110330,110330,110330,110330,110330,110330,0,110330,110330,110330
20754032,ADATA DDR4-3200 CL16 SPECTRIX D35G RGB 블랙 패키지,ADATA SPECTRIX D35G RGB 블랙 패키지,DDR4,3200,CL16,16GB(8GX2),16,0,0,0,60490,60490,0,0,0,0,0,0,0,0,60490,60490,60490,60490,60490,60490,60490,60490,60490,60490,60490,60490,60490,60490,0,60490,60490,60490
20754092,ADATA DDR4-3200 CL16 SPECTRIX D35G RGB 화이트 패키지,ADATA SPECTRIX D35G RGB 화이트 패키지,DDR4,3200,CL16,32GB(16GX2),32,102840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102840,102840,102840,102840,102840,102840,0,0,0,0,0,0,0
20754092,ADATA DDR4-3200 CL16 SPECTRIX D35G RGB 화이트 패키지,ADATA SPECTRIX D35G RGB 화이트 패키지,DDR4,3200,CL16,16GB(8GX2),16,60880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60780,60750,60650,58820,58820,58820,0,0,0,0,0,0,0
20754074,ADATA DDR4-3200 CL16 SPECTRIX D35G RGB 화이트 패키지,ADATA SPECTRIX D35G RGB 화이트 패키지,DDR4,3200,CL16,32GB(16GX2),32,0,102840,102840,102840,102840,102840,102840,102840,102840,102840,102840,102840,102840,102840,102840,102840,102840,102840,0,0,0,0,0,0,101800,101800,101800,101800,101800,101800,101790
20754074,ADATA DDR4-3200 CL16 SPECTRIX D35G RGB 화이트 패키지,ADATA SPECTRIX D35G RGB 화이트 패키지,DDR4,3200,CL16,16GB(8GX2),16,0,60880,60880,60880,60880,60880,60880,60880,60880,60880,60880,60880,60880,60880,60880,60880,60880,60880,0,0,0,0,0,0,60160,60160,60160,60160,60160,60160,60160
13287515,ADATA DDR4-3200 CL16 SPECTRIX D50 RGB 패키지,ADATA SPECTRIX D50 RGB 패키지,DDR4,3200,CL16,32GB(16GX2),32,103550,103550,103550,103550,103550,103550,103550,103550,103550,103550,103550,103550,103550,103550,103550,103550,103550,103550,103550,103550,103550,103550,103550,103550,103550,103550,103550,103550,103550,103550,103550
12216656,ADATA DDR4-3200 CL16 SPECTRIX D50 RGB 화이트 패키지,ADATA SPECTRIX D50 RGB 화이트 패키지,DDR4,3200,CL16,32GB(16GX2),32,298000,298000,298000,298000,298000,298000,298000,298000,298000,298000,298000,298000,298000,298000,298000,298000,298000,298000,298000,298000,298000,298000,298000,298000,298000,298000,298000,298000,298000,298000,298000
12091751,ADATA DDR4-3200 CL22,ADATA,DDR4,3200,CL22,32GB,32,89840,89840,89840,89840,89840,89840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12091751,ADATA DDR4-3200 CL22,ADATA,DDR4,3200,CL22,16GB,16,43260,43230,43200,43170,43140,43030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12091751,ADATA DDR4-3200 CL22,ADATA,DDR4,3200,CL22,8GB,8,22990,22990,22990,22990,22990,22990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11830747,ADATA DDR4-3200 CL22,ADATA,DDR4,3200,CL22,32GB,32,0,0,0,0,0,0,74000,74000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11830747,ADATA DDR4-3200 CL22,ADATA,DDR4,3200,CL22,16GB,16,0,0,0,0,0,0,43020,43220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11830747,ADATA DDR4-3200 CL22,ADATA,DDR4,3200,CL22,8GB,8,0,0,0,0,0,0,22990,22990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11868160,ADATA DDR4-3200 CL22,ADATA,DDR4,3200,CL22,32GB,32,0,0,0,0,0,0,0,0,74000,74000,74000,89840,89840,89840,89840,89840,89840,89840,89840,89840,89840,89100,89100,89100,89190,89190,89190,89190,89190,89190,89190
11868160,ADATA DDR4-3200 CL22,ADATA,DDR4,3200,CL22,16GB,16,0,0,0,0,0,0,0,0,43220,40000,40000,40000,40000,44190,44200,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,39000,39000,39000,39000,39000,39000
11868160,ADATA DDR4-3200 CL22,ADATA,DDR4,3200,CL22,8GB,8,0,0,0,0,0,0,0,0,22980,22980,22980,22980,22980,22980,22980,22980,22980,22980,22980,22980,22980,22980,22980,22980,22980,22980,22980,22980,22980,22980,22980
