Id,Name,ram_model,memory_gen,memory_speed,cl_value,capacity,capacity_gb,2025-09-01,2025-09-02,2025-09-03,2025-09-04,2025-09-05,2025-09-06,2025-09-07,2025-09-08,2025-09-09,2025-09-10,2025-09-11,2025-09-12,2025-09-13,2025-09-14,2025-09-15,2025-09-16,2025-09-17,2025-09-18,2025-09-19,2025-09-20,2025-09-21,2025-09-22,2025-09-23,2025-09-24,2025-09-25,2025-09-26,2025-09-27,2025-09-28,2025-09-29,2025-09-30
20754074,ADATA DDR4-3200 CL16 SPECTRIX D35G RGB 화이트 패키지,ADATA SPECTRIX D35G RGB 화이트 패키지,DDR4,3200,CL16,32GB(16GX2),32,136200,136200,136200,136200,136200,136200,136200,136200,136200,136200,136200,136200,136200,136200,136200,136200,136200,0,136200,136200,136200,136200,136200,136200,0,0,0,0,0,0
11868160,ADATA DDR4-3200 CL22 코잇,ADATA 코잇,DDR4,3200,CL22,16GB,16,43000,43000,43000,43000,43000,43000,43000,43000,43000,43000,43000,43000,43000,43000,43000,43000,43000,0,43000,43000,43000,43000,43000,43000,43000,43000,43000,43000,43000,43000
11868160,ADATA DDR4-3200 CL22 코잇,ADATA 코잇,DDR4,3200,CL22,8GB,8,76300,76300,76300,76300,76300,76300,76300,76300,76300,76300,76300,76300,76300,76300,76300,76300,76300,0,76300,76300,76300,76300,76300,76300,76300,76300,76300,76300,76300,76300
94450319,ADATA DDR4-3200 CL22 파인인포,ADATA 파인인포,DDR4,3200,CL22,16GB,16,65370,65370,65370,66480,66450,66390,66370,66360,66330,66220,66120,66110,66000,65980,65980,65960,65930,0,65960,65960,65940,65940,65940,65940,65940,57980,57960,57930,57810,57710
94450319,ADATA DDR4-3200 CL22 파인인포,ADATA 파인인포,DDR4,3200,CL22,8GB,8,34850,34850,34850,34850,34850,34830,34810,34810,34800,34770,34650,34560,34460,34440,34410,34380,34380,0,34380,34380,34360,34360,34360,34360,34360,31840,31740,31710,31590,31500
94450340,ADATA DDR4-3200 CL22 파인인포,ADATA 파인인포,DDR4,3200,CL22,16GB,16,0,0,0,0,0,0,0,0,0,0,0,66110,66000,65980,65980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94450340,ADATA DDR4-3200 CL22 파인인포,ADATA 파인인포,DDR4,3200,CL22,8GB,8,0,0,0,0,0,0,0,0,0,0,0,34560,34460,34440,34410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21592844,ADATA DDR4-3600 CL18 GAMMIX D35 블랙 패키지,ADATA GAMMIX D35 블랙 패키지,DDR4,3600,CL18,16GB(8GX2),16,74620,74620,0,0,0,0,0,74620,74620,74620,74620,74620,74620,74620,74620,74620,0,0,74620,74620,74620,74620,74620,74620,74620,74620,74620,74620,74620,74620
20754203,ADATA DDR4-3600 CL18 SPECTRIX D35G RGB 화이트 패키지 코잇,ADATA SPECTRIX D35G RGB 화이트 패키지 코잇,DDR4,3600,CL18,32GB(16GX2),32,125130,127000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20754203,ADATA DDR4-3600 CL18 SPECTRIX D35G RGB 화이트 패키지 코잇,ADATA SPECTRIX D35G RGB 화이트 패키지 코잇,DDR4,3600,CL18,16GB(8GX2),16,79000,79000,0,0,78990,81990,81990,79000,79530,79530,81990,81990,81990,81990,81990,81990,81990,0,85150,85150,85150,85150,85150,85150,85150,85150,85150,85150,85150,85150
20754176,ADATA DDR4-3600 CL18 SPECTRIX D35G RGB 화이트 패키지 코잇,ADATA SPECTRIX D35G RGB 화이트 패키지 코잇,DDR4,3600,CL18,32GB(16GX2),32,0,0,126990,126990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20754176,ADATA DDR4-3600 CL18 SPECTRIX D35G RGB 화이트 패키지 코잇,ADATA SPECTRIX D35G RGB 화이트 패키지 코잇,DDR4,3600,CL18,16GB(8GX2),16,0,0,78390,78360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93804950,ADATA DDR5-4800 CL40 서린,ADATA 서린,DDR5,4800,CL40,16GB,16,56970,56990,56990,56990,56990,56990,56970,56970,57000,57000,57000,57000,57000,56990,56990,57000,57000,0,57000,57000,57000,57000,57000,57000,57000,57000,57000,57000,57000,57000
93804950,ADATA DDR5-4800 CL40 서린,ADATA 서린,DDR5,4800,CL40,32GB,32,114500,114500,114500,114500,114500,114500,114500,114500,114500,114500,114500,114500,114500,114500,114500,114500,114500,0,114500,114500,114500,114500,114500,114500,114500,114500,0,0,0,0
15598844,ADATA DDR5-5200 CL38 LANCER RGB 블랙 패키지,ADATA LANCER RGB 블랙 패키지,DDR5,5200,CL38,32GB(16GX2),32,200000,200000,200000,200000,200000,200000,200000,200000,200000,200000,200000,200000,200000,200000,200000,200000,200000,0,200000,200000,200000,200000,200000,200000,200000,200000,200000,200000,200000,200000
15598841,ADATA DDR5-5200 CL38 LANCER 블랙 패키지,ADATA LANCER 블랙 패키지,DDR5,5200,CL38,32GB(16GX2),32,784480,784480,784480,780346,780346,778629,778629,778629,778629,778629,778629,778629,778629,778629,778629,778629,778629,0,782710,782710,782710,782710,782710,782700,782700,782700,792700,792670,792550,782700
76071389,ADATA DDR5-5600 CL46 ECC/REG,ADATA ECC/REG,DDR5,5600,CL46,32GB,32,237000,237000,269990,269990,269990,269990,269990,261900,261900,269990,269990,275140,276600,276600,276600,273700,275140,0,276620,276620,276620,276620,276620,276620,278960,279150,279150,279150,279150,279150
81036575,ADATA DDR5-5600 CL46 LANCER BLADE 블랙 서린,ADATA LANCER BLADE 블랙 서린,DDR5,5600,CL46,16GB,16,61620,61610,0,61590,0,61580,61550,61570,61550,61550,61550,61550,61540,61540,61540,61550,0,0,0,0,0,0,63500,63500,67000,63500,74000,0,0,0
81036575,ADATA DDR5-5600 CL46 LANCER BLADE 블랙 서린,ADATA LANCER BLADE 블랙 서린,DDR5,5600,CL46,32GB,32,118210,118210,0,124990,0,124990,124980,124990,124990,124990,124990,124990,124980,124980,124980,124990,0,0,0,0,0,0,125210,125210,125210,125110,141990,0,0,0
81036614,ADATA DDR5-5600 CL46 LANCER BLADE 블랙 서린,ADATA LANCER BLADE 블랙 서린,DDR5,5600,CL46,16GB,16,0,0,61600,0,61590,0,0,0,0,0,0,0,0,0,0,0,61550,0,63500,63500,63500,63500,0,0,0,0,0,74000,74000,74000
81036614,ADATA DDR5-5600 CL46 LANCER BLADE 블랙 서린,ADATA LANCER BLADE 블랙 서린,DDR5,5600,CL46,32GB,32,0,0,118210,0,124990,0,0,0,0,0,0,0,0,0,0,0,125000,0,125210,125210,125210,125210,0,0,0,0,0,141990,141990,141990
