block,test,F_stat,p_value,df_num,df_denom
product_FE,high_vs_mid_BTC_lags_joint_zero,0.7452811737749473,0.6666140185581866,9.0,96.0
product_FE,low_vs_mid_BTC_lags_joint_zero,0.8606910305616629,0.5629090111486884,9.0,96.0
product_FE,high_vs_low_BTC_lags_joint_zero,0.37341302468305115,0.9451841284421604,9.0,96.0
product_FE,all_group_BTC_interactions_joint_zero,1.0512773011025978,0.4126315949843065,18.0,96.0
