n,resid_mean,resid_std,resid_skew,resid_kurtosis,jarque_bera_stat,jarque_bera_p
291,1.5976147476349975e-18,0.007476312478296261,1.7748816083552765,14.659704739725786,1801.1630938365797,0.0
