date,group,gpu_ret,btc_krw_ret_l0,time_regime,btc_vol_regime
2025-10-26,mid,-0.0017939938319047,0.0134425332865646,late,low_btc_vol
2025-10-26,low,-0.0024623266671188,0.0134425332865646,late,low_btc_vol
2025-11-02,low,-0.0068110406090726,-0.001811716167456,late,low_btc_vol
2025-11-02,high,0.0025334295485411,-0.001811716167456,late,low_btc_vol
2025-11-02,mid,-0.0035263129399603,-0.001811716167456,late,low_btc_vol
2025-11-09,high,0.0078451242449248,-0.0563115455769072,late,low_btc_vol
2025-11-09,mid,0.0049191950548529,-0.0563115455769072,late,low_btc_vol
2025-11-09,low,0.0076036048257683,-0.0563115455769072,late,low_btc_vol
2025-11-16,mid,0.0032149425529194,-0.0345212217962505,late,low_btc_vol
2025-11-16,low,0.018142143262261,-0.0345212217962505,late,low_btc_vol
2025-11-16,high,0.0050485413868575,-0.0345212217962505,late,low_btc_vol
2025-11-23,high,-0.0057063291718762,-0.1071778177182594,late,high_btc_vol
2025-11-23,mid,0.0011597214632579,-0.1071778177182594,late,high_btc_vol
2025-11-23,low,0.002331772975159,-0.1071778177182594,late,high_btc_vol
2025-11-30,low,0.0003591969697757,0.0171511784751103,late,high_btc_vol
2025-11-30,high,-0.001052620802921,0.0171511784751103,late,high_btc_vol
2025-11-30,mid,0.0010003432615732,0.0171511784751103,late,high_btc_vol
2025-12-07,low,-0.000824823513262,0.0064348011781767,late,high_btc_vol
2025-12-07,mid,0.000868529109144,0.0064348011781767,late,high_btc_vol
2025-12-07,high,-0.0002833823404221,0.0064348011781767,late,high_btc_vol
2025-12-14,high,-0.000762644367272,0.0071725055032452,late,high_btc_vol
2025-12-14,low,0.0003034346895279,0.0071725055032452,late,high_btc_vol
2025-12-14,mid,0.0009639496169771,0.0071725055032452,late,high_btc_vol
2025-12-21,mid,0.0037285463911734,-0.0397561868882512,late,high_btc_vol
2025-12-21,low,0.0025470075675169,-0.0397561868882512,late,high_btc_vol
2025-12-21,high,0.0005229647065171,-0.0397561868882512,late,high_btc_vol
2025-12-28,low,0.0008150488755921,-0.0090119081009447,late,low_btc_vol
2025-12-28,high,0.0033849059455572,-0.0090119081009447,late,low_btc_vol
2025-12-28,mid,0.003559557250236,-0.0090119081009447,late,low_btc_vol
2026-01-04,mid,0.0033864400969734,0.007358043232049,late,low_btc_vol
