date,group,gpu_ret,fitted,resid,std_resid,abs_std_resid
2026-02-01,low,0.0823005587286143,0.03255086751381003,0.04974969121480427,6.654308706227522,6.654308706227522
2026-02-01,mid,0.0710361726326668,0.03776335148408363,0.033272821148583175,4.450432114116978,4.450432114116978
2026-02-08,low,0.0106203796128869,0.043654787808662804,-0.033034408195775904,-4.41854300387722,4.41854300387722
2026-01-25,mid,0.0499667688360211,0.01712676065603563,0.032840008179985475,4.392540878316688,4.392540878316688
2026-01-18,high,0.0388727591079962,0.006209676545798465,0.032663082562197736,4.36887605447454,4.36887605447454
2026-02-08,mid,0.0128505224170458,0.04129138740401767,-0.028440864986971872,-3.8041300533566136,3.8041300533566136
2026-01-25,high,0.0505677162532321,0.02642678303538311,0.024140933217848992,3.2289893296902896,3.2289893296902896
2026-01-25,low,0.0305575241989678,0.008620702653980974,0.021936821544986825,2.9341766557603672,2.9341766557603672
2026-01-18,mid,0.0224926014914947,0.0016945041198297615,0.02079809737166494,2.781865716827892,2.781865716827892
2025-11-16,low,0.018142143262261,-0.0017870028144197343,0.019929146076680736,2.6656384594056304,2.6656384594056304
