group,total_steps,valid_steps,valid_ratio,ret_steps,ret_valid_ratio,bridge_steps,median_n_matched,median_n_used,total_n_trim,median_n_adj,median_n_adj_used,total_n_adj_trim,min_n_adj,max_n_adj,max_step_n,max_interval_days,max_abs_ret_w,max_abs_ret_lvl,max_abs_log_return
high,109,106,0.9724770642201837,105,0.963302752293578,1,269.0,241.0,3346,269.0,241.0,3320,0,390,3,21.0,0.0505677162532321,0.0505677162532321,0.0505677162532321
low,109,106,0.9724770642201837,105,0.963302752293578,1,43.0,37.0,538,43.0,37.0,538,0,64,3,21.0,0.0823005587286143,0.0823005587286143,0.0823005587286143
mid,109,106,0.9724770642201837,105,0.963302752293578,1,316.0,284.0,3743,316.0,283.0,3705,0,428,3,21.0,0.0710361726326668,0.0710361726326668,0.0710361726326668
