block,test,F_stat,p_value,df_num,df_denom
chip_main_lag_window,window_high_vs_low_BTC_joint_zero,0.7936241261315664,0.532162005854034,4.0,96.0
chip_main_lag_window,window_mid_vs_low_BTC_joint_zero,0.43166081362375464,0.7854419611113533,4.0,96.0
chip_main_lag_window,window_all_group_BTC_interactions_joint_zero,0.7849459615985203,0.6169930087174211,8.0,96.0
