date,group,gpu_ret,btc_krw_ret_l0,gpu_ret_sq,btc_ret_abs,gpu_roll_std_12w,gpu_roll_std_24w
2025-02-02,low,-0.0059859720842041,-0.011270472861252,3.583186179287078e-05,0.011270472861252,0.0046163326110478745,0.004049340873810814
2025-02-09,low,-0.0003550147108569,-0.0409746480380235,1.260354449248083e-07,0.0409746480380235,0.004643754809685654,0.00404762398971158
2025-02-16,low,0.0012689928229232,-0.0091607328626679,1.6103427846305924e-06,0.0091607328626679,0.004611826089891611,0.003965891515319505
2025-02-23,low,0.0140641063020916,-0.0109043615146369,0.00019779908607653264,0.0109043615146369,0.00568896215440713,0.0047252516932446064
2025-03-02,low,0.0021624053703031,-0.0898429512681602,4.6759969855156865e-06,0.0898429512681602,0.0055617782780013475,0.004716656494046714
2025-03-09,low,-0.0021291447511876,-0.0088169128031019,4.533257371509706e-06,0.0088169128031019,0.0051729958712800825,0.004713798976883701
2025-03-16,low,0.0016988734751254,-0.0489238811333372,2.8861710844846533e-06,0.0489238811333372,0.005136701789589783,0.004620954371444029
2025-03-23,low,0.0026587951911636,0.0298958795022947,7.069191868554684e-06,0.0298958795022947,0.0051330339903674985,0.004585579496158878
2025-03-30,low,0.0085088943056605,0.0164440130822178,7.240128230490168e-05,0.0164440130822178,0.005386118249291212,0.004674179106807055
2025-04-06,low,0.0010752607533219,-0.0359751097917282,1.15618568763438e-06,0.0359751097917282,0.005350683954447773,0.0046814525359584695
2025-04-13,low,-0.0067972444115537,-0.0274894381207495,4.6202531590398005e-05,0.0274894381207495,0.006035204177072052,0.004960193323998394
2025-04-20,low,0.0107833837996884,0.0197854212178967,0.00011628136617138222,0.0197854212178967,0.006252513061466821,0.005069832817035386
2025-04-27,low,0.0007072639081779,0.1050409413770196,5.00222235811077e-07,0.1050409413770196,0.00572792747980312,0.0050879855879855645
2025-05-04,low,-0.007406123822273,0.0137679229098601,5.485067007083963e-05,0.0137679229098601,0.006403288100425307,0.005474357067859659
2025-05-11,low,0.005536306343044,0.0336588283818208,3.0650687924029224e-05,0.0336588283818208,0.006464101815680173,0.005492619205518198
2025-05-18,low,-0.0015300183204682,0.0436888910885038,2.3409560609683314e-06,0.0436888910885038,0.005428216476466593,0.005547755152453915
2025-05-25,low,0.0024823209540382,0.0203618825011595,6.16191731885712e-06,0.0203618825011595,0.0054337677660840295,0.0055106586449464486
2025-06-01,low,0.0003103773497704,-0.0153010938519457,9.633409925049723e-08,0.0153010938519457,0.005338651362625017,0.00516670371830179
2025-06-08,low,0.0003373743513072,-0.0261309421581614,1.1382145291995401e-07,0.0261309421581614,0.005348553164459537,0.005167024502055368
2025-06-15,low,-0.0042940255031747,0.0238044773816206,1.8438655021914735e-05,0.0238044773816206,0.005570470192150274,0.005324645216465471
2025-06-22,low,-0.0003547469950295,-0.0263153788466325,1.258454304824601e-07,0.0263153788466325,0.0050168712319605775,0.005341849527969973
2025-07-20,low,-0.0061351587619228,0.0472094144153949,3.7640173033998105e-05,0.0472094144153949,0.005308929628712962,0.005489803579292207
2025-07-27,low,0.0007995973082795,-0.0054272587653976,6.393558554078217e-07,0.0054272587653976,0.004933305946915966,0.005485051034225135
2025-08-03,low,-0.0008446270384934,-0.0172198949752946,7.133948341541314e-07,0.0172198949752946,0.00360899754655742,0.005239550070718607
2025-08-10,low,-0.0067719780662666,0.0033958111333447,4.585968692999593e-05,0.0033958111333447,0.003942979932962407,0.00528534992494952
2025-08-17,low,0.0026446100246825,0.022744695735323,6.993962182651172e-06,0.022744695735323,0.0036266538303384643,0.005295826061519269
2025-08-24,low,0.0005322856874377,-0.036364343164351,2.833280530510249e-07,0.036364343164351,0.0030998954884134088,0.0052950174930061844
2025-08-31,low,-0.0029311605970872,-0.038492375794501,8.59170244591659e-06,0.038492375794501,0.003144913834858342,0.0045164497586566614
2025-09-07,low,-0.0006700111654182,0.0050728600367051,4.489149617850545e-07,0.0050728600367051,0.0029353718689543538,0.0044956320562357524
2025-09-14,low,0.0009313164124782,0.03239089067781,8.673502601512648e-07,0.03239089067781,0.0029744023813866867,0.0044781903223935285
2025-09-21,low,0.0001642922496528,0.0141465433649408,2.699194329597796e-08,0.0141465433649408,0.0029656374922216685,0.0044646030318936675
2025-09-28,low,-0.0005264560900616,-0.0322120044107876,2.771560147629475e-07,0.0322120044107876,0.002828929453423108,0.004428990720261607
2025-10-05,low,-0.0039299772280874,0.0716441604951256,1.5444721013285524e-05,0.0716441604951256,0.002930126606593295,0.004087037912793742
2025-10-12,low,-0.0005310683773872,0.0055570409023602,2.8203362146067353e-07,0.0055570409023602,0.002524419450126887,0.004070471001120595
2025-10-19,low,0.0060579929381354,-0.0755263303703337,3.6699278438498375e-05,0.0755263303703337,0.0032137832817694606,0.004083009028574544
2025-10-26,low,-0.0024623266671188,0.0134425332865646,6.063052615604377e-06,0.0134425332865646,0.003263574067995599,0.0033672575534833974
2025-11-02,low,-0.0068110406090726,-0.001811716167456,4.6390274178436046e-05,0.001811716167456,0.0032702759618885835,0.003569885174438284
2025-11-09,low,0.0076036048257683,-0.0563115455769072,5.781480634644698e-05,0.0563115455769072,0.0039616124972133475,0.003721057682304411
2025-11-16,low,0.018142143262261,-0.0345212217962505,0.0003291373621484022,0.0345212217962505,0.006627767042090179,0.00519718551848945
2025-11-23,low,0.002331772975159,-0.1071778177182594,5.4371652076818555e-06,0.1071778177182594,0.00649858343210434,0.00520455274241664
2025-11-30,low,0.0003591969697757,0.0171511784751103,1.2902246309604513e-07,0.0171511784751103,0.0064713149719240505,0.0051830141896941715
