date,mean_resid,max_abs_std_resid
2024-05-05,-0.002268225186813276,0.3674080807527566
2024-05-12,-0.0009219428849444548,0.706825906397231
2024-05-19,-0.0010710077746789216,0.2806124634099925
2024-05-26,-0.0028349854640776543,0.5831717136409814
2024-06-02,-0.006108410674672003,0.9414946513441039
2024-06-09,-0.0019027156979209547,0.5207130510645064
2024-06-16,0.0005031089357802986,0.3753331083091638
2024-06-23,0.0013375623486003418,0.427723617935665
2024-06-30,0.0031221716094372355,0.5877404555634596
2024-07-07,-0.002854684582037234,0.5939589692006674
2024-07-14,0.00045247564781730607,0.3298899186720426
2024-07-21,0.0034119726016926207,0.5790530941700711
2024-07-28,3.3002647383542755e-06,0.2105283067789879
2024-08-04,-0.004115614531640274,0.7834757759185019
2024-08-11,0.0005119579322139172,0.2581124757851091
2024-08-18,0.0004687854188493719,0.2591116009386863
2024-08-25,-0.0008914826523451591,0.3859693884246414
2024-09-01,-0.0036973054254819996,0.716969852208482
2024-09-08,0.0034114168599985693,0.8159836909758986
2024-09-15,-0.001015146910230001,0.6489860386454658
2024-09-22,0.0009326208189271305,0.18079888137016173
2024-09-29,-0.0037496540875627316,0.9536296118688523
2024-10-06,-0.001403820338062427,0.4009547435728541
2024-10-13,-0.0009754337222351106,0.5042273707882599
2024-10-20,0.003443403943335244,1.1736271778309866
2024-10-27,-0.001086593981259895,0.29988285445971274
2024-11-03,-0.003019825554761745,0.5418024232685477
2024-11-10,0.0024743833633240515,0.5818743523775279
2024-11-17,-0.0029783324780569384,0.6501180581869003
2024-11-24,0.00011102553163498312,0.07726126917014851
2024-12-01,-0.0047510815033517265,0.7643361570843442
2024-12-08,-0.0026457235407942037,0.49512119060960874
2024-12-15,0.0106599488068018,2.418891428782322
2024-12-22,-0.0031986813010905085,0.8862352749964097
2024-12-29,0.0013201939060500923,0.41005080702477514
2025-01-05,0.0015432650430712638,0.33522257380762205
2025-01-12,0.0034964938043147904,1.9167435541718145
2025-01-19,-0.005406504285771207,1.4029713022060666
2025-01-26,0.0004433032322290399,0.3360475760892328
2025-02-02,-0.007388685959311399,1.7000739218967742
2025-02-09,0.007480877139882163,1.577855222217156
2025-02-16,0.006507670126862146,2.402742773278053
2025-02-23,0.0009836834624645657,1.4471238737574248
2025-03-02,-0.0004518143619190198,0.7897715556483254
2025-03-09,0.0017430388236359144,0.6139861337320087
2025-03-16,-0.005309310190690106,2.5677985521650837
2025-03-23,-0.00416862316054838,0.9754528291459887
2025-03-30,0.005823081868203399,1.6936800867494473
2025-04-06,-0.0023756958592120797,0.44138050492546704
2025-04-13,-0.003342184493618079,1.3918114725174038
2025-04-20,0.0005866832389228282,0.8881801946781194
2025-04-27,0.000926044738555217,0.4145462869472903
2025-05-04,-0.006628777468490869,1.1796575942148027
2025-05-11,-0.0066337287224144765,1.2788474136844254
2025-05-18,-0.004652091879446836,1.095690978677973
2025-05-25,-0.002256960127329588,0.5148698949495824
2025-06-01,-0.007562983817871857,1.203069808157541
2025-06-08,0.0006834419302940573,0.20181101159562953
2025-06-15,-0.004993489797501157,1.3128346695547592
2025-06-22,-0.0019707616250124933,0.6104130332236162
2025-07-20,-0.0005579490628539913,0.6623591121172623
2025-07-27,-0.004965571561202714,1.2256618504515997
2025-08-03,-0.00031738401147259,0.17277691848026802
2025-08-10,-0.0035996830447659876,0.9454564155503337
2025-08-17,0.004147557083887595,0.9564515366503626
2025-08-24,-0.0015142385165458749,0.4228125200375252
2025-08-31,-0.004800688034128095,0.9421436084939867
2025-09-07,0.0018799598504764504,0.2625646819735429
2025-09-14,-0.0010043715454756607,0.22232022025037504
2025-09-21,-0.0013393855362199506,0.3557556251320911
2025-09-28,-0.0003982577525353421,0.18969073902066913
2025-10-05,-0.0031707651494897065,0.6521974403966108
2025-10-12,0.0017989452930791882,0.7230173424036149
2025-10-19,0.004762031136552969,0.8765508432554536
2025-10-26,-0.001959929358215848,0.5628127981509141
2025-11-02,-0.00191972637497843,0.6353751250878186
2025-11-09,0.005794940245034772,1.4024406355158028
2025-11-16,0.009267063117232015,2.6656384594056304
2025-11-23,-0.004769067963427234,0.9274712493393423
2025-11-30,-2.1608292982400602e-05,0.36060269828411856
2025-12-07,0.00407911984644038,0.648265601083789
2025-12-14,-0.0013557004529073196,0.2943270701076998
2025-12-21,0.0017703866205522967,0.26170670060264856
2025-12-28,0.0003142698589087569,0.49410826185655804
2026-01-04,-0.0009902542380532595,0.3989215582497891
2026-01-11,0.006684230386237036,0.9906872559403092
2026-01-18,0.02303762275242571,4.36887605447454
2026-01-25,0.026305920980940433,4.392540878316688
2026-02-01,0.03204877272402622,6.654308706227522
2026-02-08,-0.02568389399173039,4.41854300387722
2026-02-15,-0.003324877036628206,0.7030175696207046
2026-02-22,-0.002382663715113529,0.7367881234843053
2026-03-01,0.0058011086656603135,1.3081644942834194
2026-03-08,-0.008515649899122976,1.424470233138999
2026-03-15,-0.0010489362846365564,0.30431677653010775
2026-03-22,0.00029540969705108114,0.7482239446295659
2026-03-29,-0.0020963677925009265,0.6717215461207081
