Id,Name,cpu_model,cpu_codename,sale_info,2025-11-01,2025-11-02,2025-11-03,2025-11-04,2025-11-05,2025-11-06,2025-11-07,2025-11-08,2025-11-09,2025-11-10,2025-11-11,2025-11-12,2025-11-13,2025-11-14,2025-11-15,2025-11-16,2025-11-17,2025-11-18,2025-11-19,2025-11-20,2025-11-21,2025-11-22,2025-11-23,2025-11-24,2025-11-25,2025-11-26,2025-11-27,2025-11-28,2025-11-29,2025-11-30
18170813,AMD A4 7300 (리치랜드),AMD A4 7300,리치랜드,중고,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14250,14250,0,0,0,0,0,0,0,0,0,0,0
89607479,AMD EPYC 4584PX (라파엘),AMD EPYC 4584PX,라파엘,멀티팩 정품,921760,921760,925220,925220,925220,925220,925220,925220,928810,928810,928810,928810,937210,937210,937210,937210,937210,868550,857740,868510,868510,868510,868510,868510,868510,860930,860900,860810,860700,860580
92678627,AMD EPYC 4585PX (그라도),AMD EPYC 4585PX,그라도,멀티팩 정품,1097720,1097720,1097720,1097720,1097720,1097720,1097720,1097720,1097720,1107690,1107690,1107690,1107690,1107690,1107690,1107690,1107690,1107690,997920,1013790,1013790,1013790,1013790,1013790,1013790,1013790,1013790,1013790,1013790,1013790
99126977,AMD EPYC 7313 (밀라노),AMD EPYC 7313,밀라노,벌크 병행,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1220000,0,0
28159028,AMD FX 4100 (잠베지),AMD FX 4100,잠베지,중고,0,3140,3160,3170,3170,3170,3170,3160,0,3150,3150,3150,8550,8550,8550,8550,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4143917,AMD FX 8300 (비쉐라),AMD FX 8300,비쉐라,중고,18890,18890,18990,18990,18990,18990,18990,18980,18980,18980,18980,18970,18960,18970,18940,18930,18930,18930,18920,18920,18920,18900,18880,18870,18850,0,0,18900,0,18900
11035590,AMD 라이젠 스레드리퍼 1900X (화이트헤븐),AMD 라이젠 스레드리퍼 1900X,화이트헤븐,해외구매,556200,556200,556200,556200,556200,556200,528390,528390,528390,528390,528390,528390,528390,528390,528390,528390,528390,528390,528390,528390,528390,528390,528390,528390,528390,528390,528390,528390,528390,528390
5565155,AMD 라이젠 스레드리퍼 1920X (화이트헤븐),AMD 라이젠 스레드리퍼 1920X,화이트헤븐,해외구매,189600,200700,200700,200700,200700,200700,200700,200700,200700,200700,200700,200700,200700,200700,200700,200700,200700,200700,200700,200700,200700,200700,200700,200700,200700,200700,200700,192600,192600,192600
5565728,AMD 라이젠 스레드리퍼 1950X (화이트헤븐),AMD 라이젠 스레드리퍼 1950X,화이트헤븐,해외구매,441880,441880,433060,437480,437480,437480,419800,419800,419800,419800,419800,419800,419800,419800,419800,419800,419800,419800,419800,419800,419800,419800,419800,419800,419800,419800,419800,419800,419800,419800
10946196,AMD 라이젠 스레드리퍼 2920X (콜팩스),AMD 라이젠 스레드리퍼 2920X,콜팩스,해외구매,373190,373190,373190,373190,373190,373190,373190,373190,373190,373190,373190,373190,373190,373190,373190,373190,373190,373190,373190,373190,373190,373190,373190,373190,373190,373190,373190,373190,373190,373190
11036559,AMD 라이젠 스레드리퍼 2950X (콜팩스),AMD 라이젠 스레드리퍼 2950X,콜팩스,해외구매,717000,717000,717000,775250,775250,775250,753080,753080,753080,753080,753080,753080,753080,753080,753080,753080,753080,753080,753080,753080,753080,753080,753080,753080,753080,753080,753080,753080,753080,753080
11038053,AMD 라이젠 스레드리퍼 2970WX (콜팩스),AMD 라이젠 스레드리퍼 2970WX,콜팩스,해외구매,1681350,1681350,1681350,1681350,1681350,1681350,1681350,1681350,1681350,1681350,1681350,1681350,1681350,1681350,1681350,1693450,1693450,1693450,1693450,1693450,1693450,1685380,1685380,1685380,1685380,1685380,1728200,1728200,1728200,1728200
11035740,AMD 라이젠 스레드리퍼 2990WX (콜팩스),AMD 라이젠 스레드리퍼 2990WX,콜팩스,해외구매,1459990,1459990,1460000,1460000,1460000,1460000,1460000,1460000,1460000,1460000,1460000,1460000,1460000,1460000,1460000,1460000,1460000,1460000,1460000,1460000,1460000,1460000,1460000,1460000,1460000,1459990,1459990,1459990,1459990,1459990
11035356,AMD 라이젠 스레드리퍼 3960X (캐슬 픽),AMD 라이젠 스레드리퍼 3960X,캐슬 픽,해외구매,1132960,1132960,1110320,1121640,1121640,1121640,1102970,1102970,1102970,1102970,1102970,1102970,1102970,1102970,1102970,1102970,1102970,1102970,1102970,1102970,1102970,1102970,1102970,1102970,1102970,1102970,1102970,1102970,1102970,1102970
14079716,AMD 라이젠 스레드리퍼 3970X (캐슬 픽),AMD 라이젠 스레드리퍼 3970X,캐슬 픽,해외구매,2359110,2359110,2359110,2345420,2345420,2149650,2345420,2345420,2345420,2345420,2345420,2359110,2359110,2359110,2359110,2359110,2359110,2359110,2359110,2359110,2359110,2359110,2359110,2359110,2359110,2349110,2349110,2359110,2359110,2359110
30131825,AMD 라이젠 스레드리퍼 7960X (스톰 픽),AMD 라이젠 스레드리퍼 7960X,스톰 픽,"_정품_2,633,680|_멀티팩 정품 | _정품_2,633,690|_멀티팩 정품 | _정품_2,662,690|_멀티팩 정품 | _정품_2,663,680|_멀티팩 정품 | _정품_2,663,690|_멀티팩 정품",1937490,1937490,1937490,1937490,1937490,1937490,1937490,1937490,1937490,1937490,1937490,1937490,1937490,1937490,1937490,1937490,1946840,1946840,1946840,1946840,1946840,1946840,1946840,1946840,1946840,1946840,1946840,1946840,1946840,1946840
30131816,AMD 라이젠 스레드리퍼 7970X (스톰 픽),AMD 라이젠 스레드리퍼 7970X,스톰 픽,"_정품_3,400,000|_멀티팩 정품 | _정품_3,409,990|_멀티팩 정품 | _정품_3,410,000|_멀티팩 정품",3401400,3401280,3441700,3441700,3441700,3441700,3441700,3441700,3441700,3441700,3439300,3439300,3439300,3439300,3439300,3439300,3459670,3449670,3481890,3481890,3481890,3481890,3481890,3481890,3481890,3481890,3481890,3481890,3481890,3481890
30131798,AMD 라이젠 스레드리퍼 7980X (스톰 픽),AMD 라이젠 스레드리퍼 7980X,스톰 픽,"_정품_6,852,870|_멀티팩 정품 | _정품_6,919,190|_멀티팩 정품 | _정품_6,919,310|_멀티팩 정품 | _정품_6,919,550|_멀티팩 정품 | _정품_6,919,670|_멀티팩 정품 | _정품_6,919,790|_멀티팩 정품 | _정품_6,919,910|_멀티팩 정품 | _정품_6,919,940|_멀티팩 정품 | _정품_6,919,990|_멀티팩 정품",6588140,6588040,6682140,6682140,6682140,6682140,6682140,6682140,6682140,6682140,6682140,6682140,6682140,6682140,6682140,6682140,6738390,6807590,6807590,6880790,6880790,6880790,6880790,6880790,6880790,6880760,6880760,6880760,6880760,6880760
94932623,AMD 라이젠 스레드리퍼 9960X (시마다 픽),AMD 라이젠 스레드리퍼 9960X,시마다 픽,멀티팩 정품,3270000,3270000,3270000,3270000,3270000,3270000,3270000,3270000,3270000,3270000,2770000,2770000,2269410,2269410,2269410,2269410,2345410,2300000,2378480,2400000,2400000,2513150,2513150,2513150,2513150,2513150,2513150,2490000,2490000,2359750
94932554,AMD 라이젠 스레드리퍼 9970X (시마다 픽),AMD 라이젠 스레드리퍼 9970X,시마다 픽,멀티팩 정품,3746340,3746290,3747800,3747800,3747800,3747800,3747790,3747790,3747790,3747790,3747790,3747790,3853540,3889990,3889990,3889990,3889990,3889990,3889990,3700000,3890000,3889990,3889990,3889990,3889990,3889940,3889910,3889790,3889710,3889680
94932239,AMD 라이젠 스레드리퍼 9980X (시마다 픽),AMD 라이젠 스레드리퍼 9980X,시마다 픽,멀티팩 정품,7447070,7447070,7447070,7447070,7447070,7447070,7447070,7447070,7447070,7447070,7447070,7447070,7447070,7447070,7446920,7446910,7446910,7619990,7619990,6980000,6980000,6980000,6980000,6980000,6980000,6980000,7620000,7619920,7619890,7619800
13491257,AMD 라이젠 스레드리퍼 PRO 3955WX (캐슬 픽-W),AMD 라이젠 스레드리퍼 PRO 3955WX,캐슬 픽-W,"_정품_1,131,750|_해외구매 | _정품_1,149,000|_해외구매",1368800,1368800,1368800,1368800,1368800,1368800,1368800,1368800,1368800,1368800,1368800,1368800,1368800,1368800,1368800,1368800,1368800,1368800,1368800,1368800,1368800,1368800,1833300,1833300,1833300,1833300,1833300,1833300,1833300,1833300
18614342,AMD 라이젠 스레드리퍼 PRO 3975WX (캐슬 픽-W),AMD 라이젠 스레드리퍼 PRO 3975WX,캐슬 픽-W,"_벌크 병행_2,279,370|_해외구매_2,424,740|중고 | _벌크 병행_2,279,380|_해외구매_2,424,740|중고 | _벌크 병행_2,279,400|_해외구매_2,424,740|중고 | _벌크 병행_2,279,490|_해외구매_2,424,740|중고 | _벌크 병행_2,279,600|_해외구매_2,424,740|중고 | _벌크 병행_2,279,710|_해외구매_2,424,740|중고 | _벌크 병행_2,279,830|_해외구매_2,424,740|중고 | _벌크 병행_2,279,950|_해외구매_2,424,740|중고 | _벌크 병행_2,279,980|_해외구매_2,424,740|중고 | _벌크 병행_2,279,990|_해외구매_2,424,740|중고 | _벌크 병행_2,329,720|_해외구매_2,424,740|중고 | _벌크 병행_2,329,760|_해외구매_2,424,740|중고 | _벌크 병행_2,329,790|_해외구매_2,424,740|중고",2325580,2325580,2279080,2302340,2302340,2250000,2250000,2250000,2250000,2250000,2250000,2249990,2249990,2249990,2249990,2249990,2249990,2249990,2250000,2250000,2250000,2250000,2250000,2250000,2250000,2250000,2250000,2250000,2250000,2250000
18000296,AMD 라이젠 스레드리퍼 PRO 3995WX (캐슬 픽-W),AMD 라이젠 스레드리퍼 PRO 3995WX,캐슬 픽-W,해외구매,9474890,9474890,9285410,9380160,9380160,9380160,9380160,9380160,9380160,9380160,9380160,9444900,9444900,9444900,9444900,9444900,9444900,9444900,9444900,9444900,9444900,9444900,9444900,9444900,9444900,9444900,9444900,9444900,9444900,9444900
