Id,Name,cpu_model,cpu_codename,sale_info,2025-02-01,2025-02-02,2025-02-03,2025-02-04,2025-02-05,2025-02-06,2025-02-07,2025-02-08,2025-02-09,2025-02-10,2025-02-11,2025-02-12,2025-02-13,2025-02-14,2025-02-15,2025-02-16,2025-02-17,2025-02-18,2025-02-19,2025-02-20,2025-02-21,2025-02-22,2025-02-23,2025-02-24,2025-02-25,2025-02-26,2025-02-27,2025-02-28
30143039,AMD 라이젠 스레드리퍼 PRO 7965WX (스톰 픽),AMD 라이젠 스레드리퍼 PRO 7965WX,스톰 픽,"_멀티팩(정품)_3,089,320|_정품 | _멀티팩(정품)_3,640,150|_정품 | _멀티팩(정품)_3,640,160|_정품 | _멀티팩(정품)_3,640,170|_정품 | _멀티팩(정품)_3,640,200|_정품 | _멀티팩(정품)_3,640,210|_정품 | _멀티팩(정품)_3,640,240|_정품 | _멀티팩(정품)_3,640,250|_정품 | _멀티팩(정품)_3,640,260|_정품 | _멀티팩(정품)_3,640,290|_정품 | _멀티팩(정품)_3,684,600|_정품 | _멀티팩(정품)_3,766,470|_정품 | _멀티팩(정품)_3,808,480|_정품 | _멀티팩(정품)_3,849,370|_정품",4007260,4007260,4007260,4007260,4007260,4007260,4007260,4007260,4007260,4007260,4007260,4007260,4007260,4007260,4007260,4007260,4007260,4007260,4007260,4007260,4007260,4007260,4007260,4007260,4007260,4007260,4007260,4007260
30143105,AMD 라이젠 스레드리퍼 PRO 7975WX (스톰 픽),AMD 라이젠 스레드리퍼 PRO 7975WX,스톰 픽,"_멀티팩(정품)_6,037,290|정품_6,953,000|_해외구매 | _멀티팩(정품)_6,037,320|정품_6,953,000|_해외구매 | _멀티팩(정품)_6,048,830|_정품_6,953,000|해외구매 | _멀티팩(정품)_6,048,830|정품_6,953,000|_해외구매",7382720,7382720,7382720,7382720,7382720,7382720,7382720,7382720,7382720,7382720,7382720,7382720,7382720,7382720,7382720,7382720,7382720,7382720,7382720,7382720,7382720,7382720,7382720,7382720,7382720,7382720,7382720,7382720
30143060,AMD 라이젠 스레드리퍼 PRO 7985WX (스톰 픽),AMD 라이젠 스레드리퍼 PRO 7985WX,스톰 픽,"_멀티팩(정품)_10,199,990|_정품 | _멀티팩(정품)_10,200,000|_정품 | _멀티팩(정품)_10,213,700|_정품 | _멀티팩(정품)_10,213,720|_정품",10599960,10599950,10599940,10599910,10599900,10599870,10599860,10599830,10599820,10599790,10599780,10599990,10599990,10599930,10599810,10599690,10599570,10599450,10599350,10599990,10599990,10599920,10599890,10599770,10599690,10200000,10200000,10200000
30142979,AMD 라이젠 스레드리퍼 PRO 7995WX (스톰 픽),AMD 라이젠 스레드리퍼 PRO 7995WX,스톰 픽,"_멀티팩(정품)_13,848,000|_정품_13,989,770|해외구매 | _멀티팩(정품)_13,848,030|_정품_13,989,800|해외구매 | _멀티팩(정품)_14,089,220|_정품_14,125,650|해외구매 | _멀티팩(정품)_14,089,220|_정품_14,125,670|해외구매 | _멀티팩(정품)_14,089,220|_정품_14,125,680|해외구매 | _멀티팩(정품)_14,089,220|_정품_14,125,700|해외구매 | _멀티팩(정품)_14,089,240|_정품_14,125,740|해외구매 | _멀티팩(정품)_14,089,240|_정품_14,125,770|해외구매 | _멀티팩(정품)_14,089,240|_정품_14,125,790|해외구매 | _멀티팩(정품)_14,089,240|_정품_14,125,800|해외구매 | _멀티팩(정품)_14,089,240|_정품_14,125,830|해외구매 | _멀티팩(정품)_14,089,240|_정품_14,125,840|해외구매 | _멀티팩(정품)_14,089,240|_정품_14,125,870|해외구매 | _멀티팩(정품)_14,089,240|_정품_14,125,880|해외구매 | _멀티팩(정품)_14,089,260|_정품_14,125,900|해외구매 | _멀티팩(정품)_14,089,280|_정품_14,125,930|해외구매 | _멀티팩(정품)_14,089,300|_정품_14,125,950|해외구매 | _멀티팩(정품)_14,089,330|_정품_14,125,980|해외구매 | _멀티팩(정품)_14,089,340|_정품_14,125,990|해외구매",18925930,18925920,18925910,18925970,15015780,15015780,15015780,15015780,15023090,15023090,15023090,15012620,15012620,15016300,15016300,19192540,19192420,19192300,19192190,19192090,19192060,19191940,19191820,19191700,19191620,19191500,18081140,18081110
11876290,AMD 라이젠3 PRO 4350G (르누아르),AMD 라이젠3 PRO 4350G,르누아르,"_멀티팩(정품)_194,000|_해외구매_154,480|중고 | _멀티팩(정품)_194,000|_해외구매_161,010|중고 | _멀티팩(정품)_194,000|_해외구매_162,290|중고 | _멀티팩(정품)_194,000|_해외구매_302,230|중고 | _멀티팩(정품)_194,000|_해외구매_302,270|중고 | _멀티팩(정품)_194,000|_해외구매_302,360|중고 | _멀티팩(정품)_194,000|_해외구매_302,480|중고",78260,78250,78240,78750,78750,78750,78750,78750,78750,78750,80500,80500,80500,80500,86290,86290,86290,86290,86290,86290,90970,90970,90970,90970,98320,98320,98320,98320
18172421,AMD 라이젠3-1세대 2200G (레이븐 릿지),AMD 라이젠3-1세대 2200G,레이븐 릿지,중고,33990,33990,33990,33990,33990,33990,33990,34000,34000,24740,24740,24740,24740,32300,32300,32300,32300,32300,34000,34000,34000,34000,34000,24740,25550,25550,25550,25550
12401438,AMD 라이젠3-2세대 3200G (피카소),AMD 라이젠3-2세대 3200G,피카소,"_멀티팩(정품)_80,010|_정품_80,010|해외구매_140,100|중고 | _멀티팩(정품)_80,010|_정품_80,010|해외구매_144,200|중고 | _멀티팩(정품)_80,010|_정품_80,010|해외구매_77,640|중고 | _멀티팩(정품)_80,950|_정품_88,490|해외구매_159,200|중고 | _멀티팩(정품)_81,760|_정품_81,760|해외구매_77,640|중고 | _멀티팩(정품)_81,770|_정품_81,770|해외구매_77,640|중고 | _멀티팩(정품)_82,050|_정품_84,430|해외구매_80,180|중고 | _멀티팩(정품)_82,050|_정품_88,490|해외구매_159,200|중고",60960,60930,60840,60730,60720,60690,60680,60670,60990,60990,60990,60990,60990,60990,60990,61910,61910,61910,61910,62100,63290,63290,63290,63290,65360,65360,65360,65360
12625094,AMD 라이젠3-3세대 3300X (마티스),AMD 라이젠3-3세대 3300X,마티스,"_멀티팩(정품)_270,000|_해외구매_726,260|중고 | _멀티팩(정품)_270,000|_해외구매_93,240|중고 | _멀티팩(정품)_270,000|_해외구매_98,340|중고 | _멀티팩(정품)_270,000|_해외구매_98,410|중고",49990,49990,45000,45000,45000,45000,45000,45000,45000,45000,46000,46000,46000,46000,46000,46000,46000,46000,46000,46000,46000,46000,46000,46000,46450,46450,46450,46450
70254251,AMD 라이젠3-4세대 5300G (세잔),AMD 라이젠3-4세대 5300G,세잔,멀티팩(정품),999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,999990,110400,147200,147190,147190,147190,147190,147190,147190,147190,147190,147190,147190,147190,148490,148490,148910,148800
11876443,AMD 라이젠5 PRO 4650G (르누아르),AMD 라이젠5 PRO 4650G,르누아르,"_멀티팩(정품)_297,620|_해외구매",181990,181990,181270,181270,181270,181270,181270,181270,181270,181270,181990,181990,182000,181990,181990,181990,181990,181990,182000,181990,181990,181990,181990,181990,181990,181990,181990,181990
29658575,AMD 라이젠5 PRO 7645 (라파엘),AMD 라이젠5 PRO 7645,라파엘,멀티팩(정품),346500,346500,346500,346500,346500,349800,349800,349800,349800,349800,349800,349800,349800,349800,349800,349800,349800,349800,349800,349800,349800,349800,349800,349800,349800,349800,349800,349800
8141410,AMD 라이젠5-1세대 1400 (서밋 릿지),AMD 라이젠5-1세대 1400,서밋 릿지,중고,26790,26790,25920,25920,25920,25920,25920,25920,0,0,0,0,0,26490,26490,0,26490,26490,26490,0,0,26490,0,0,0,0,0,0
18172463,AMD 라이젠5-1세대 1500X (서밋 릿지),AMD 라이젠5-1세대 1500X,서밋 릿지,중고,28990,28990,28300,28300,28300,28170,28170,28170,0,0,0,28790,28790,28790,28790,28790,28790,28790,28790,28790,28790,28790,28790,28790,28990,0,0,0
13822442,AMD 라이젠5-1세대 1600 (서밋 릿지),AMD 라이젠5-1세대 1600,서밋 릿지,중고,30900,30900,28420,28420,28420,29340,29340,33750,33750,33750,34500,34500,34500,34500,34500,34500,34500,34500,34500,34500,34500,34500,34500,34500,34990,34990,34990,34990
6333162,AMD 라이젠5-2세대 2600 (피나클 릿지),AMD 라이젠5-2세대 2600,피나클 릿지,해외구매,277900,277900,262900,247900,58160,63390,63390,63390,63390,63390,63390,63400,63400,63390,63390,64350,64350,64350,65440,65440,65440,65290,65290,65440,67360,65290,67360,67360
11026104,AMD 라이젠5-2세대 2600X (피나클 릿지),AMD 라이젠5-2세대 2600X,피나클 릿지,"_해외구매_101,000|_중고",56290,56290,50670,50670,50670,50670,50670,50670,50670,50670,38540,38540,38540,38540,38540,38540,38540,38540,51790,51790,51790,51790,51790,51790,51800,51800,51800,51800
11026974,AMD 라이젠5-2세대 3400G (피카소),AMD 라이젠5-2세대 3400G,피카소,해외구매,103310,103310,103310,103310,92070,92920,92920,92920,92920,92920,92920,92920,92920,92920,92920,92920,92920,92920,92920,92920,92920,92920,92920,92920,95950,95950,95950,95950
12340073,AMD 라이젠5-3세대 3500 (마티스),AMD 라이젠5-3세대 3500,마티스,해외구매,186190,186190,186190,186190,186190,186190,186190,186190,186190,186190,186190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75936140,AMD 라이젠5-3세대 3500 (마티스),AMD 라이젠5-3세대 3500,마티스,"_중고_42,220|_해외구매 | _중고_42,500|_해외구매 | _중고_43,140|_해외구매 | _중고_43,240|_해외구매 | _중고_43,990|_해외구매 | _중고_46,000|_해외구매 | _중고_51,790|_해외구매",0,0,0,0,0,0,0,0,0,0,0,186190,186190,186190,186190,186190,186190,186190,186190,186190,186190,186190,186190,186190,186190,186190,186190,186190
17744591,AMD 라이젠5-3세대 3500X (마티스),AMD 라이젠5-3세대 3500X,마티스,중고,53900,53900,49580,56250,49580,49580,49580,49580,49580,49580,57500,49580,49580,49580,57500,57500,57500,57500,57500,57500,57500,57500,57500,57500,59370,59370,59370,59370
10861092,AMD 라이젠5-3세대 3600 (마티스),AMD 라이젠5-3세대 3600,마티스,"_멀티팩(정품)_172,890|_중고",90330,90340,81310,73170,73170,74790,73170,73170,73170,73170,74790,74790,65000,73000,73000,73000,73000,73000,73000,72990,72500,69000,69000,69000,69000,69000,69000,69000
11024358,AMD 라이젠5-3세대 3600X (마티스),AMD 라이젠5-3세대 3600X,마티스,해외구매,339600,339590,339580,335200,95160,95220,95220,95220,95220,95220,95220,95220,95220,95220,89810,89810,89810,85080,83190,85080,90160,90160,90160,90160,85080,85080,85080,85080
12339050,AMD 라이젠5-3세대 3600XT (마티스),AMD 라이젠5-3세대 3600XT,마티스,중고,91660,91670,82510,82510,82510,82510,82510,82510,82510,82510,84330,84330,84330,84330,84330,84330,84330,84330,84330,84330,84330,84330,84330,84330,89110,89110,89110,89110
16740674,AMD 라이젠5-3세대 4500 (르누아르-X),AMD 라이젠5-3세대 4500,르누아르-X,"_멀티팩(정품)_100,140|_해외구매 | _멀티팩(정품)_100,230|_해외구매 | _멀티팩(정품)_101,450|_해외구매 | _멀티팩(정품)_101,460|_해외구매 | _멀티팩(정품)_102,090|_해외구매 | _멀티팩(정품)_99,270|_해외구매",100400,101690,99410,99410,99410,99410,99410,99410,99410,99410,100830,100800,100820,100760,100640,100520,100400,99410,97200,99410,99410,99410,100810,100700,100620,100500,100380,101690
17214128,AMD 라이젠5-3세대 4600G (르누아르),AMD 라이젠5-3세대 4600G,르누아르,"_멀티팩(정품)_200,000|_해외구매_128,340|중고 | _멀티팩(정품)_200,000|_해외구매_131,920|중고 | _멀티팩(정품)_200,000|_해외구매_134,910|중고 | _멀티팩(정품)_200,000|_해외구매_137,290|중고 | _멀티팩(정품)_200,000|_해외구매_137,600|중고",108000,108000,108000,106920,106920,106920,106920,106920,106920,109290,108000,108000,108000,108000,109290,109290,109290,109290,108000,108000,108000,108000,108000,108000,108000,108000,108000,108000
16740791,AMD 라이젠5-4세대 5500 (세잔),AMD 라이젠5-4세대 5500,세잔,"_정품_129,600|_중고 | _정품_130,700|_중고 | _정품_130,820|_중고 | _정품_130,940|_중고 | _정품_131,050|_중고 | _정품_131,140|_중고 | _정품_131,260|_중고 | _정품_131,380|_중고 | _정품_131,500|_중고 | _정품_131,620|_중고 | _정품_131,700|_중고 | _정품_131,800|_중고 | _정품_131,920|_중고 | _정품_132,040|_중고 | _정품_132,160|_중고 | _정품_132,280|_중고 | _정품_132,340|_중고 | _정품_132,400|_중고 | _정품_132,430|_중고 | _정품_132,470|_중고",127150,127160,124050,124050,124050,124050,124050,124050,124050,121360,124050,124050,124050,124050,124050,124050,124050,124050,124050,124050,124050,124050,124050,124050,127150,127150,127150,127150
54218171,AMD 라이젠5-4세대 5500GT (세잔),AMD 라이젠5-4세대 5500GT,세잔,"_멀티팩(정품)_164,030|_정품 | _멀티팩(정품)_164,450|_정품 | _멀티팩(정품)_164,570|_정품 | _멀티팩(정품)_164,690|_정품 | _멀티팩(정품)_165,460|_정품 | _멀티팩(정품)_165,480|_정품 | _멀티팩(정품)_166,510|_정품 | _멀티팩(정품)_166,520|_정품 | _멀티팩(정품)_167,420|_정품 | _멀티팩(정품)_167,430|_정품 | _멀티팩(정품)_167,990|_정품 | _멀티팩(정품)_168,000|_정품 | _멀티팩(정품)_168,360|_정품 | _멀티팩(정품)_168,870|_정품 | _멀티팩(정품)_168,970|_정품 | _멀티팩(정품)_168,980|_정품 | _멀티팩(정품)_168,990|_정품 | _멀티팩(정품)_169,000|_정품 | _멀티팩(정품)_170,140|_정품",173250,173250,173250,173250,173250,173880,173880,173880,173880,173880,173880,174900,173410,171010,169920,169800,169680,169450,169350,169290,169180,169070,168950,168830,168740,168630,168510,168390
16741211,AMD 라이젠5-4세대 5600 (버미어),AMD 라이젠5-4세대 5600,버미어,"_멀티팩(정품)_123,750|정품_140,480|_해외구매 | _멀티팩(정품)_123,820|정품_140,500|_해외구매 | _멀티팩(정품)_123,830|정품_140,520|_해외구매 | _멀티팩(정품)_123,950|정품_140,550|_해외구매 | _멀티팩(정품)_124,180|정품_140,560|_해외구매 | _멀티팩(정품)_124,610|정품_140,620|_해외구매 | _멀티팩(정품)_125,000|정품_141,260|_해외구매 | _멀티팩(정품)_125,030|정품_141,260|_해외구매 | _멀티팩(정품)_125,110|정품_141,260|_해외구매 | _멀티팩(정품)_125,210|정품_141,260|_해외구매 | _멀티팩(정품)_125,280|정품_141,260|_해외구매 | _멀티팩(정품)_125,330|정품_141,260|_해외구매 | _멀티팩(정품)_125,450|정품_141,260|_해외구매 | _멀티팩(정품)_125,570|정품_141,260|_해외구매 | _멀티팩(정품)_125,690|정품_141,260|_해외구매 | _멀티팩(정품)_126,410|정품_140,630|_해외구매 | _멀티팩(정품)_126,410|정품_142,190|_해외구매 | _멀티팩(정품)_126,420|정품_140,620|_해외구매 | _멀티팩(정품)_126,420|정품_141,260|_해외구매 | _멀티팩(정품)_127,720|정품_141,260|_해외구매 | _멀티팩(정품)_127,740|정품_141,260|_해외구매",129190,129190,124770,122000,124770,124770,124770,122000,122000,124770,128240,128240,128240,128240,128240,128240,128240,124770,122000,124770,124770,122000,122000,124770,126160,122000,129190,129190
14927675,AMD 라이젠5-4세대 5600G (세잔),AMD 라이젠5-4세대 5600G,세잔,"_멀티팩(정품)_178,930|_해외구매 | _멀티팩(정품)_178,940|_해외구매 | _멀티팩(정품)_178,950|_해외구매 | _멀티팩(정품)_181,640|_해외구매 | _멀티팩(정품)_183,770|_해외구매 | _멀티팩(정품)_186,150|_해외구매 | _멀티팩(정품)_186,670|_해외구매 | _멀티팩(정품)_210,860|_해외구매 | _멀티팩(정품)_214,720|_해외구매 | _멀티팩(정품)_218,400|_해외구매 | _멀티팩(정품)_244,780|_해외구매 | _멀티팩(정품)_249,490|_해외구매 | _멀티팩(정품)_249,500|_해외구매",133620,133620,126900,152230,152240,152240,152240,152240,152240,152240,154950,163980,164020,159210,151260,155690,155690,158910,155380,158910,158910,158910,164030,164030,159380,159380,162800,162800
34337192,AMD 라이젠5-4세대 5600GT (세잔),AMD 라이젠5-4세대 5600GT,세잔,"_멀티팩(정품)_179,660|_정품 | _멀티팩(정품)_180,355|_정품 | _멀티팩(정품)_180,530|_정품 | _멀티팩(정품)_181,320|_정품 | _멀티팩(정품)_181,330|_정품 | _멀티팩(정품)_181,550|_정품 | _멀티팩(정품)_181,680|_정품 | _멀티팩(정품)_181,720|_정품 | _멀티팩(정품)_181,740|_정품 | _멀티팩(정품)_181,750|_정품 | _멀티팩(정품)_182,060|_정품 | _멀티팩(정품)_182,280|_정품 | _멀티팩(정품)_182,390|_정품 | _멀티팩(정품)_182,420|_정품 | _멀티팩(정품)_182,490|_정품 | _멀티팩(정품)_182,650|_정품 | _멀티팩(정품)_182,680|_정품 | _멀티팩(정품)_182,720|_정품 | _멀티팩(정품)_182,740|_정품 | _멀티팩(정품)_183,640|_정품 | _멀티팩(정품)_184,090|_정품 | _멀티팩(정품)_184,390|_정품",199110,199110,199110,199320,198780,198780,198450,198230,198230,198230,198010,197470,197470,197140,197140,197140,197140,197140,196920,199070,199820,200360,200360,200360,416670,416670,416670,416670
60167690,AMD 라이젠5-4세대 5600GT (세잔),AMD 라이젠5-4세대 5600GT,세잔,"_멀티팩(정품)_179,660|_정품 | _멀티팩(정품)_180,355|_정품 | _멀티팩(정품)_180,530|_정품 | _멀티팩(정품)_181,320|_정품 | _멀티팩(정품)_181,330|_정품 | _멀티팩(정품)_181,550|_정품 | _멀티팩(정품)_181,680|_정품 | _멀티팩(정품)_181,720|_정품 | _멀티팩(정품)_181,740|_정품 | _멀티팩(정품)_181,750|_정품 | _멀티팩(정품)_182,060|_정품 | _멀티팩(정품)_182,280|_정품 | _멀티팩(정품)_182,390|_정품 | _멀티팩(정품)_182,420|_정품 | _멀티팩(정품)_182,490|_정품 | _멀티팩(정품)_182,650|_정품 | _멀티팩(정품)_182,680|_정품 | _멀티팩(정품)_182,720|_정품 | _멀티팩(정품)_182,740|_정품 | _멀티팩(정품)_183,640|_정품 | _멀티팩(정품)_184,090|_정품 | _멀티팩(정품)_184,390|_정품",199110,199110,199110,199320,198780,198780,198450,198230,198230,198230,198010,197470,197470,197140,197140,197140,197140,197140,196920,199070,199820,200360,200360,200360,416670,416670,416670,416670
