Id,Name,cpu_model,cpu_codename,sale_info,2024-07-01,2024-07-02,2024-07-03,2024-07-04,2024-07-05,2024-07-06,2024-07-07,2024-07-08,2024-07-09,2024-07-10,2024-07-11,2024-07-12,2024-07-13,2024-07-14,2024-07-15,2024-07-16,2024-07-17,2024-07-18,2024-07-19,2024-07-20,2024-07-21,2024-07-22,2024-07-23,2024-07-24,2024-07-25,2024-07-26,2024-07-27,2024-07-28,2024-07-29,2024-07-30,2024-07-31
15833261,AMD A4 3300 (라노),AMD A4 3300,라노,중고,0,0,2500,2500,2500,2500,2500,2500,2500,2500,0,0,2500,2500,2500,2500,2500,2500,0,0,0,0,0,0,0,0,0,0,0,2500,2500
15834833,AMD A4 3400 (라노),AMD A4 3400,라노,중고,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,2500,2500,2500,2500,2500,2500,0,0,0,0,0,0,0,0,2500,2500
18170813,AMD A4 7300 (리치랜드),AMD A4 7300,리치랜드,중고,4390,4390,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,0,0,4000,0,0,4000,4000,4000
9736854,AMD EPYC 7232P (롬),AMD EPYC 7232P,롬,정품,924000,924000,924000,924000,924000,924000,0,0,0,0,0,924000,924000,924000,924000,924000,924000,924000,924000,924000,924000,924000,924000,924000,924000,924000,924000,924000,924000,924000,924000
9736833,AMD EPYC 7262 (롬),AMD EPYC 7262,롬,정품,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1177000,1177000,0,1177000,1177000,1177000,1177000,1177000,1177000,1177000,0,0,1177000
9736752,AMD EPYC 7302 (롬),AMD EPYC 7302,롬,정품,2193000,2193000,2193000,2193000,2193000,2193000,2193000,2193000,0,0,0,0,2193000,2193000,2193000,2193000,2193000,2193000,2193000,2193000,0,0,0,0,2193000,0,0,2193000,2193000,2193000,2193000
9736764,AMD EPYC 7302P (롬),AMD EPYC 7302P,롬,정품,1062790,1062790,1062790,1062790,1062790,1062790,1062790,1062790,1062790,1062790,1062790,1062790,1062790,1062790,1062790,1062790,1062790,1062790,1062790,1062790,1062790,1062790,1062790,1062790,1062790,1062790,1062790,1062790,1062790,1062790,1062790
16909040,AMD EPYC 7543 (밀라노),AMD EPYC 7543,밀라노,정품,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000
9736071,AMD EPYC 7742 (롬),AMD EPYC 7742,롬,정품,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12799910,12799910,12799910,12799910,12799910,12799910,12799910,12799910,12799910,12799910,12799910,12799910,12799910,12799910,12799910,12799910,12799910
16908977,AMD EPYC 7763 (밀라노),AMD EPYC 7763,밀라노,정품,13699990,13699990,13699990,13699990,13699990,13699990,13699990,13699990,13699990,13699990,13699990,13699990,13699990,13699990,13699990,13699990,13699990,13699990,13699990,13699990,13699990,13699990,13699990,13699990,13699990,13699990,13699990,13699990,13699990,13699990,13699990
28159028,AMD FX 4100 (잠베지),AMD FX 4100,잠베지,중고,7900,7900,7500,7500,7500,7500,7500,7500,7500,7500,7500,7500,7500,7500,7500,7500,7500,7500,7500,7500,7500,7500,7500,7500,7500,7500,7500,7500,7500,7500,7500
4143917,AMD FX 8300 (비쉐라),AMD FX 8300,비쉐라,중고,46000,46000,46000,46000,46000,46000,46000,46000,46000,46000,46000,46000,46000,46000,46000,46000,46000,46000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000
5565728,AMD 라이젠 스레드리퍼 1950X (화이트헤븐),AMD 라이젠 스레드리퍼 1950X,화이트헤븐,해외구매,1110500,1110500,1110500,1110500,1110500,1110500,1110500,1110500,1110500,1110500,1110500,1110500,1110500,1110500,1110500,1110500,1110500,1110500,1110500,1110500,958500,958500,944900,944900,944900,944900,944900,930000,930000,930000,930000
11038053,AMD 라이젠 스레드리퍼 2970WX (콜팩스),AMD 라이젠 스레드리퍼 2970WX,콜팩스,해외구매,2151590,2151580,2008610,2159770,2159770,2159660,2159540,2159420,1978610,1978500,1978380,1978260,1978140,1978020,1977900,1977780,1977660,1977540,1977350,1977300,1977180,1977060,1976940,1976820,1976810,1976780,1976710,1976600,1976480,1976360,1976350
11035740,AMD 라이젠 스레드리퍼 2990WX (콜팩스),AMD 라이젠 스레드리퍼 2990WX,콜팩스,해외구매,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000
14079716,AMD 라이젠 스레드리퍼 3970X (캐슬 픽),AMD 라이젠 스레드리퍼 3970X,캐슬 픽,해외구매,2869780,2869770,2869760,2869730,2869640,2869560,2869480,2869450,2869330,2869210,2869090,2868970,2868850,2868730,2868610,2868520,2868510,2868510,3311100,3311100,3309200,3309200,3309200,3309200,3309200,3309200,3309200,3309200,3309200,3309200,3309200
30131825,AMD 라이젠 스레드리퍼 7960X (스톰 픽),AMD 라이젠 스레드리퍼 7960X,스톰 픽,정품,2296410,2293670,2288210,2285480,2282740,2282740,2307200,2304600,2301860,2293680,2288210,2282750,2307200,2307200,2318250,2312790,2307330,2301870,2296400,2319950,2319950,2318250,2312790,2307330,2307320,2319950,2319950,2319950,2319950,2319950,2319950
30131816,AMD 라이젠 스레드리퍼 7970X (스톰 픽),AMD 라이젠 스레드리퍼 7970X,스톰 픽,정품,3695870,3695860,3695780,3695770,3695760,3695650,3695620,3695500,3695380,3695260,3695140,3695020,3694900,3694780,3694660,3694540,3694420,3694300,3694110,3694060,3693940,3693820,3693700,3693580,3693570,3693540,3693490,3693460,3693340,3693220,3693210
30131798,AMD 라이젠 스레드리퍼 7980X (스톰 픽),AMD 라이젠 스레드리퍼 7980X,스톰 픽,정품,7291260,7291250,7291250,7291250,7291250,7291250,7291250,7291250,7291250,7291250,7291250,7291250,7291250,7291250,7291250,7291250,7291250,7291250,7291250,7291250,7291250,7291250,7291250,7291250,7291250,7291250,7291250,7291250,7291250,7291250,7291250
