Id,Name,cpu_model,cpu_codename,sale_info,2024-03-01,2024-03-02,2024-03-03,2024-03-04,2024-03-05,2024-03-06,2024-03-07,2024-03-08,2024-03-09,2024-03-10,2024-03-11,2024-03-12,2024-03-13,2024-03-14,2024-03-15,2024-03-16,2024-03-17,2024-03-18,2024-03-19,2024-03-20,2024-03-21,2024-03-22,2024-03-23,2024-03-24,2024-03-25,2024-03-26,2024-03-27,2024-03-28,2024-03-29,2024-03-30,2024-03-31
15833261,AMD A4 3300 (라노),AMD A4 3300,라노,중고,0,0,0,5000,5000,5000,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15834833,AMD A4 3400 (라노),AMD A4 3400,라노,중고,5490,5490,5490,0,5490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2990,2990,2990,2990,2990,2990,2990,2990,2990
18170813,AMD A4 7300 (리치랜드),AMD A4 7300,리치랜드,중고,9490,9490,9490,9490,9490,9490,9500,0,0,0,0,0,0,0,0,0,0,9500,9500,4050,4390,4390,4390,4390,4390,4390,4390,4390,4390,4390,4390
9736854,AMD EPYC 7232P (롬),AMD EPYC 7232P,롬,정품,924000,924000,924000,924000,924000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9736764,AMD EPYC 7302P (롬),AMD EPYC 7302P,롬,정품,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1265000,0,0,0
16909040,AMD EPYC 7543 (밀라노),AMD EPYC 7543,밀라노,정품,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000
9736071,AMD EPYC 7742 (롬),AMD EPYC 7742,롬,정품,0,0,0,0,0,0,0,0,0,12799910,12799910,12799910,12799910,12799910,12799910,0,0,0,0,0,0,0,0,0,12799910,12799910,12799910,12799910,12799910,0,0
16908977,AMD EPYC 7763 (밀라노),AMD EPYC 7763,밀라노,정품,13699990,13699990,13699990,13699990,13699990,13699990,13699990,13699990,13699990,13699990,13699990,13699990,13699990,13699990,13699990,13699990,13699990,13699990,13699990,13699990,13699990,13699990,13699990,13699990,13699990,13699990,13699990,13699990,13699990,13699990,13699990
28159028,AMD FX 4100 (잠베지),AMD FX 4100,잠베지,중고,12490,12490,12490,12490,12490,12490,12490,12490,12490,12490,12490,12490,12490,12490,12490,12490,12490,12490,10890,10890,10890,10890,10890,10890,10890,10890,10890,10890,10890,10890,10890
4143917,AMD FX 8300 (비쉐라),AMD FX 8300,비쉐라,중고,62890,62890,62890,62890,62890,62890,62890,62890,62890,62890,62890,62890,62900,62900,62900,62900,62900,62900,31490,32790,32790,32790,32790,32790,32790,32790,32790,56000,56000,56000,56000
11038053,AMD 라이젠 스레드리퍼 2970WX (콜팩스),AMD 라이젠 스레드리퍼 2970WX,콜팩스,해외구매,2350000,2350000,2350000,2350000,2350000,2350000,2350000,2350000,2350000,2350000,2350000,2350000,2350000,2350000,2350000,2350000,2350000,2350000,2350000,2350000,2350000,2350000,2350000,2350000,2350000,2350000,2350000,2350000,2350000,2350000,2350000
11035740,AMD 라이젠 스레드리퍼 2990WX (콜팩스),AMD 라이젠 스레드리퍼 2990WX,콜팩스,해외구매,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000
14079716,AMD 라이젠 스레드리퍼 3970X (캐슬 픽),AMD 라이젠 스레드리퍼 3970X,캐슬 픽,해외구매,4399990,4399990,4399990,4399990,4399990,4399990,4399990,4399990,4399990,4399990,4399990,4399990,4399990,4399990,4399990,4399990,4399990,4399990,4399990,4399990,4399990,4399990,4399990,4399990,4399990,4399990,4399990,4399990,4399990,4399990,4399990
30131825,AMD 라이젠 스레드리퍼 7960X (스톰 픽),AMD 라이젠 스레드리퍼 7960X,스톰 픽,정품,2339960,2339900,2339820,2338240,2332780,2326330,2320840,2312690,2309960,2309960,2309960,2349160,2343700,2338240,2332790,2329900,2329890,2327330,2321870,2316420,2329890,2329890,2329890,2329890,2329890,2329890,2329890,2329890,2329890,2329880,2329800
30131816,AMD 라이젠 스레드리퍼 7970X (스톰 픽),AMD 라이젠 스레드리퍼 7970X,스톰 픽,정품,3619970,3619860,3619750,3619660,3619640,3619540,3619440,3619990,3619990,3619990,3619990,3619990,3619990,3619990,3619990,3619990,3619990,3619990,3619990,3619990,3619990,3619990,3619990,3619990,3619990,3619990,3619990,3619990,3619990,3619980,3619970
30131798,AMD 라이젠 스레드리퍼 7980X (스톰 픽),AMD 라이젠 스레드리퍼 7980X,스톰 픽,정품,7610980,7610920,7610910,7610830,7610770,7610680,7610620,7610990,7610990,7610990,7610990,7610990,7610990,7611890,7611890,7610900,7610890,7610890,7610890,7610890,7610890,7610890,7610890,7610890,7610890,7610890,7610890,7608900,7608890,7608880,7608800
13491257,AMD 라이젠 스레드리퍼 PRO 3955WX (캐슬 픽-W),AMD 라이젠 스레드리퍼 PRO 3955WX,캐슬 픽-W,"정품_1,381,140|해외구매 | 정품_1,384,340|해외구매 | 정품_1,385,950|해외구매 | 정품_1,387,550|해외구매 | 정품_1,389,140|해외구매 | 정품_1,389,150|해외구매 | 정품_1,389,300|해외구매 | 정품_1,389,360|해외구매 | 정품_1,389,410|해외구매 | 정품_1,389,460|해외구매 | 정품_1,389,560|해외구매 | 정품_1,389,660|해외구매 | 정품_1,389,780|해외구매 | 정품_1,389,790|해외구매 | 정품_1,389,880|해외구매 | 정품_1,389,980|해외구매 | 정품_1,390,000|해외구매",2090490,2090490,2090490,2090490,2090490,2090490,2090490,2090490,2090490,2090490,2090490,2090490,2090490,2090490,2090490,2090490,2090490,2090490,2090490,2090490,2090490,2090490,2090490,2090490,2090490,2090490,2090490,2090490,2090490,2090490,2090490
18614342,AMD 라이젠 스레드리퍼 PRO 3975WX (캐슬 픽-W),AMD 라이젠 스레드리퍼 PRO 3975WX,캐슬 픽-W,"벌크_3,868,990|해외구매 | 벌크_3,869,890|해외구매 | 벌크_3,869,900|해외구매",5536990,5536990,5536990,5536990,5536990,5536990,5536990,5536990,5536990,5536990,5536990,5536990,5536990,5536990,5536990,5536990,5536990,5536990,5536990,5536990,5536990,5536990,5536990,5536990,5536990,5536990,5536990,5536990,5536990,5536990,5536990
18000296,AMD 라이젠 스레드리퍼 PRO 3995WX (캐슬 픽-W),AMD 라이젠 스레드리퍼 PRO 3995WX,캐슬 픽-W,해외구매,10998480,10998480,10998480,10998480,10998480,10998480,10998480,10998480,10998480,10998480,10998480,10998480,10998480,10998480,10998480,10998480,10998480,10998480,10998480,10998480,10998480,10998480,10998480,10998480,10998480,10998480,10998480,10998480,10998480,10998480,10998480
18055820,AMD 라이젠 스레드리퍼 PRO 5955WX (샤갈 프로),AMD 라이젠 스레드리퍼 PRO 5955WX,샤갈 프로,정품,1650600,1650600,1650600,1650600,1650600,1650600,1650600,1660000,1659910,1659880,1659790,1654150,1652230,1648440,1644630,1642720,1642710,1640820,1637010,1633210,1632160,1630210,1630120,1630100,1630010,1629990,1629900,1629810,1629790,1629700,1629600
17570816,AMD 라이젠 스레드리퍼 PRO 5965WX (샤갈 프로),AMD 라이젠 스레드리퍼 PRO 5965WX,샤갈 프로,정품,3011150,3011150,3011150,3011150,3009660,3006280,2999400,2999400,2999400,2999400,2999400,2999400,2999400,2999400,2999400,3033000,3033000,3033000,3033000,3033000,3033000,3033000,3033010,3033010,3033010,3033010,3033010,3033010,3033010,3033010,3033010
17570807,AMD 라이젠 스레드리퍼 PRO 5975WX (샤갈 프로),AMD 라이젠 스레드리퍼 PRO 5975WX,샤갈 프로,"정품_3,871,000|멀티팩(정품)_3,837,590|해외구매 | 정품_3,871,000|멀티팩(정품)_3,837,600|해외구매 | 정품_3,871,000|멀티팩(정품)_3,868,800|해외구매 | 정품_3,871,790|멀티팩(정품)_3,854,290|해외구매 | 정품_3,871,790|멀티팩(정품)_3,854,400|해외구매 | 정품_3,871,790|멀티팩(정품)_3,854,490|해외구매 | 정품_3,871,790|멀티팩(정품)_3,854,610|해외구매 | 정품_3,871,790|멀티팩(정품)_3,854,630|해외구매 | 정품_3,871,790|멀티팩(정품)_3,854,740|해외구매 | 정품_3,871,790|멀티팩(정품)_3,854,850|해외구매 | 정품_3,930,000|멀티팩(정품)_3,837,590|해외구매",5909600,5909600,5909600,5909600,5909600,5909600,5909600,5909600,5909600,5909600,5909600,5909600,5909600,5909600,5909600,5909600,5909600,5909600,5909600,5909600,5909600,5909600,5909600,5909600,5909600,5909600,5909600,3943870,4436410,4436410,4436410
17570783,AMD 라이젠 스레드리퍼 PRO 5995WX (샤갈 프로),AMD 라이젠 스레드리퍼 PRO 5995WX,샤갈 프로,정품,8141510,8141510,8141510,8141510,8141510,8141510,8141510,8141520,8141520,8141520,8141520,8141520,8141520,8141520,8141520,8141520,8141520,8141520,8141520,8141520,8141520,8141510,8141510,8141510,8141510,8141510,8141510,8141510,8141510,8141500,8141400
30131762,AMD 라이젠 스레드리퍼 PRO 7965WX (스톰 픽),AMD 라이젠 스레드리퍼 PRO 7965WX,스톰 픽,"정품_3,889,620|멀티팩(정품) | 정품_3,890,420|멀티팩(정품) | 정품_3,890,520|멀티팩(정품)",3651980,3651980,3651980,3651980,3651980,3651980,3651980,3651980,3651980,3651980,3651980,3651980,3651980,3652880,3652880,3652880,3652880,3652880,3652880,3652880,3652880,3652880,3652880,3652880,3652880,3652880,3652880,3652880,3652880,3652880,3652880
30131723,AMD 라이젠 스레드리퍼 PRO 7975WX (스톰 픽),AMD 라이젠 스레드리퍼 PRO 7975WX,스톰 픽,"정품_5,668,000|멀티팩(정품) | 정품_5,669,000|멀티팩(정품) | 정품_5,669,800|멀티팩(정품) | 정품_5,669,900|멀티팩(정품)",5323670,5323670,5323670,5323670,5323670,5323670,5323670,5323670,5323670,5323670,5323670,5323670,5323670,5324570,5324570,5324570,5324570,5324570,5324570,5324570,5324570,5324570,5324570,5324570,5324570,5324570,5324570,5324570,5324570,5324570,5324570
30131639,AMD 라이젠 스레드리퍼 PRO 7985WX (스톰 픽),AMD 라이젠 스레드리퍼 PRO 7985WX,스톰 픽,"정품_10,881,800|멀티팩(정품) | 정품_10,882,600|멀티팩(정품) | 정품_10,882,700|멀티팩(정품)",10220250,10220250,10220250,10220250,10220250,10220250,10220250,10220250,10220250,10220250,10220250,10220250,10220250,10221150,10221150,10221150,10221150,10221150,10221150,10221150,10221150,10221150,10221150,10221150,10221150,10221150,10221150,10221150,10221150,10221150,10221150
