Id,Name,cpu_model,cpu_codename,sale_info,2025-08-01,2025-08-02,2025-08-03,2025-08-04,2025-08-05,2025-08-06,2025-08-07,2025-08-08,2025-08-09,2025-08-10,2025-08-11,2025-08-12,2025-08-13,2025-08-14,2025-08-15,2025-08-16,2025-08-17,2025-08-18,2025-08-19,2025-08-20,2025-08-21,2025-08-22,2025-08-23,2025-08-24,2025-08-25,2025-08-26,2025-08-27,2025-08-28,2025-08-29,2025-08-30,2025-08-31
89607479,AMD EPYC 4584PX (라파엘),AMD EPYC 4584PX,라파엘,멀티팩 정품,937220,937220,937220,937220,937220,937220,937220,937220,937220,937220,937220,937220,937220,937220,937220,937220,937220,937220,937220,937220,937220,937220,937220,937220,937220,937220,923050,922940,913520,913460,913430
9736854,AMD EPYC 7232P (롬),AMD EPYC 7232P,롬,정품,1124000,1124000,1124000,1124000,1124000,1124000,1124000,1124000,1124000,0,1124000,0,0,0,0,0,0,1124000,1124000,1124000,1124000,1124000,1124000,1124000,0,0,1124000,1124000,1124000,1124000,1124000
9736752,AMD EPYC 7302 (롬),AMD EPYC 7302,롬,정품,2002800,2002800,2002800,2002800,2002800,2002800,2002800,2002800,2002800,2002800,2002800,2002800,2002800,2002800,2002800,2002800,2002800,2002800,2002800,2002800,2002800,2002800,2002800,2002800,2002800,2002800,2002800,2002800,2002800,2002800,2002800
9736680,AMD EPYC 7452 (롬),AMD EPYC 7452,롬,정품,4400000,4400000,4400000,4400000,4400000,4400000,0,4400000,4400000,4400000,4400000,4400000,4400000,4400000,0,0,0,0,0,4400000,4400000,4400000,4400000,4400000,4400000,4400000,4400000,4400000,4400000,4400000,4400000
16909040,AMD EPYC 7543 (밀라노),AMD EPYC 7543,밀라노,정품,1701480,1701440,0,1701200,1701160,1701120,1701000,1700880,1700760,1700640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9736071,AMD EPYC 7742 (롬),AMD EPYC 7742,롬,정품,14999910,14999910,14999910,14999910,14999910,14999910,14999910,14999910,14999910,14999910,14999910,14999910,14999910,14999910,14999910,14999910,14999910,14999910,14999910,14999910,14999910,14999910,14999910,14999910,14999910,14999910,14999910,14999910,14999910,14999910,14999910
16908977,AMD EPYC 7763 (밀라노),AMD EPYC 7763,밀라노,정품,15699990,15699990,15699990,15699990,15699990,15699990,15699990,15699990,15699990,15699990,15699990,15699990,15699990,15699990,15699990,15699990,15699990,15699990,15699990,15699990,15699990,15699990,15699990,15699990,15699990,15699990,15699990,15699990,15699990,15699990,15699990
28159028,AMD FX 4100 (잠베지),AMD FX 4100,잠베지,중고,3150,3170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4143917,AMD FX 8300 (비쉐라),AMD FX 8300,비쉐라,중고,20980,0,0,0,0,20690,20690,20690,20010,20010,20700,20690,20690,20240,20240,20240,20240,20240,20240,19360,19360,19360,19360,19360,19360,19360,19360,19360,19360,19360,19360
11035590,AMD 라이젠 스레드리퍼 1900X (화이트헤븐),AMD 라이젠 스레드리퍼 1900X,화이트헤븐,해외구매,556200,556200,556200,556200,546200,553200,553200,553200,536510,536510,553200,553200,553200,553200,553200,553200,553200,553200,553200,553200,553200,553200,553200,553200,553200,553200,553200,553200,553200,553200,553200
