Id,Name,cpu_model,cpu_codename,sale_info,2025-05-01,2025-05-02,2025-05-03,2025-05-04,2025-05-05,2025-05-06,2025-05-07,2025-05-08,2025-05-09,2025-05-10,2025-05-11,2025-05-12,2025-05-13,2025-05-14,2025-05-15,2025-05-16,2025-05-17,2025-05-18,2025-05-19,2025-05-20,2025-05-21,2025-05-22,2025-05-23,2025-05-24,2025-05-25,2025-05-26,2025-05-27,2025-05-28,2025-05-29,2025-05-30,2025-05-31
15834833,AMD A4 3400 (라노),AMD A4 3400,라노,중고,0,0,0,0,1210,1220,0,0,0,0,0,0,0,0,0,0,0,0,1240,1230,1220,0,0,0,0,0,0,0,0,0,0
89607479,AMD EPYC 4584PX (라파엘),AMD EPYC 4584PX,라파엘,멀티팩 정품,0,0,0,0,0,0,0,0,0,0,0,0,0,0,937000,937000,937000,937000,937000,937000,937000,937220,937220,937220,922640,937220,937220,937220,937220,937220,937220
9736854,AMD EPYC 7232P (롬),AMD EPYC 7232P,롬,정품,1124000,1124000,1124000,1124000,1124000,1124000,1124000,1124000,1124000,1124000,0,0,1124000,1124000,1124000,1124000,1124000,1124000,1124000,1124000,1124000,1124000,1124000,1124000,1124000,1124000,1124000,1124000,1124000,1124000,1124000
9736833,AMD EPYC 7262 (롬),AMD EPYC 7262,롬,정품,1377000,1377000,1377000,1377000,1377000,1377000,1377000,1377000,0,1377000,0,0,1377000,1377000,1377000,1377000,1377000,1377000,1377000,1377000,1377000,1377000,1377000,1377000,1377000,1377000,0,0,0,0,0
9736752,AMD EPYC 7302 (롬),AMD EPYC 7302,롬,정품,1986030,1986030,1986030,1986030,1986030,1986030,1986030,1986040,1986040,1986040,1986040,1986040,1986040,1986030,1986030,1986030,1986030,1986030,1986030,1986040,1986040,1986040,1986040,1986030,1986030,1986030,1986030,1986030,1986030,1986030,2002800
9736764,AMD EPYC 7302P (롬),AMD EPYC 7302P,롬,정품,0,0,0,0,1060860,1060740,1060620,1062790,1062790,0,0,0,0,0,0,1062630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9736680,AMD EPYC 7452 (롬),AMD EPYC 7452,롬,정품,4400000,4400000,4400000,4400000,4400000,4400000,4400000,4400000,4400000,4400000,4400000,4400000,4400000,4400000,4400000,4400000,4400000,4400000,4400000,4400000,4400000,4400000,4400000,4400000,4400000,4400000,4400000,4400000,4400000,4400000,4400000
16909040,AMD EPYC 7543 (밀라노),AMD EPYC 7543,밀라노,정품,1703130,1703100,1703010,1702970,1702860,1702740,1702620,1704790,1704790,1704790,1704790,0,1704790,1704780,1704750,1704660,1704630,1704510,1704380,1704790,1704790,1704790,1704790,1704760,1704720,1704610,1704490,1704370,1704250,1704130,1704010
9736071,AMD EPYC 7742 (롬),AMD EPYC 7742,롬,정품,14999910,14999910,14999910,14999910,14999910,14999910,14999910,14999910,14999910,14999910,14999910,14999910,14999910,14999910,14999910,14999910,14999910,14999910,14999910,14999910,14999910,14999910,14999910,14999910,14999910,14999910,14999910,14999910,14999910,14999910,14999910
16908977,AMD EPYC 7763 (밀라노),AMD EPYC 7763,밀라노,정품,15699990,15699990,15699990,15699990,15699990,15699990,15699990,15699990,15699990,15699990,15699990,15699990,15699990,15699990,15699990,15699990,15699990,15699990,15699990,15699990,15699990,15699990,15699990,15699990,15699990,15699990,15699990,15699990,15699990,15699990,15699990
4143917,AMD FX 8300 (비쉐라),AMD FX 8300,비쉐라,중고,21590,21590,21530,21400,21290,21670,21640,21670,21550,21670,21670,21670,21450,21440,21410,21290,21200,21160,21040,21490,21490,21490,21490,21460,21420,21310,21190,21070,20970,20960,0
