Id,Name,cpu_model,cpu_codename,sale_info,2026-03-01,2026-03-02,2026-03-03,2026-03-04,2026-03-05,2026-03-06,2026-03-07,2026-03-08,2026-03-09,2026-03-10,2026-03-11,2026-03-12,2026-03-13,2026-03-14,2026-03-15,2026-03-16,2026-03-17,2026-03-18,2026-03-19,2026-03-20,2026-03-21,2026-03-22,2026-03-23,2026-03-24,2026-03-25,2026-03-26,2026-03-27,2026-03-28,2026-03-29,2026-03-30,2026-03-31
89607479,AMD EPYC 4584PX (라파엘),AMD EPYC 4584PX,라파엘,멀티팩 정품,847510,847510,847510,847510,847510,847510,847510,847510,847470,838930,838840,838740,838650,838550,838480,838460,836440,836440,836440,836440,836440,836440,763460,836440,836440,836440,836440,836440,836440,836440,836440
92678627,AMD EPYC 4585PX (그라도),AMD EPYC 4585PX,그라도,멀티팩 정품,985380,985380,985370,985370,985370,990600,990600,990600,990570,990600,990600,990600,990600,990600,990600,990600,974460,974460,974460,974460,974460,974460,870880,947470,947350,946870,946390,946030,946120,945950,974460
28159028,AMD FX 4100 (잠베지),AMD FX 4100,잠베지,중고,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8550,0,8550,8550,0,8550,7650,7650,5100,8550,0,0,0,0,0,0,0
4143917,AMD FX 8300 (비쉐라),AMD FX 8300,비쉐라,중고,18740,18670,18590,18980,18930,18910,18870,18790,18710,18610,18990,18950,18830,18710,18590,18990,18970,18910,18870,18810,17000,17000,18880,18770,18750,18690,18670,18610,18590,18590,18990
11035590,AMD 라이젠 스레드리퍼 1900X (화이트헤븐),AMD 라이젠 스레드리퍼 1900X,화이트헤븐,해외구매,1364870,1364870,1364870,1364870,1364870,1364870,1364870,1364870,1364870,1364870,1364870,1364870,1364870,1364870,1364870,1364870,1364870,1364870,1364870,1364870,1364870,1364870,1264860,1364870,1364870,1364870,1364870,1364870,1364870,1364870,1364870
5565155,AMD 라이젠 스레드리퍼 1920X (화이트헤븐),AMD 라이젠 스레드리퍼 1920X,화이트헤븐,해외구매,192590,192590,192590,192590,192590,192590,192590,192590,192590,192590,192590,192590,192590,216490,218490,218490,218490,218490,218490,218490,188500,188500,146060,218490,218490,218490,218490,218490,218490,218490,218490
5565728,AMD 라이젠 스레드리퍼 1950X (화이트헤븐),AMD 라이젠 스레드리퍼 1950X,화이트헤븐,해외구매,441880,441880,441880,441880,441880,441880,441880,441880,441880,441880,441880,441880,441880,441880,441880,441880,441880,441880,441880,441880,441880,441880,441880,441880,441880,441880,441880,441880,441880,441880,441880
10946196,AMD 라이젠 스레드리퍼 2920X (콜팩스),AMD 라이젠 스레드리퍼 2920X,콜팩스,해외구매,461690,461690,461690,461690,461690,461690,461690,461690,461690,461690,461690,461690,461690,461690,461690,461690,461690,461690,461690,461690,461690,461690,403770,461690,461690,461690,461690,461690,461790,461690,461690
11036559,AMD 라이젠 스레드리퍼 2950X (콜팩스),AMD 라이젠 스레드리퍼 2950X,콜팩스,해외구매,821990,821990,821990,821990,821990,821990,821990,821990,821990,821990,821990,772680,764460,764460,764460,764460,764460,764460,764460,764460,764460,764460,764460,907300,905600,912560,912560,905600,905600,915510,915510
11038053,AMD 라이젠 스레드리퍼 2970WX (콜팩스),AMD 라이젠 스레드리퍼 2970WX,콜팩스,해외구매,1998400,1998400,1998400,2350000,2350000,2350000,2350000,2350000,2350000,2350000,2350000,2350000,2350000,2350000,2350000,2350000,2350000,2350000,2350000,2350000,2350000,2350000,2350000,2350000,2350000,2350000,2350000,2350000,2350000,2350000,2350000
