Id,Name,cpu_model,cpu_codename,sale_info,2025-03-01,2025-03-02,2025-03-03,2025-03-04,2025-03-05,2025-03-06,2025-03-07,2025-03-08,2025-03-09,2025-03-10,2025-03-11,2025-03-12,2025-03-13,2025-03-14,2025-03-15,2025-03-16,2025-03-17,2025-03-18,2025-03-19,2025-03-20,2025-03-21,2025-03-22,2025-03-23,2025-03-24,2025-03-25,2025-03-26,2025-03-27,2025-03-28,2025-03-29,2025-03-30,2025-03-31
15834833,AMD A4 3400 (라노),AMD A4 3400,라노,중고,1160,1160,1160,1160,1220,1220,1240,1210,1240,1220,1220,1240,1210,1220,1240,1210,1240,1240,1240,1210,1230,1220,0,0,0,0,0,0,0,0,1240
18170813,AMD A4 7300 (리치랜드),AMD A4 7300,리치랜드,중고,1500,0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9736854,AMD EPYC 7232P (롬),AMD EPYC 7232P,롬,정품,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,924000,924000,924000,924000,924000,924000,924000,924000,924000,924000,924000,924000,924000,924000,924000,924000
9736833,AMD EPYC 7262 (롬),AMD EPYC 7262,롬,정품,0,0,0,0,0,0,0,0,0,0,0,1177000,1177000,1177000,1177000,1177000,1177000,1177000,1177000,1177000,1177000,1177000,1177000,1177000,1177000,1177000,1177000,1177000,1177000,1177000,1177000
9736752,AMD EPYC 7302 (롬),AMD EPYC 7302,롬,정품,0,0,0,1984550,0,1984550,0,0,0,0,0,1984550,1984550,1984550,1984550,1984550,1984550,1984550,1984550,1984550,1984550,1984550,1984550,1984550,1984550,1984550,1984550,1984550,1984550,1984550,1984550
9736764,AMD EPYC 7302P (롬),AMD EPYC 7302P,롬,정품,0,0,0,0,0,0,0,0,0,1026220,1026090,1025970,1025850,1025760,1061310,1061310,1061310,1061310,0,0,0,0,0,0,0,0,0,0,0,0,0
9736680,AMD EPYC 7452 (롬),AMD EPYC 7452,롬,정품,0,0,0,0,0,0,0,0,0,0,0,4200000,4200000,4200000,4200000,4200000,4200000,4200000,4200000,4200000,4200000,4200000,4200000,4200000,4200000,4200000,4200000,4200000,4200000,4200000,4200000
16909040,AMD EPYC 7543 (밀라노),AMD EPYC 7543,밀라노,정품,1653500,1653380,1653260,1653140,1653020,1652900,1652780,1652660,1652540,1652430,1652300,1652180,1652060,1651970,1703310,1703310,1703310,1703310,1703310,1703310,1703310,1703310,1703310,1703310,1703310,1703310,1703310,1703310,1703310,1703310,1703310
9736071,AMD EPYC 7742 (롬),AMD EPYC 7742,롬,정품,0,0,0,0,0,0,0,0,0,0,0,12799910,12799910,12799910,12799910,12799910,12799910,12799910,12799910,12799910,12799910,12799910,12799910,12799910,12799910,12799910,12799910,12799910,12799910,12799910,12799910
16908977,AMD EPYC 7763 (밀라노),AMD EPYC 7763,밀라노,정품,13699990,13699990,13699990,13699990,0,0,13699990,13699990,0,13699990,13699990,13699990,13699990,13699990,13699990,13699990,13699990,13699990,13699990,13699990,13699990,13699990,13699990,13699990,13699990,13699990,13699990,13699990,13699990,13699990,13699990
