Id,Name,cpu_model,cpu_codename,sale_info,2024-10-01,2024-10-02,2024-10-03,2024-10-04,2024-10-05,2024-10-06,2024-10-07,2024-10-08,2024-10-09,2024-10-10,2024-10-11,2024-10-12,2024-10-13,2024-10-14,2024-10-15,2024-10-16,2024-10-17,2024-10-18,2024-10-19,2024-10-20,2024-10-21,2024-10-22,2024-10-23,2024-10-24,2024-10-25,2024-10-26,2024-10-27,2024-10-28,2024-10-29,2024-10-30,2024-10-31
15833261,AMD A4 3300 (라노),AMD A4 3300,라노,중고,0,0,0,0,0,0,0,0,0,0,0,0,2000,2000,2000,2000,2000,2000,2000,0,0,0,0,0,0,0,0,0,0,0,0
18170813,AMD A4 7300 (리치랜드),AMD A4 7300,리치랜드,중고,2990,2990,2990,2990,2990,2990,2990,2990,0,0,2990,2990,2990,2990,2990,2990,2990,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9736752,AMD EPYC 7302 (롬),AMD EPYC 7302,롬,정품,1985710,1985700,1985670,1985550,1985540,1985510,1985500,1985490,1985480,0,1985460,1985450,1985440,1985430,1985430,1985410,1985330,0,0,0,0,0,0,0,0,0,0,0,0,1984760,0
9736764,AMD EPYC 7302P (롬),AMD EPYC 7302P,롬,정품,1062620,1062590,1062560,1062530,1062520,1062490,1062480,1062470,1062460,1062450,0,0,0,1062390,1062320,1062310,1062310,1062280,1062280,1062260,1062250,1062240,1062210,1062200,1062170,1062050,1061930,1061920,1061890,1061880,1061850
16909040,AMD EPYC 7543 (밀라노),AMD EPYC 7543,밀라노,정품,1689490,1689370,1689340,1689310,1689300,1689270,1689260,1689250,1689240,1689230,1689220,1689210,1689200,1689190,1689180,1689170,1689140,1689060,1689060,1689040,1689010,1689000,1688970,1688960,1667500,1667470,1667350,1667340,1667310,1667300,1667270
9736071,AMD EPYC 7742 (롬),AMD EPYC 7742,롬,정품,0,12799910,12799910,12799910,12799910,12799910,12799910,12799910,12799910,12799910,12799910,12799910,12799910,12799910,12799910,12799910,12799910,12799910,12799910,12799910,12799910,12799910,12799910,0,0,0,0,0,0,0,0
16908977,AMD EPYC 7763 (밀라노),AMD EPYC 7763,밀라노,정품,13699990,13699990,13699990,13699990,13699990,13699990,13699990,13699990,13699990,13699990,13699990,13699990,13699990,13699990,13699990,13699990,13699990,13699990,13699990,13699990,13699990,13699990,13699990,0,0,0,13699990,13699990,13699990,13699990,13699990
28159028,AMD FX 4100 (잠베지),AMD FX 4100,잠베지,중고,0,0,0,0,0,0,5590,5590,5590,5590,5590,5750,5750,0,0,5940,5960,5960,5960,5960,5960,5960,5980,0,5960,5960,5960,0,0,0,5960
4143917,AMD FX 8300 (비쉐라),AMD FX 8300,비쉐라,중고,26600,26040,25930,25810,25800,25770,25760,25750,25740,25730,25720,25710,25700,25690,25680,25670,25590,25580,25600,25510,25390,25180,25150,25140,25110,24990,24880,25200,25170,25160,25130
5565728,AMD 라이젠 스레드리퍼 1950X (화이트헤븐),AMD 라이젠 스레드리퍼 1950X,화이트헤븐,해외구매,944890,944890,944890,944890,944890,944890,944890,944890,944890,944890,944890,944890,944890,944890,944890,944890,944890,944890,944890,944890,944890,944890,944890,944890,944890,944890,944890,944890,944890,944890,944890
11038053,AMD 라이젠 스레드리퍼 2970WX (콜팩스),AMD 라이젠 스레드리퍼 2970WX,콜팩스,해외구매,1998390,1998390,1998390,1998390,1998390,1998390,1998390,1998390,1998390,1998390,1998390,1998390,1998390,1998390,1998390,1998390,1998390,1998390,1998390,1998390,1998390,1998390,1998390,1998390,1998390,1650600,1650600,1650600,1650600,1650600,1650600
11035740,AMD 라이젠 스레드리퍼 2990WX (콜팩스),AMD 라이젠 스레드리퍼 2990WX,콜팩스,해외구매,5178440,5178440,5178440,5178440,5178440,5178440,5178440,5338590,5338590,5338590,5338590,5338590,5338590,5328590,5328590,5328590,5328590,5328590,5328590,5338590,5338600,5338600,5338600,5338600,5338600,5338600,5338600,5338600,5338600,5125056,5125056
14079716,AMD 라이젠 스레드리퍼 3970X (캐슬 픽),AMD 라이젠 스레드리퍼 3970X,캐슬 픽,해외구매,2852900,2852870,2852840,2852810,2852800,2852770,2852760,2852750,2852740,2852730,2852720,2852690,2852570,2852470,2868290,2868290,2868210,2868160,2785390,2785390,2785390,2785390,2785390,2785390,2785390,2785390,2785390,2785390,2785390,2785390,2785390
30131825,AMD 라이젠 스레드리퍼 7960X (스톰 픽),AMD 라이젠 스레드리퍼 7960X,스톰 픽,정품,2388570,2388570,2388570,2327220,2277170,2277170,2277170,2277170,2277170,2277170,2100000,2099990,2100000,2100000,2100000,2100000,2099990,2099990,2099990,2099990,2099990,2099990,2099990,2099990,2099990,2099990,2099990,2099990,2099990,2099990,2099990
30131816,AMD 라이젠 스레드리퍼 7970X (스톰 픽),AMD 라이젠 스레드리퍼 7970X,스톰 픽,정품,3656630,3656630,3656630,3656630,3656630,3656630,3656630,3656630,3656630,3656630,3656630,3656630,3656630,3656630,3656630,3656630,3656630,3656630,3656630,3656630,3656630,3656630,3656630,3656630,3656630,3656630,3656630,3656630,3656630,3656630,3656630
30131798,AMD 라이젠 스레드리퍼 7980X (스톰 픽),AMD 라이젠 스레드리퍼 7980X,스톰 픽,정품,7300790,7300790,7300790,7249990,7249880,7249760,7249750,7249660,7249650,7249630,7249110,7249090,7249060,7248960,7248950,7248940,7248900,7248870,7248870,7248850,7248820,7248810,7248930,7248930,7248930,7248930,7248930,7248930,7248930,7248930,7248930
